PRODUCT_ID;WAREHOUSE_ID;STOCK;STORAGE_LOCATION
501;2;583;008TL20
502;1;773;005SA94
503;2;136;006UH70
504;2;109;002NX11
505;1;267;003CI74
506;1;437;006IN19
507;2;855;004TT04
508;1;562;006CO33
509;1;209;006GG95
509;2;780;004NR82
511;2;248;001IF29
512;2;618;001NC30
513;2;429;002VZ65
514;2;335;007TA81
515;2;766;009IU73
516;1;373;002HH18
516;2;819;001KD02
517;1;189;009WQ62
517;2;721;008WN36
519;1;68;007PO17
519;2;479;005JU39
521;2;241;004JU11
522;1;951;001XV99
523;1;73;005QD84
523;2;778;006XM05
526;1;45;006BH23
527;2;61;005GJ12
529;1;743;004XC26
529;2;828;006SN08
530;2;922;003WP25
531;2;686;004TD10
533;1;641;005WW53
534;2;880;006PU97
535;1;522;004PE31
538;2;207;003SC11
540;1;517;002QY20
541;2;520;002HR89
542;1;862;009QM25
544;2;862;001LE62
546;1;227;009XG40
546;2;254;004RF36
548;2;400;001BF72
549;2;446;007QU32
550;2;319;006LM02
552;2;155;009KF59
553;1;606;003JD04
554;1;779;002AE83
555;1;324;005FA39
556;2;951;002YS99
557;2;947;005YC90
559;2;590;002OC87
560;2;191;008SR69
561;1;99;002BX36
561;2;879;005ZF46
562;1;624;005EH05
562;2;107;005SW01
563;1;438;007WZ98
564;1;219;008SY97
565;1;674;006NZ31
566;1;291;003DM62
566;2;344;006AF84
567;1;570;002BD81
569;1;97;005GC83
569;2;469;006HQ72
570;1;477;003FD19
572;2;66;002RC28
575;1;57;007XA65
576;2;669;005FJ89
578;2;659;007BH08
579;2;664;007LG11
580;2;970;005OT95
581;1;88;001IJ89
581;2;382;005ZJ38
582;1;263;002BT29
582;2;91;004QS36
583;1;238;008WL74
583;2;818;001VJ93
584;2;187;008ZE78
585;1;824;006YH36
586;2;544;008UZ56
587;2;284;002NW97
588;1;439;006NN14
589;1;582;004FH35
590;1;317;001LJ46
590;2;593;005SV24
591;1;604;004BR44
591;2;860;001CK99
592;1;300;001LN25
593;2;721;002DS68
594;1;151;001SU01
594;2;979;005SK17
595;2;922;001XK04
597;2;992;008DS77
599;1;454;005PX42
600;1;893;003OU06
600;2;671;008LW24
601;1;501;005BJ14
602;2;113;005ZA88
604;1;723;001SC92
604;2;239;002QR83
606;1;661;006AZ91
606;2;433;008WX97
607;1;864;006YI94
607;2;695;001ZO55
608;2;903;005SC26
611;1;814;007AX89
612;2;985;002MQ03
613;1;962;008NR24
613;2;927;005UV77
614;2;188;005AP39
615;1;719;003EY48
616;2;705;001AV72
618;2;806;002PV51
619;1;546;002TV26
620;2;685;008GV60
621;2;639;007GW87
622;1;507;002FN68
622;2;315;003ZQ83
623;2;193;004JM87
624;1;744;001TI50
624;2;632;005WQ66
625;1;817;004OA54
626;2;6;004XH49
627;1;900;003FW56
628;1;568;007FW25
629;1;141;009TZ65
629;2;429;008KN28
630;2;634;001OP24
632;1;477;005TN78
632;2;105;003QN68
633;2;178;008QX20
635;1;57;001DX30
635;2;135;003WH59
638;2;247;004PE36
640;1;45;005FV34
640;2;799;004GK09
641;1;771;001XV08
641;2;830;008IN82
642;2;355;008ZO39
644;1;289;001XD48
646;1;156;003JX51
646;2;296;005XA36
647;1;493;002GD47
647;2;63;005NN21
648;2;200;009DN14
650;1;83;008CC14
650;2;837;007LG73
652;2;562;007HL26
655;1;821;002IT86
655;2;667;006XZ50
657;1;89;003ZI05
657;2;623;008UB84
658;1;400;009TQ69
659;1;689;007HH79
659;2;198;006CU38
660;1;707;004ZL86
661;2;818;006XM31
662;1;627;001CC71
663;1;985;005AN83
663;2;760;001UH01
664;1;229;008TX78
664;2;420;005SW35
665;1;592;003IR20
665;2;555;002VT15
666;1;928;001TS04
666;2;956;003YX58
668;2;971;005MS52
669;1;690;005LO04
670;1;175;004NQ87
671;1;60;007NI73
673;1;10;007FT66
674;1;575;004HR14
675;1;954;008CW35
676;2;577;006QR30
677;1;917;008FK53
679;1;588;008TL93
679;2;304;007NO14
680;2;144;006KQ61
681;2;593;003HP56
682;1;908;008ZF77
682;2;985;003CU33
683;1;656;008MK79
683;2;932;009NZ73
684;1;432;007AD14
684;2;704;007LQ16
685;2;104;009TX20
686;1;742;004QY82
686;2;297;006LA33
687;2;99;009HK13
688;2;561;008AM72
689;1;60;001EK21
689;2;24;008LP53
690;2;75;007MP70
691;1;68;009YQ42
691;2;357;001FW05
692;2;676;005AF37
693;2;625;007XA61
694;1;22;008TK93
695;1;127;006QG28
696;2;944;009VU96
699;1;999;003PI88
700;2;63;003DX96
701;1;423;001OO09
701;2;225;003EU18
705;1;926;004FG11
706;1;196;001WJ45
707;1;341;006UM91
708;1;762;007HE46
709;1;122;008QK59
710;1;653;008LX38
712;2;231;001KY78
713;1;484;004RN79
713;2;445;007KL59
714;1;664;003OR31
714;2;117;003VR90
719;1;304;003AZ59
719;2;175;006YC98
720;1;300;009SB83
721;2;375;003SZ43
722;2;686;001MU71
723;1;961;007AD99
723;2;490;006ID93
726;2;353;007DS80
728;1;743;009JJ47
728;2;73;005UW41
729;2;1000;006SG81
730;2;912;006IN29
733;2;226;008BX62
734;1;839;004QR14
735;1;649;003JQ79
737;2;488;004OT16
738;2;592;007OU74
739;1;204;002SP09
740;1;34;007BU26
740;2;64;001BE28
741;1;202;006RR48
741;2;730;008YE60
742;2;620;005FP86
747;1;879;004ES46
747;2;217;005EZ25
749;1;529;009BX24
750;1;366;003MI22
751;1;712;007ZT35
751;2;738;007KA14
752;2;727;005CI16
756;1;638;003ND29
756;2;777;001AU54
757;2;379;002QA89
758;1;200;002GR20
759;1;86;008VI77
759;2;967;003EM78
760;1;914;002DC91
760;2;605;007AZ15
761;1;670;005XF95
761;2;671;007QE84
762;1;494;009MK46
763;2;323;005ZV59
764;2;335;003EB66
765;1;863;008NP20
765;2;0;005FT13
766;1;556;008SR77
766;2;390;004QQ86
767;2;975;003UO12
768;1;471;008XL32
770;2;264;008YS85
771;2;324;002BL36
772;2;256;002DM77
774;2;115;001SU13
775;2;324;004PL82
776;2;727;005XJ87
777;1;947;009DW46
778;1;42;001IL90
779;2;764;009BJ14
780;2;955;002VP61
781;1;550;003IP39
781;2;200;009MK79
782;1;974;004JQ30
783;1;827;003JO13
783;2;300;007FI43
784;1;393;008OY55
786;2;407;005QE45
787;1;571;004DL13
787;2;950;005XV39
793;2;848;008VZ28
795;1;898;006KA78
795;2;911;006RT42
797;1;860;008LI14
797;2;675;005CK60
799;2;802;003ME82
800;2;999;005LT63
801;1;517;006UZ41
801;2;655;007JZ54
806;1;603;002TP79
807;1;515;002HL09
807;2;357;001KP61
809;2;255;006OV93
810;1;461;001NM88
811;2;312;004LX22
812;2;324;002RS89
813;1;778;005QH06
814;2;733;006QJ07
815;2;393;006HR35
815;1;736;005ZJ48
817;1;346;004QJ56
819;2;281;001CV71
821;1;432;003GF09
821;2;230;005RI17
824;1;814;009SM70
825;1;473;006VW07
827;1;546;006IN73
829;1;759;001PX82
829;2;755;007VV33
830;2;217;006JL91
831;1;954;003BI80
832;1;46;008AM95
832;2;966;002XO90
834;1;893;002VC30
836;1;536;006HN77
836;2;373;004SR18
838;2;853;006DD39
839;1;299;006GG91
839;2;459;006GJ69
840;2;658;007DG54
841;1;173;004ED43
842;2;630;004ZW86
843;1;564;005KQ75
844;1;682;005DW38
844;2;770;006XT91
845;1;252;005TG26
846;1;528;003KM20
847;2;836;004WD33
848;1;964;009ZG45
849;2;660;004YX76
850;1;115;002QW28
850;2;781;001ZY28
851;1;825;008YA47
855;2;311;003VL31
856;1;254;009CB14
856;2;463;005XR49
859;1;200;009YF05
860;1;578;003OX86
860;2;110;008SV76
861;2;232;004CW33
862;2;420;005OX15
863;2;454;002CM89
865;1;475;009EN63
865;2;555;001WG69
867;1;629;006WG30
868;1;735;003YY99
869;1;112;001YO43
869;2;868;008RK08
870;1;7;001RC78
871;1;31;006ZY11
871;2;478;009DG83
872;1;630;002NB69
873;2;702;002UR52
874;1;175;006AM61
875;1;648;006BI93
875;2;92;009QW15
876;1;308;007BC36
878;1;550;005ZU26
879;2;504;004NL93
880;1;582;005BE43
880;2;707;002MQ82
882;2;755;001NL80
883;1;962;008RO80
883;2;330;004BR83
884;2;328;005KL08
885;2;82;004LB38
887;1;206;006XP32
889;1;62;004AG68
890;1;905;009CS34
891;2;449;009AD65
892;1;196;004CY84
895;1;537;003KF18
895;2;260;006QU59
896;1;972;007ZY51
897;1;696;002OV62
898;2;490;004OR04
900;1;136;007KY09
901;1;967;005DL65
901;2;373;006PW15
902;1;72;007AE30
902;2;965;004ET80
905;1;687;007XE87
906;1;801;007VU75
906;2;923;005SY10
907;1;107;002CD04
907;2;928;009EJ64
908;1;207;006GY02
909;1;224;008XT30
910;1;747;003WC85
910;2;501;002WK34
911;2;961;001RL42
912;1;108;001DY30
912;2;187;005XS32
914;1;882;009SJ18
915;1;829;001UN85
917;2;191;008XD05
918;1;658;008EU02
919;1;531;002YC88
919;2;680;006QK41
920;1;131;009WU53
920;2;107;005MT21
922;1;437;002RQ21
922;2;559;008JW31
923;2;709;001YL32
924;1;21;001NM71
925;1;378;001JR42
925;2;539;004AI72
926;1;626;008XT91
926;2;494;007GO51
927;1;450;008FF13
928;2;69;001EB64
931;1;104;008FX87
931;2;241;005WU85
932;2;647;004GK63
932;1;450;001GD33
933;2;399;005FC02
934;1;471;007ER12
937;1;591;003DS95
937;2;987;002XP57
938;1;747;006KO93
938;2;52;007OE46
939;1;237;001BJ66
939;2;937;006VV03
940;1;586;003FE72
940;2;425;001YZ38
941;1;863;007DC80
941;2;25;001LF20
942;1;604;003PD74
945;1;182;004GB66
947;1;719;009JP91
947;2;281;003HV37
948;2;960;006CY14
950;1;445;008OR18
951;1;829;006DO91
952;1;150;006AM42
952;2;910;005YP95
953;2;174;009GU21
954;1;767;006NO37
955;1;882;004NZ70
955;2;735;001GG16
956;2;664;001MG62
957;2;225;006PH88
958;2;402;005UE41
958;1;57;007IB14
959;2;5;008YV97
960;1;78;009SG77
962;2;988;007WB52
962;1;454;004RQ49
963;2;789;009IE89
964;1;911;003WI53
965;2;905;004PX37
966;2;108;002IM28
966;1;421;007BU49
968;2;177;009GZ06
969;2;114;005NX37
970;2;541;002VE98
974;1;98;003HN85
974;2;334;005RD70
977;1;590;004TX16
979;1;331;005DP98
980;2;417;007ZQ48
981;2;178;002QR06
983;1;188;008ME89
983;2;959;003BI52
984;2;957;003GE15
985;2;650;006QC91
985;1;688;002JL83
986;2;796;005IL71
987;2;517;004ZU63
988;2;631;001MI90
989;2;826;004KL44
990;2;931;001YV04
991;2;387;005VP63
991;1;187;006RK39
994;1;739;005AW61
995;1;93;003ZA02
995;2;825;001IW76
997;1;130;001KL95
999;1;381;002QR02
1000;1;10;004ID84
1000;2;305;007TW10
1001;1;996;009HC17
1002;2;431;002XY12
1003;2;694;004UY90
1004;1;988;007UE34
1005;1;814;004KN75
1005;2;614;009WG41
1007;1;927;001WP55
1007;2;331;005TM32
1009;2;318;006GV20
1010;1;407;008MW87
1010;2;158;008DX74
1011;2;834;007CY77
1011;1;132;008TE10
1012;1;499;008HA65
1013;1;496;005UB64
1014;2;68;002BR95
1015;2;999;001RE01
1016;2;500;008KL31
1018;2;120;006AM67
1019;1;749;002CM84
1020;1;971;009XO19
1020;2;384;003MF19
1022;1;196;002RO41
1023;1;386;006XS72
1023;2;965;006ZA28
1024;2;779;003JL90
1025;2;712;004XS92
1026;2;757;001GW92
1027;1;148;005JZ36
1028;1;837;008EG77
1028;2;837;008YL37
1029;1;791;009UX58
1032;1;414;002OT99
1032;2;497;003FA03
1033;2;94;009RK02
1035;2;412;002MS42
1036;2;749;008VY84
1037;2;889;005YF91
1038;2;564;002HG92
1040;1;780;002AK01
1040;2;273;005TQ69
1041;1;986;007SM22
1041;2;59;007VU49
1042;1;307;005TH46
1042;2;354;008PV94
1043;1;876;004QG13
1043;2;70;009OS93
1044;1;828;006WL57
1045;1;665;007ZW52
1045;2;918;009WL60
1046;1;371;005BO75
1047;2;525;006UP05
1048;2;514;001KM85
1049;1;645;008DV97
1050;1;185;006XZ30
1050;2;26;005GL35
1051;2;181;003RV56
1052;2;257;006AK94
1053;1;836;008WL65
1053;2;832;002FW52
1054;2;693;009TR51
1055;1;178;006TS31
1056;1;548;003UC22
1056;2;375;009QD14
1057;2;830;007ZK47
1058;2;782;009II51
1059;2;832;002VC02
1060;2;367;009FY18
1061;1;268;006AE78
1061;2;475;005QP61
1062;1;849;001YN02
1062;2;674;002CZ46
1063;1;57;003YR84
1063;2;48;005KB31
1064;2;376;002YD53
1065;1;722;005KO86
1066;1;106;009HF05
1069;1;464;003HE72
1070;2;890;002OM89
1072;1;902;003JU19
1072;2;738;004XW19
1073;1;869;001BE83
1074;2;963;002DU06
1076;2;325;001YD81
1077;2;798;005FW73
1078;1;758;008BD47
1079;2;198;001RU33
1082;1;949;005IG48
1083;1;709;002FJ02
1084;2;407;004CA87
1085;1;572;009EE06
1086;2;415;009PD96
1089;1;224;009RC01
1091;1;47;006JI31
1091;2;273;003HN54
1092;1;340;002YJ39
1092;2;396;009DQ82
1093;2;624;002UY61
1094;2;857;003CO71
1095;1;106;005PW10
1095;2;414;009QE40
1097;2;345;003LU02
1100;1;952;002RC73
1100;2;611;008TS19
1101;2;513;009RB65
1102;1;225;003LJ70
1102;2;583;002FL10
1103;1;452;009VN27
1104;2;717;003VE94
1106;1;307;005FR15
1106;2;738;002ZU21
1107;1;664;007UI13
1108;1;943;007QS62
1110;1;300;009AU06
1110;2;325;007HT37
1112;1;799;001SM92
1112;2;291;003PK44
1113;1;555;004UT80
1113;2;357;002RN79
1114;1;114;008FO39
1114;2;624;001ID91
1115;1;230;005SX46
1116;2;379;004ZY10
1117;1;350;006HM13
1117;2;813;003SB93
1118;2;880;002US63
1120;1;2;001PI72
1120;2;159;002ZM54
1121;1;635;003UX11
1121;2;621;008EW09
1122;1;852;005UZ52
1122;2;212;003OA19
1123;2;419;003JG33
1124;1;420;002LM41
1124;2;754;002RY65
1125;1;458;002DX28
1125;2;666;004SY61
1126;2;896;004UC07
1127;1;302;009LQ75
1129;1;284;006KM49
1130;2;533;004RH30
1131;1;38;005AM57
1131;2;880;009IG62
1132;1;776;003SE25
1132;2;5;004TS79
1133;1;765;008YC26
1133;2;209;009TK08
1134;1;463;002GY82
1135;1;26;007CB80
1137;2;587;006UK12
1138;2;407;001NL13
1139;1;569;003TQ98
1139;2;975;007CH54
1140;2;726;001FE41
1141;1;569;004UP30
1143;1;609;008ZR05
1144;1;628;008MO48
1146;1;941;006GQ73
1146;2;950;009RR14
1147;2;802;009IN76
1148;1;221;003BV52
1149;1;949;003PU13
1149;2;532;001HS52
1150;1;699;005BB79
1150;2;224;004LF13
1151;1;833;006KS69
1151;2;296;003GW54
1152;2;282;006ZE64
1155;2;312;003AN37
1156;1;396;008LF08
1157;2;828;005AE53
1158;1;955;008DS23
1159;1;846;006VC91
1159;2;983;004QC76
1161;1;781;005FD74
1162;1;477;005ZJ98
1163;2;910;002ZU74
1164;1;113;002AA02
1165;1;342;003IA85
1166;2;495;003WE27
1167;2;259;003PS91
1169;1;275;002GR11
1170;1;182;007WP85
1171;2;905;002LT73
1172;1;364;005OG67
1172;2;269;003VC21
1173;1;407;004ZK35
1174;1;561;007LB57
1174;2;647;003BX46
1175;1;98;001LQ34
1176;2;337;006LZ09
1177;2;112;004EM58
1178;1;258;002PO75
1179;1;393;001XE67
1180;1;927;001IP75
1181;2;446;008VG71
1183;1;157;006BL36
1183;2;943;005JM03
1184;1;396;006TW38
1185;1;699;007EH55
1185;2;900;007WY39
1186;1;676;008AE03
1186;2;45;004UB51
1187;2;593;007KI15
1189;1;349;003ML65
1189;2;757;008WD62
1190;2;525;001ZM07
1191;1;401;001TO48
1192;1;512;009GQ85
1195;1;828;005SY68
1195;2;568;001ED72
1196;1;453;009EP89
1197;1;871;002ZK01
1197;2;992;006SF88
1199;1;363;002RT65
1201;2;276;001RY01
1204;2;653;008LJ78
1206;1;803;009DG14
1206;2;313;008HC28
1208;1;413;006NY60
1208;2;676;008WO71
1209;2;955;005CQ16
1210;1;822;001PU24
1210;2;712;009HG61
1211;2;154;003CB61
1212;1;799;004VH67
1213;1;435;002CL95
1213;2;353;009JT90
1214;2;194;002VS72
1215;2;308;006LW56
1217;1;311;001CN58
1217;2;994;007QL54
1218;1;555;004NK51
1218;2;420;001AW91
1220;1;129;004GA38
1221;2;532;006YK90
1222;1;618;009PC62
1222;2;267;004FH71
1223;1;542;004LT18
1225;2;10;002EA36
1226;2;206;007XL89
1228;1;313;001VW17
1228;2;650;006UN34
1230;2;516;005QR61
1233;2;349;006DI27
1234;2;819;003QE05
1235;1;689;007GP64
1235;2;418;009PX65
1236;1;519;009IK18
1236;2;705;008CK56
1237;1;397;001XA33
1238;1;975;009MG71
1239;1;647;001FP69
1240;2;7;007FP52
1241;2;298;004TY31
1242;2;665;005EV28
1243;1;982;007PD22
1245;1;646;008JP66
1245;2;436;005OY37
1246;1;438;007TC29
1246;2;532;006PV66
1247;1;568;004RZ30
1248;1;103;001MP03
1249;1;697;007NW36
1249;2;721;004VE72
1250;2;63;002WT15
1251;2;263;007DM96
