PRODUCT_ID;SUPPLIER_ID;PURCHASE_PRICE
102;487;1.24
102;202;1.26
103;290;3.89
103;356;4.39
103;157;0.84
103;91;0.88
104;422;4.14
104;180;6.4
104;99;5.89
104;415;2.72
104;248;4.62
105;107;1.05
105;316;4.02
105;495;1.55
105;65;1.7
106;290;6.32
106;204;2.76
106;15;3.81
106;32;7.11
106;350;2.87
107;73;2.63
107;102;2.66
107;75;7.76
108;426;7.79
108;432;7.43
109;380;3.54
110;132;0.96
110;246;5.94
110;295;5.05
111;332;0.85
111;46;7.76
111;301;5.53
112;340;3.17
112;151;1.37
112;1;4.0
112;426;6.99
113;263;3.34
113;46;4.0
113;171;3.66
114;55;1.48
114;89;2.42
114;24;5.24
114;251;6.07
114;165;7.87
115;451;7.42
115;213;3.2
116;213;5.14
116;449;3.19
116;293;6.71
117;93;2.63
117;99;3.93
118;331;3.85
118;255;1.76
118;18;3.06
119;218;4.17
119;60;5.87
120;299;6.95
120;159;6.35
120;16;4.05
120;178;6.71
120;371;3.36
121;58;3.15
121;141;4.79
121;2;3.44
122;372;3.52
122;25;4.58
123;300;3.19
123;135;7.3
124;292;1.14
124;154;7.45
125;422;4.82
125;433;5.84
125;237;4.01
126;188;0.93
126;413;4.33
126;444;5.54
126;318;6.67
127;93;4.12
128;224;6.73
128;89;5.02
128;397;7.85
129;201;6.37
129;151;7.38
129;191;7.16
129;170;7.82
129;458;4.22
130;89;4.04
130;394;5.15
130;137;3.28
130;173;7.71
131;28;5.38
131;276;2.05
131;327;1.74
131;400;7.79
132;84;2.59
132;99;1.58
133;328;3.28
133;19;1.03
133;171;6.89
134;489;6.86
134;60;2.18
134;32;4.87
135;27;5.88
135;153;5.86
135;401;5.46
135;388;3.72
135;473;4.46
136;89;7.75
136;380;7.33
137;328;7.27
137;164;4.46
137;73;1.68
137;185;1.22
138;143;6.87
139;232;2.51
139;300;5.33
139;412;4.76
140;94;1.85
140;271;7.03
140;334;3.06
141;27;2.84
142;211;3.24
142;28;3.93
142;198;2.24
143;44;6.12
144;151;4.3
144;382;5.52
144;377;6.13
144;134;3.64
145;163;1.94
146;451;2.52
146;11;0.97
147;255;7.92
148;68;2.63
148;414;3.39
148;120;2.0
148;133;3.96
148;275;4.47
149;407;5.95
150;439;0.8
151;431;6.32
151;191;1.25
151;450;1.72
152;337;6.37
153;222;1.49
153;235;0.98
153;94;1.86
154;241;7.96
154;253;3.86
154;157;4.84
155;478;5.15
155;98;5.59
156;161;7.37
156;209;6.56
156;197;2.73
156;346;4.23
157;287;2.01
157;64;7.49
158;140;7.29
158;355;4.7
158;487;6.19
159;464;5.69
160;466;4.04
160;364;8.0
160;203;6.89
161;145;7.85
161;476;5.16
161;492;4.95
161;102;3.84
162;472;6.1
163;195;1.16
163;300;5.4
163;301;7.08
163;219;2.3
163;40;0.93
164;181;0.95
164;182;7.82
164;333;2.56
164;152;7.14
165;235;5.93
165;415;6.5
165;471;0.94
166;44;5.8
166;93;1.38
166;228;7.34
166;33;1.93
166;378;7.55
167;19;2.44
167;360;7.69
167;308;7.21
168;277;2.41
168;374;1.07
169;226;7.8
169;392;7.35
169;77;2.13
169;451;1.15
169;337;3.98
170;449;6.17
170;83;3.45
170;322;6.73
171;229;7.62
171;59;7.82
172;155;3.82
173;17;0.98
173;11;2.51
174;158;0.92
174;45;7.58
174;287;7.17
175;326;5.74
175;403;2.2
176;53;5.9
176;372;1.29
176;398;7.76
176;239;5.75
176;57;2.02
177;35;2.71
177;95;3.92
178;381;2.4
178;479;2.24
178;141;6.39
178;480;4.75
178;83;6.95
179;64;2.97
179;58;2.3
179;492;3.23
179;158;6.24
180;345;4.7
180;32;7.1
180;456;2.34
180;165;2.5
180;143;3.41
181;342;2.19
182;94;3.93
182;328;2.99
182;117;3.1
182;356;1.22
183;464;4.47
183;349;5.26
184;347;2.32
184;422;6.68
185;451;2.32
185;259;0.81
185;100;7.93
185;20;6.38
186;207;5.07
186;493;7.45
186;36;4.65
186;374;2.25
186;224;7.09
187;93;1.19
187;392;1.13
187;352;2.99
187;381;2.46
187;166;1.32
188;492;6.57
188;265;3.03
188;66;7.28
188;483;3.49
189;32;2.34
190;462;4.85
191;69;6.45
191;79;3.18
191;161;6.26
191;193;2.27
191;43;3.97
192;288;1.92
192;473;6.04
192;318;7.13
192;118;4.54
192;325;5.51
193;327;7.39
193;367;2.35
193;487;5.64
194;79;4.27
194;148;2.7
194;53;5.09
195;248;5.7
195;298;3.69
196;411;5.59
196;499;5.01
196;178;3.53
196;231;3.08
196;170;6.47
197;433;3.95
198;347;5.74
198;297;4.57
198;330;2.31
198;177;2.34
199;64;1.81
199;79;1.02
199;496;6.3
200;459;4.92
200;170;2.18
200;152;1.38
200;285;7.03
201;478;4.56
201;17;5.59
201;95;5.11
202;406;7.64
203;482;3.65
204;237;5.64
205;89;2.45
205;85;2.8
206;416;4.51
206;133;4.34
206;329;5.61
207;446;4.55
207;10;6.51
207;212;3.08
207;420;3.45
207;62;2.96
208;159;1.35
208;102;6.74
208;421;2.01
208;201;6.4
209;78;7.02
209;248;3.51
209;114;1.69
210;8;1.35
210;376;2.41
210;493;7.44
210;140;0.88
210;445;1.16
211;122;4.07
211;248;3.2
211;288;2.19
212;313;7.22
212;368;5.7
212;124;5.33
212;421;1.04
213;284;2.56
214;332;7.16
214;167;3.33
214;345;6.71
214;215;0.81
215;301;2.5
215;309;3.18
215;267;1.54
215;16;3.83
216;228;6.78
216;500;6.98
216;184;1.5
217;39;7.65
217;120;4.6
218;246;2.74
218;284;0.92
218;128;1.62
219;245;0.98
220;189;2.04
221;26;3.64
221;470;2.27
221;81;6.4
222;125;1.2
222;50;7.71
222;54;2.06
222;357;7.45
223;321;1.93
223;465;3.74
223;369;2.61
223;3;7.24
224;93;6.72
224;106;3.23
224;483;3.87
224;99;5.51
224;95;3.04
225;29;7.56
225;7;6.57
226;310;2.99
226;195;1.46
226;482;4.89
226;494;1.54
227;436;4.07
227;115;6.28
227;138;2.1
228;46;6.13
228;153;5.61
228;127;1.72
229;187;4.96
229;123;4.72
229;406;3.92
229;205;7.74
229;477;2.43
230;495;4.52
230;72;1.75
230;305;3.35
231;191;1.45
231;235;3.96
232;331;6.57
232;422;5.23
232;229;6.48
232;99;1.56
232;378;1.5
233;60;0.9
234;341;2.15
234;190;7.92
234;34;1.88
235;183;2.72
235;276;5.19
235;299;7.4
235;303;3.28
236;344;7.31
236;406;7.14
236;265;4.46
236;272;2.14
236;332;6.63
237;375;5.21
238;337;7.13
239;154;4.34
239;214;2.12
239;354;5.2
239;429;7.28
239;360;3.76
240;159;3.28
240;324;4.07
241;357;3.93
241;17;6.09
241;372;3.97
241;279;3.05
241;54;5.18
242;258;4.39
242;346;7.29
243;87;6.65
244;209;4.05
244;122;3.83
244;72;4.11
245;397;5.7
245;487;2.93
245;193;7.73
245;307;7.93
245;402;6.63
246;190;6.24
246;57;1.57
247;259;3.6
247;318;4.16
247;427;1.62
247;389;4.26
247;62;1.47
248;210;3.58
249;320;4.31
249;314;5.06
249;308;3.64
249;384;2.7
249;230;5.6
250;185;2.9
250;409;2.59
250;197;3.52
250;386;4.76
250;84;3.8
251;437;1.86
251;411;1.01
251;18;2.18
251;307;2.12
252;248;3.35
253;260;1.58
254;345;1.72
254;261;2.67
254;60;3.01
254;56;7.0
255;244;2.94
256;163;4.2
257;147;2.28
257;409;3.34
258;68;5.11
258;97;2.74
259;378;0.99
259;217;3.03
259;93;2.5
260;74;3.84
260;205;1.73
260;132;2.72
261;207;6.61
261;311;2.89
261;48;3.99
261;495;3.94
262;82;3.83
262;245;6.53
263;164;3.87
263;374;0.98
263;350;5.01
264;425;5.78
265;412;4.53
265;448;3.74
265;248;4.91
266;277;7.08
266;23;4.18
267;158;3.57
267;351;4.23
267;7;5.69
268;494;7.51
268;201;2.51
269;381;7.98
269;49;6.82
269;180;5.52
269;335;2.05
270;471;2.71
271;266;6.74
271;375;7.11
271;311;6.27
271;187;6.52
272;334;1.22
272;253;2.46
272;174;4.79
272;282;2.73
273;455;3.52
273;444;1.86
273;368;5.95
273;140;4.69
273;193;3.21
274;436;4.36
274;369;3.78
275;389;7.14
276;357;6.69
276;187;4.2
277;434;3.43
277;488;7.92
277;466;4.97
278;330;2.73
278;43;6.61
278;433;6.11
278;37;4.69
278;3;4.33
279;195;6.53
280;204;5.72
280;130;5.19
281;145;2.07
281;263;5.86
281;44;7.27
281;399;6.71
282;303;1.53
282;327;2.79
283;3;4.63
283;183;2.9
284;107;5.81
284;123;3.17
284;471;4.4
284;74;2.92
285;294;5.81
286;39;7.81
287;32;7.25
287;380;2.64
287;122;6.38
287;280;1.07
287;408;7.34
288;80;7.71
288;105;4.38
289;47;4.01
290;7;5.1
290;444;4.02
290;292;2.13
290;124;4.87
291;96;2.06
291;399;2.7
291;257;1.12
291;149;6.89
292;147;1.93
292;46;1.74
293;94;1.66
293;229;6.09
293;362;1.86
293;315;2.79
294;203;3.94
294;305;2.76
294;27;2.7
295;467;5.89
295;240;2.21
295;295;1.11
295;437;1.35
295;215;1.98
296;28;3.44
296;75;5.12
296;99;1.48
296;364;4.54
297;61;4.85
297;498;6.83
298;396;5.32
299;101;2.1
300;41;1.07
300;36;5.47
300;257;7.8
300;224;1.76
300;104;3.21
301;34;7.13
301;318;3.8
301;376;7.34
301;339;2.3
301;285;1.43
302;184;5.51
302;112;3.67
302;1;6.89
303;297;5.38
304;217;1.64
304;110;3.1
305;329;2.87
305;369;6.98
305;67;7.41
305;325;3.76
306;445;1.47
306;225;1.58
306;52;2.58
306;273;2.04
306;295;7.14
307;190;1.4
307;281;3.25
307;154;4.65
307;424;3.93
308;347;4.79
308;406;2.38
309;11;0.81
309;186;4.09
309;244;4.32
310;194;3.78
310;400;6.0
310;386;2.13
311;46;4.78
311;59;5.51
311;264;2.28
311;202;7.29
311;284;1.35
312;235;5.15
312;338;1.59
312;488;1.95
313;139;3.8
313;174;6.59
314;116;4.62
314;342;3.84
314;67;2.97
314;85;1.4
314;295;3.17
315;292;4.16
315;431;4.02
315;483;6.66
315;16;6.8
316;198;4.36
316;96;2.33
316;112;4.44
316;54;7.08
316;379;1.7
317;349;3.67
317;276;3.14
317;263;3.94
317;162;4.01
317;35;1.43
318;79;4.67
318;204;2.14
318;175;4.78
318;455;7.13
318;68;5.62
319;332;2.73
319;95;1.78
320;218;7.87
320;20;5.97
320;43;2.32
320;274;5.69
321;347;5.71
321;428;4.28
322;284;7.61
322;93;3.31
322;164;6.77
323;181;5.94
323;485;7.94
323;368;5.6
323;433;5.99
323;340;5.09
324;279;6.1
324;288;7.85
325;326;3.28
325;53;5.93
325;356;3.2
325;5;3.82
326;228;4.62
326;64;1.08
327;238;5.06
328;95;6.72
329;231;4.55
329;235;7.54
329;9;1.15
329;212;1.91
329;208;1.25
330;319;1.91
330;206;7.4
330;498;4.09
330;311;4.14
331;396;2.74
331;177;1.35
332;301;7.08
332;139;1.48
332;86;7.07
332;393;4.71
332;280;6.53
333;129;7.44
333;181;2.71
333;232;0.86
334;266;2.36
334;348;5.33
334;394;4.61
334;138;1.8
334;233;3.25
335;197;7.36
336;137;3.31
336;306;7.86
336;98;5.59
336;21;1.16
336;410;4.49
337;427;3.38
337;291;5.46
337;447;7.7
337;401;2.83
338;436;7.09
338;109;1.56
338;253;7.15
339;264;0.98
339;487;2.44
340;145;4.18
340;368;7.44
340;407;4.68
340;485;5.18
341;167;1.06
341;255;2.67
341;336;6.08
341;340;0.96
342;413;3.4
342;108;5.93
342;1;5.72
343;152;7.7
344;204;1.01
344;372;7.06
345;205;7.39
345;358;1.1
345;384;7.78
345;385;1.77
345;324;6.57
346;291;1.36
346;149;2.48
346;478;7.48
346;469;7.08
346;498;6.08
347;89;7.8
347;231;5.93
348;57;7.63
348;380;0.98
348;453;3.57
349;145;2.16
349;126;3.19
349;77;7.53
349;436;4.77
349;153;3.34
350;129;5.75
350;273;6.56
351;492;5.35
351;475;4.57
351;195;2.32
352;17;4.66
352;137;4.87
352;39;2.72
353;151;7.43
353;461;1.37
353;342;7.76
353;155;1.28
353;241;6.53
354;38;3.15
354;151;5.91
355;281;3.88
355;314;3.73
355;137;5.46
356;99;2.0
356;471;4.85
356;479;1.63
357;338;2.88
357;370;6.94
357;91;3.07
357;364;3.02
358;401;5.55
358;331;0.89
359;34;7.32
359;86;5.59
359;326;5.22
359;360;7.85
359;48;1.86
360;149;3.51
360;263;6.05
360;237;0.87
360;80;2.19
361;254;7.74
361;263;6.01
361;315;4.29
362;142;3.41
362;344;3.4
362;470;2.16
362;446;7.57
362;5;7.51
363;99;3.84
363;499;4.92
364;322;6.93
364;481;2.25
364;299;1.28
365;175;4.93
365;28;6.79
366;243;4.21
366;495;3.54
366;212;2.23
366;349;3.67
367;331;4.22
368;437;2.75
368;333;3.94
368;17;4.8
368;190;5.47
368;271;4.78
369;219;5.37
369;123;5.54
370;25;4.75
371;3;4.62
371;151;2.19
371;475;5.35
371;207;6.47
372;453;1.28
372;474;6.23
372;392;7.05
372;59;3.93
372;313;2.74
373;403;4.66
374;340;7.08
374;59;2.22
374;182;6.36
374;432;7.77
375;102;3.21
375;12;6.66
375;95;3.37
375;89;4.12
376;329;4.23
377;470;4.84
377;456;7.41
378;490;1.93
378;408;3.37
378;22;4.5
379;358;2.88
379;175;7.87
380;375;0.91
380;349;7.23
380;321;3.48
380;49;0.97
381;202;7.68
381;297;7.18
381;128;7.34
381;496;7.52
381;136;3.29
382;351;1.66
382;246;7.12
383;263;7.69
383;288;5.78
383;450;1.6
383;331;7.94
384;44;7.88
385;306;1.87
385;424;2.35
386;279;5.29
386;468;6.38
386;378;6.84
386;159;3.62
386;216;1.72
387;395;6.62
387;467;2.24
387;171;5.08
388;82;7.47
388;443;4.85
388;308;7.36
388;35;1.54
389;12;5.02
389;212;5.51
390;126;3.52
390;185;7.41
391;408;5.16
391;219;4.19
391;369;2.3
391;292;2.92
391;445;2.26
392;443;1.33
393;124;5.16
393;351;4.94
393;130;4.93
393;70;2.18
393;33;5.48
394;145;2.99
394;242;7.87
394;160;7.32
394;393;3.36
395;279;3.8
395;225;7.75
395;215;5.89
395;472;4.05
395;284;7.73
396;321;3.89
396;348;3.37
396;289;6.75
396;205;0.85
397;19;4.57
398;343;2.4
398;37;2.66
399;374;4.93
400;161;3.65
400;267;2.91
400;390;4.63
401;77;1.12
401;230;7.61
402;259;4.77
402;295;7.98
402;492;2.16
403;341;2.34
403;351;3.35
403;248;0.98
403;182;3.6
403;24;5.07
404;164;7.2
404;96;5.59
404;349;5.6
404;405;7.89
405;67;2.88
405;137;3.16
405;224;3.4
405;232;7.75
405;258;7.8
406;219;5.16
407;433;7.27
407;429;4.58
407;26;4.35
408;290;1.82
408;311;6.37
409;389;1.51
409;480;4.46
409;450;4.96
409;10;4.29
410;15;3.6
410;470;5.97
410;421;3.71
410;292;5.8
411;74;6.66
411;420;1.19
411;367;3.46
412;243;2.65
412;212;7.62
413;23;4.55
413;113;1.38
413;12;2.28
414;38;7.88
414;131;5.23
414;157;6.41
415;268;1.41
415;446;4.99
416;403;6.76
416;215;1.98
417;110;3.84
417;270;2.58
418;110;6.14
418;444;5.11
418;295;1.05
419;54;4.59
419;219;7.14
420;325;5.84
420;56;2.08
420;102;3.48
420;134;7.56
421;321;4.82
421;104;4.76
421;121;6.95
422;478;1.67
422;142;5.47
422;213;7.92
422;12;1.35
422;255;3.38
423;425;7.14
423;132;2.11
423;159;4.41
423;271;2.47
423;68;7.17
424;441;5.13
424;229;5.55
424;66;7.08
425;88;1.06
425;209;5.03
426;10;7.84
427;398;1.9
427;378;5.17
427;19;6.73
428;265;1.98
428;80;6.9
428;454;4.33
429;38;1.01
429;140;2.06
430;139;7.8
430;165;6.7
430;462;2.23
431;312;4.61
431;275;6.2
432;416;2.98
433;418;2.18
433;356;2.35
433;278;3.73
433;492;1.82
434;178;1.61
434;224;4.87
434;134;5.07
435;400;3.29
435;27;7.76
435;207;1.96
435;380;4.24
435;324;7.61
436;11;4.23
436;334;4.11
436;411;5.72
437;290;7.06
437;343;1.0
437;170;6.29
437;405;7.25
438;253;1.11
438;257;2.81
438;352;5.3
438;133;1.32
438;31;6.47
439;45;2.72
439;454;7.79
439;115;4.14
439;290;5.54
440;143;5.65
440;367;1.57
440;268;3.09
440;64;7.68
440;69;2.54
441;322;3.5
441;174;1.22
441;7;6.66
442;12;1.65
443;13;1.0
443;210;2.39
443;103;4.68
444;72;5.0
444;318;1.38
444;464;5.17
444;11;7.28
444;3;0.99
445;485;3.2
445;429;2.4
445;378;7.04
445;122;0.83
445;116;6.56
446;394;3.96
446;357;5.11
446;181;5.89
446;367;2.92
447;3;6.14
448;58;3.11
448;307;5.64
448;118;7.16
448;342;2.71
448;377;4.2
449;177;2.12
449;406;5.5
449;235;6.03
450;472;5.41
450;228;7.83
450;34;6.01
450;381;6.2
450;251;2.58
451;254;3.94
451;368;4.43
451;188;2.69
451;155;7.77
452;435;7.55
452;154;2.84
452;388;1.86
453;228;1.62
454;72;6.72
454;472;4.92
454;412;6.81
455;343;6.19
455;246;7.04
455;191;1.41
455;145;6.89
456;236;6.65
456;474;3.88
456;296;1.0
457;419;6.81
457;329;3.15
457;149;6.71
458;404;4.94
458;413;4.89
458;238;4.74
459;266;1.29
459;375;0.97
460;374;1.94
460;232;2.09
460;185;2.24
460;108;1.73
460;85;3.79
461;103;5.02
461;5;2.47
461;83;2.91
462;337;2.1
462;404;4.21
462;294;2.24
462;164;5.56
463;107;1.78
464;313;4.36
464;253;1.91
465;105;3.35
466;24;4.48
466;408;5.13
467;350;1.93
467;384;1.89
467;329;7.11
468;54;7.88
468;392;2.73
468;183;3.57
468;2;5.11
469;11;5.57
469;474;7.11
470;363;1.07
470;212;6.0
471;370;3.21
472;42;7.6
473;361;7.09
474;354;5.42
474;404;4.57
474;218;7.69
474;225;3.92
474;233;5.56
475;118;2.93
475;399;6.1
475;323;1.01
475;78;6.16
475;213;4.76
476;334;4.84
477;363;0.8
477;277;7.69
477;218;6.86
477;257;6.2
478;166;2.89
478;335;5.55
478;254;1.7
478;425;1.29
478;188;3.73
479;488;4.57
479;169;3.4
480;34;4.56
480;241;2.76
480;191;3.69
480;243;4.04
480;133;4.35
481;209;3.57
481;286;3.21
481;416;3.87
481;130;4.97
481;220;5.34
482;441;4.06
482;137;4.57
482;363;3.13
483;476;5.24
484;307;5.46
485;247;2.4
486;172;1.85
486;188;1.61
486;387;4.16
487;134;1.12
487;337;7.43
487;204;1.69
488;481;7.88
489;27;5.61
489;258;3.7
489;119;7.24
490;224;7.4
490;50;7.31
490;213;5.58
491;26;6.67
491;342;5.36
492;244;1.67
492;460;7.15
493;364;6.37
494;378;4.07
494;190;1.51
495;194;6.82
495;420;4.55
495;190;7.76
496;408;3.15
496;30;5.05
496;395;7.29
496;135;6.77
497;57;3.32
497;343;2.1
497;191;3.87
498;485;0.91
499;18;5.7
499;95;7.15
499;77;2.91
500;44;2.96
501;107;7.81
502;418;5.05
502;462;1.03
502;415;0.95
502;280;3.44
502;345;3.85
503;398;7.54
503;488;7.53
503;225;3.94
504;293;0.97
504;219;3.79
504;311;4.23
504;123;6.05
504;209;4.45
505;270;6.54
505;451;1.23
505;95;4.52
505;450;5.46
506;289;2.9
506;478;7.74
507;101;2.94
507;446;1.88
507;500;5.91
508;353;1.49
508;51;5.8
508;297;5.13
509;176;7.12
509;13;4.01
509;488;5.51
510;328;2.41
510;322;1.58
510;273;6.93
510;179;4.59
510;60;3.61
511;353;7.51
511;183;5.93
512;141;6.74
513;255;6.89
513;95;1.08
514;316;3.6
515;385;4.35
515;489;7.81
516;323;5.27
516;362;6.45
516;150;6.25
516;13;6.08
517;113;2.77
518;136;7.83
519;130;5.34
519;69;5.34
519;407;7.01
519;22;4.21
520;149;4.47
520;440;1.53
520;425;3.87
521;55;3.31
521;417;1.41
521;464;2.82
522;480;4.53
522;412;3.36
522;470;4.25
522;103;7.84
523;459;2.18
524;221;2.94
524;492;7.54
524;162;2.79
524;483;4.94
525;392;2.18
525;440;7.87
525;153;3.35
526;74;4.49
527;469;6.18
527;268;2.23
527;148;3.43
528;369;1.85
528;314;1.57
529;427;0.83
529;212;2.07
529;354;4.73
529;250;1.39
529;217;2.67
530;326;7.97
530;139;2.13
530;357;1.76
530;107;6.19
530;346;7.73
531;236;1.95
531;453;7.71
531;392;2.64
531;359;3.25
532;361;1.56
532;196;6.73
532;156;6.29
532;68;3.25
533;204;4.27
533;436;3.5
533;177;5.16
533;314;4.94
534;423;5.99
535;315;5.89
536;470;3.61
536;381;5.15
536;96;4.11
536;180;1.2
536;29;4.11
537;301;2.52
537;65;6.87
538;2;5.43
538;454;4.58
538;468;4.76
538;9;3.68
539;3;5.39
540;411;4.76
541;419;6.2
542;89;0.97
543;493;5.81
543;258;3.38
543;265;0.95
544;305;5.15
544;331;3.98
544;73;4.78
544;253;1.73
545;230;3.25
545;420;7.28
545;258;7.65
546;319;6.16
546;109;1.64
547;66;2.58
547;364;1.27
547;35;7.2
547;352;7.4
548;430;4.3
549;463;3.5
549;470;7.89
549;81;2.51
550;411;3.36
550;220;7.37
550;91;6.5
551;255;6.99
552;190;3.48
552;43;1.69
552;161;7.06
552;70;5.87
552;187;5.52
553;379;1.88
553;159;6.73
553;253;6.37
554;356;2.66
555;256;6.83
556;58;6.64
556;316;1.83
557;317;7.66
557;202;4.59
558;324;1.26
558;18;3.0
558;468;2.16
558;417;5.43
558;478;3.95
559;160;1.97
560;61;6.38
560;66;2.95
560;452;7.72
561;311;3.14
561;354;0.93
561;257;0.94
562;383;7.3
562;12;6.19
562;346;2.01
562;250;5.15
563;287;1.5
563;18;0.96
564;481;2.2
564;262;2.27
564;421;7.64
565;338;7.1
565;423;6.02
565;12;4.6
566;230;7.97
566;296;5.32
566;476;4.62
567;342;6.01
567;324;5.26
567;202;7.31
567;288;3.39
567;155;5.92
568;424;2.91
568;441;3.53
568;146;5.03
569;286;1.14
569;73;0.83
569;46;5.7
569;356;1.59
570;337;3.66
570;205;4.02
570;236;4.27
571;291;2.11
572;284;2.46
572;172;7.19
572;449;5.68
572;366;6.38
572;379;0.95
573;11;7.25
574;92;6.29
574;328;5.14
574;389;4.42
574;59;5.59
574;335;3.71
575;335;4.01
575;83;5.35
575;136;3.82
576;212;4.86
576;333;1.44
577;44;3.76
577;374;7.65
577;185;2.77
577;436;6.27
577;461;6.01
578;173;3.33
578;461;5.31
578;375;6.78
578;37;6.76
578;377;4.05
579;348;6.2
579;45;6.97
579;282;5.47
580;322;5.2
580;201;2.66
580;184;6.1
580;490;5.91
580;111;2.67
581;54;5.45
581;304;7.96
581;17;7.1
581;97;6.99
581;53;3.17
582;351;2.11
582;499;7.67
582;199;3.87
582;206;6.65
582;223;5.32
583;147;3.94
583;178;2.52
583;346;4.24
584;143;4.22
584;94;7.09
584;27;2.81
585;376;4.78
