POINT_OF_SALE_ID;PRODUCT_EXTENSION_ID;PRODUCT_ID;IS_BEING_SOLD;MIN_AGE_REQUIREMENT
2;116;1678;1;
2;117;1679;1;
2;118;1680;1;
2;119;1681;1;
2;120;1682;1;
2;121;1683;1;
2;122;1684;1;
2;123;1685;1;
2;124;1686;1;
2;125;1687;1;
2;126;1688;1;
2;127;1689;1;
2;128;1690;1;
2;129;1691;1;
2;130;1692;1;
2;131;1693;1;
2;132;1694;1;
2;133;1695;1;
2;134;1696;1;
2;135;1697;1;
2;136;1698;1;
2;137;1699;1;
2;138;1700;1;
2;139;1701;1;
2;140;1702;1;
2;141;1703;1;
2;142;1704;1;
2;143;1705;1;
2;144;1706;1;
2;145;1707;1;
2;146;1708;1;
2;147;1709;1;
2;148;1710;1;
2;149;1711;1;
2;150;1712;1;
2;151;1713;1;
2;152;1714;1;
2;153;1715;1;
2;154;1716;1;
2;155;1717;1;
2;156;1718;1;
2;157;1719;1;
2;158;1720;1;
2;159;1721;1;
2;160;1722;1;
2;161;1723;1;
2;162;1724;1;
2;163;1725;1;
2;164;1726;1;
2;165;1727;1;
2;166;1728;1;
2;167;1729;1;
2;168;1730;1;
2;169;1731;1;
2;170;1732;1;
2;171;1733;1;
2;172;1734;1;
2;173;1735;1;
2;174;1736;1;
2;175;1737;1;
2;176;1738;1;
2;177;1739;1;
2;178;1740;1;
2;179;1741;1;
2;180;1742;1;
2;181;1743;1;
2;182;1744;1;
2;183;1745;1;
2;184;1746;1;
2;185;1747;1;
2;186;1748;1;
2;187;1749;1;
2;188;1750;1;
2;189;1751;1;
2;190;1752;1;
2;191;1753;1;
2;192;1754;1;
2;193;1755;1;
2;194;1756;1;
2;195;1757;1;
2;196;1758;1;
2;197;1759;1;
2;198;1760;1;
2;199;1761;1;
2;200;1762;1;
2;201;1763;1;
2;202;1764;1;
2;203;1765;1;
2;204;1766;1;
2;205;1767;1;
2;206;1768;1;
2;207;1769;1;
2;208;1770;1;
2;209;1771;1;
2;210;1772;1;
2;211;1773;1;
2;212;1774;1;
2;213;1775;1;
2;214;1776;1;
2;215;1777;1;
2;216;1778;1;
2;217;1779;1;
2;218;1780;1;
2;219;1781;1;
2;220;1782;1;
2;221;1783;1;
2;222;1784;1;
2;223;1785;1;
2;224;1786;1;
2;225;1787;1;
2;226;1788;1;
2;227;1789;1;
2;228;1790;1;
2;229;1791;1;
2;230;1792;1;
2;231;1793;1;
2;232;1794;1;
2;233;1795;1;
2;234;1796;1;
2;235;1797;1;
2;236;1798;1;
2;237;1799;1;
2;238;1800;1;
2;239;1801;1;
2;240;1802;1;
2;241;1803;1;
2;242;1804;1;
2;243;1805;1;
2;244;1806;1;
2;245;1807;1;
2;246;1808;1;
2;247;1809;1;
2;248;1810;1;
2;249;1811;1;
2;250;1812;1;
2;251;1813;1;
2;252;1814;1;
2;253;1815;1;
2;254;1560;1;
2;255;1561;1;
2;256;1562;1;
2;257;1816;1;
2;258;1817;1;
2;259;1818;1;
2;260;1819;1;
2;261;1820;1;
2;262;1821;1;
2;263;1822;1;
2;264;1823;1;
2;265;1824;1;
2;266;1825;1;
2;267;1826;1;
2;268;1827;1;
2;269;1828;1;
2;270;1829;1;
2;271;1830;1;
2;272;1831;1;
2;273;1832;1;
2;274;1833;1;
2;275;1834;1;
2;276;1835;1;
2;277;1836;1;
2;278;1837;1;
2;279;1838;1;
2;280;1839;1;
2;281;1840;1;
2;282;1841;1;
2;283;1842;1;
2;284;1843;1;
2;285;1844;1;
2;286;1845;1;
2;287;1846;1;
2;288;1847;1;
2;289;1848;1;
2;290;1849;1;
2;291;1850;1;
2;292;1851;1;
2;293;1852;1;
2;294;1853;1;
2;295;1854;1;
2;296;1855;1;
2;297;1856;1;
2;298;1857;1;
2;299;1858;1;
2;300;1859;1;
2;301;1860;1;
2;302;1861;1;
2;303;1862;1;
2;304;1863;1;
2;305;1864;1;
2;306;1865;1;
2;307;1866;1;
2;308;1867;1;
2;309;1868;1;
2;310;1869;1;
2;311;1870;1;
2;312;1871;1;
2;313;1872;1;
2;314;1873;1;
2;315;1874;1;
2;316;1875;1;
2;317;1876;1;
2;318;1877;1;
2;319;1878;1;
2;320;1879;1;
2;321;1880;1;
2;322;1881;1;
2;323;1882;1;
2;324;1883;1;
2;325;1884;1;
2;326;1885;1;
2;327;1886;1;
2;328;1887;1;
2;329;1888;1;
2;330;1889;1;
2;331;1890;1;
2;332;1891;1;
2;333;1892;1;
2;334;1893;1;
2;335;1894;1;
2;336;1895;1;
2;337;1896;1;
2;338;1897;1;
2;339;1898;1;
2;340;1899;1;
2;341;1900;1;
2;342;1901;1;
2;343;1902;1;
2;344;2243;1;
2;345;2244;1;
2;346;2245;1;
2;347;2246;1;
2;348;2247;1;
2;349;2248;1;
2;350;2249;1;
2;351;2250;1;
2;352;2251;1;
2;353;2252;1;
2;354;2253;1;
2;355;2254;1;
2;356;2255;1;
2;357;2256;1;
2;358;2257;1;
2;359;2258;1;
2;360;2259;1;
2;361;2260;1;
2;362;2261;1;
2;363;2262;1;
2;364;2263;1;
2;365;2264;1;
2;366;2265;1;
2;367;2266;1;
2;368;2267;1;
2;369;2268;1;
2;370;2269;1;
2;371;2270;1;
2;372;2271;1;
2;373;2272;1;
2;374;2273;1;
2;375;2274;1;
2;376;2275;1;
2;377;2276;1;
2;378;2277;1;
2;379;2278;1;
2;380;2279;1;
2;381;2280;1;
2;382;2281;1;
2;383;2282;1;
2;384;2283;1;
2;385;2284;1;
2;386;2285;1;
2;387;2286;1;
2;388;2287;1;
2;389;2288;1;
2;390;2289;1;
2;391;2290;1;
2;392;2291;1;
2;393;2292;1;
2;394;2293;1;
2;395;2294;1;
2;396;2295;1;
2;397;2296;1;
2;398;2297;1;
2;399;2298;1;
2;400;2299;1;
2;401;2300;1;
2;402;2301;1;
2;403;2302;1;
2;404;2303;1;
2;405;2304;1;
2;406;2305;1;
2;407;2306;1;
2;408;2307;1;
2;409;2308;1;
2;410;2309;1;
2;411;2310;1;
2;412;2311;1;
2;413;2312;1;
2;414;2313;1;
2;415;2314;1;
2;416;2315;1;
2;417;2316;1;
2;418;2317;1;
2;419;2318;1;
2;420;2319;1;
2;421;2320;1;
2;422;2321;1;
2;423;2322;1;
2;424;2323;1;
2;425;2324;1;
2;426;2325;1;
2;427;2326;1;
2;428;2327;1;
2;429;2328;1;
2;430;2329;1;
2;431;2330;1;
2;432;2331;1;
2;433;2332;1;
2;434;2333;1;
2;435;2334;1;
2;436;2335;1;
2;437;2336;1;
2;438;2337;1;
2;439;2338;1;
2;440;2339;1;
2;441;2340;1;
2;442;2341;1;
2;443;2342;1;
2;444;2343;1;
2;445;2344;1;
2;446;2345;1;
2;447;2346;1;
2;448;2347;1;
2;449;2348;1;
2;450;2349;1;
2;451;2350;1;
2;452;2351;1;
2;453;2352;1;
2;454;2353;1;
2;455;2354;1;
2;456;2355;1;
2;457;2356;1;
2;458;2357;1;
2;459;2358;1;
2;460;2359;1;
2;461;2360;1;
2;462;2361;1;
2;463;2362;1;
2;464;2363;1;
2;465;2364;1;
2;466;2365;1;
2;467;2366;1;
2;468;2367;1;
2;469;2368;1;
2;470;2369;1;
2;471;2370;1;
2;472;2371;1;
2;473;2372;1;
2;474;2373;1;
2;475;2374;1;
2;476;2375;1;
2;477;2376;1;
2;478;2377;1;
2;479;2378;1;
2;480;2379;1;
2;481;2380;1;
2;482;2381;1;
2;483;2382;1;
2;484;2383;1;
2;485;2384;1;
2;486;2385;1;
2;487;2386;1;
2;488;2387;1;
2;489;2388;1;
2;490;2389;1;
2;491;2390;1;
2;492;2391;1;
2;493;2392;1;
2;494;2393;1;
2;495;2394;1;
2;496;2395;1;
2;497;2396;1;
2;498;2397;1;
2;499;2398;1;
2;500;2399;1;
2;501;2400;1;
2;502;2401;1;
2;503;2402;1;
2;504;2403;1;
2;505;2404;1;
2;506;2405;1;
2;507;2406;1;
2;508;2407;1;
2;509;2408;1;
2;510;2409;1;
2;511;2410;1;
2;512;2411;1;
2;513;2412;1;
2;514;2413;1;
2;515;2414;1;
2;516;2415;1;
2;517;2416;1;
2;518;2417;1;
2;519;2418;1;
2;520;2419;1;
2;521;2420;1;
2;522;2421;1;
2;523;2422;1;
2;524;2423;1;
2;525;2424;1;
2;526;2425;1;
2;527;2426;1;
2;528;2427;1;
2;529;2428;1;
2;530;2429;1;
2;531;2430;1;
2;532;2431;1;
2;533;2432;1;
2;534;2433;1;
2;535;2434;1;
2;536;2435;1;
2;537;2436;1;
2;538;2437;1;
2;539;2438;1;
2;540;2439;1;
2;541;2440;1;
2;542;2441;1;
2;543;2442;1;
2;544;2443;1;
2;545;2444;1;
2;546;2445;1;
2;547;2446;1;
2;548;2447;1;
2;549;2448;1;
2;550;2449;1;
2;551;2450;1;
2;552;2451;1;
2;553;2452;1;
2;554;2453;1;
2;555;2454;1;
2;556;2455;1;
2;557;2456;1;
2;558;2457;1;
2;559;2458;1;
2;560;2459;1;
2;561;2460;1;
2;562;2461;1;
2;563;2462;1;
2;564;2463;1;
2;565;2464;1;
2;566;2465;1;
2;567;2466;1;
2;568;2467;1;
2;569;2468;1;
2;570;2469;1;
2;571;2470;1;
2;572;2471;1;
2;573;2472;1;
2;574;2473;1;
2;575;2474;1;
2;576;2475;1;
2;577;2476;1;
2;578;2477;1;
2;579;2478;1;
2;580;2479;1;
2;581;2480;1;
2;582;2481;1;
2;583;2482;1;
2;584;2483;1;
2;585;2484;1;
2;586;2485;1;
2;587;2486;1;
2;588;2487;1;
2;589;2488;1;
2;590;2489;1;
2;591;2490;1;
2;592;2491;1;
2;593;2492;1;
2;594;2493;1;
2;595;2494;1;
2;596;2495;1;
2;597;2496;1;
2;598;2497;1;
2;599;2498;1;
2;600;2499;1;
2;601;1903;1;
2;602;1904;1;
2;603;1905;1;
2;604;1906;1;
2;605;1907;1;
2;606;1908;1;
2;607;1909;1;
2;608;1910;1;
2;609;1911;1;
2;610;1912;1;
2;611;1913;1;
2;612;1914;1;
2;613;1915;1;
2;614;1916;1;
2;615;1917;1;
2;616;1918;1;
2;617;1919;1;
2;618;1920;1;
2;619;1921;1;
2;620;1922;1;
2;621;1923;1;
2;622;1924;1;
2;623;1925;1;
2;624;1926;1;
2;625;1927;1;
2;626;1928;1;
2;627;1929;1;
2;628;1930;1;
2;629;1931;1;
2;630;1932;1;
2;631;1933;1;
2;632;1934;1;
2;633;1935;1;
2;634;1936;1;
2;635;1937;1;
2;636;1938;1;
2;637;1939;1;
2;638;1940;1;
2;639;1941;1;
2;640;1942;1;
2;641;1943;1;
2;642;1944;1;
2;643;1945;1;
2;644;1946;1;
2;645;1947;1;
2;646;1948;1;
2;647;1949;1;
2;648;1950;1;
2;649;1951;1;
2;650;1952;1;
2;651;1953;1;
2;652;1954;1;
2;653;1955;1;
2;654;1956;1;
2;655;1957;1;
2;656;1958;1;
2;657;1959;1;
2;658;1960;1;
2;659;1961;1;
2;660;1962;1;
2;661;1963;1;
2;662;1964;1;
2;663;1965;1;
2;664;1966;1;
2;665;1967;1;
2;666;1968;1;
2;667;1969;1;
2;668;1970;1;
2;669;1971;1;
2;670;1972;1;
2;671;1973;1;
2;672;1974;1;
2;673;1975;1;
2;674;1976;1;
2;675;1977;1;
2;676;1978;1;
2;677;1979;1;
2;678;1980;1;
2;679;1981;1;
2;680;1982;1;
2;681;1983;1;
2;682;1984;1;
2;683;1985;1;
2;684;1986;1;
2;685;1987;1;
2;686;1988;1;
2;687;1989;1;
2;688;1990;1;
2;689;1991;1;
2;690;1992;1;
2;691;1993;1;
2;692;1994;1;
2;693;1995;1;
2;694;1996;1;
2;695;1997;1;
2;696;1998;1;
2;697;1999;1;
2;698;2000;1;
2;699;2001;1;
2;700;2002;1;
2;701;2003;1;
2;702;2004;1;
2;703;2005;1;
2;704;2006;1;
2;705;2007;1;
2;706;2008;1;
2;707;2009;1;
2;708;2010;1;
2;709;2011;1;
2;710;2012;1;
2;711;2013;1;
2;712;2014;1;
2;713;2015;1;
2;714;2016;1;
2;715;2017;1;
2;716;2018;1;
2;717;2019;1;
2;718;2020;1;
2;719;2021;1;
2;720;2022;1;
2;721;2023;1;
2;722;2024;1;
2;723;2025;1;
2;724;2026;1;
2;725;2027;1;
2;726;2028;1;
2;727;2029;1;
2;728;2030;1;
2;729;2031;1;
2;730;2032;1;
2;731;2033;1;
2;732;2034;1;
2;733;2035;1;
2;734;2036;1;
2;735;2037;1;
2;736;2038;1;
2;737;2039;1;
2;738;2040;1;
2;739;2041;1;
2;740;2042;1;
2;741;2043;1;
2;742;2044;1;
2;743;2045;1;
2;744;2046;1;
2;745;2047;1;
2;746;2048;1;
2;747;2049;1;
2;748;2050;1;
2;749;2051;1;
2;750;2052;1;
2;751;2053;1;
2;752;2054;1;
2;753;2055;1;
2;754;2056;1;
2;755;2057;1;
2;756;2058;1;
2;757;2059;1;
2;758;2060;1;
2;759;2061;1;
2;760;2062;1;
2;761;2063;1;
2;762;2064;1;
2;763;2065;1;
2;764;2066;1;
2;765;2067;1;
2;766;2068;1;
2;767;2069;1;
2;768;2070;1;
2;769;2071;1;
2;770;2072;1;
2;771;2073;1;
2;772;2074;1;
2;773;2075;1;
2;774;2076;1;
2;775;2077;1;
2;776;2078;1;
2;777;2079;1;
2;778;2080;1;
2;779;2081;1;
2;780;2082;1;
2;781;2083;1;
2;782;2084;1;
2;783;2085;1;
2;784;2086;1;
2;785;2087;1;
2;786;2088;1;
2;787;2089;1;
2;788;2090;1;
2;789;2091;1;
2;790;2092;1;
2;791;2093;1;
2;792;2094;1;
2;793;2095;1;
2;794;2096;1;
2;795;2097;1;
2;796;2098;1;
2;797;2099;1;
2;798;2100;1;
2;799;2101;1;
2;800;2102;1;
2;801;2103;1;
2;802;2104;1;
2;803;2105;1;
2;804;2106;1;
2;805;2107;1;
2;806;2108;1;
2;807;2109;1;
2;808;2110;1;
2;809;2111;1;
2;810;2112;1;
2;811;2113;1;
2;812;2114;1;
2;813;2115;1;
2;814;2116;1;
2;815;2117;1;
2;816;2118;1;
2;817;2119;1;
2;818;2120;1;
2;819;2121;1;
2;820;2122;1;
2;821;2123;1;
2;822;2124;1;
2;823;2125;1;
2;824;2126;1;
2;825;2127;1;
2;826;2128;1;
2;827;2129;1;
2;828;2130;1;
2;829;2131;1;
2;830;2132;1;
2;831;2133;1;
2;832;2134;1;
2;833;2135;1;
2;834;2136;1;
2;835;2137;1;
2;836;2138;1;
2;837;2139;1;
2;838;2140;1;
2;839;2141;1;
2;840;2142;1;
2;841;2143;1;
2;842;2144;1;
2;843;2145;1;
2;844;2146;1;
2;845;2147;1;
2;846;2148;1;
2;847;2149;1;
2;848;2150;1;
2;849;2151;1;
2;850;2152;1;
2;851;2153;1;
2;852;2154;1;
2;853;2155;1;
2;854;2156;1;
2;855;2157;1;
2;856;2158;1;
2;857;2159;1;
2;858;2160;1;
2;859;2161;1;
2;860;2162;1;
2;861;2163;1;
2;862;2164;1;
2;863;2165;1;
2;864;2166;1;
2;865;2167;1;
2;866;2168;1;
2;867;2169;1;
2;868;2170;1;
2;869;2171;1;
2;870;2172;1;
2;871;2173;1;
2;872;2174;1;
2;873;2175;1;
2;874;2176;1;
2;875;2177;1;
2;876;2178;1;
2;877;2179;1;
2;878;2180;1;
2;879;2181;1;
2;880;2182;1;
2;881;2183;1;
2;882;2184;1;
2;883;2185;1;
2;884;2186;1;
2;885;2187;1;
2;886;2188;1;
2;887;2189;1;
2;888;2190;1;
2;889;2191;1;
2;890;2192;1;
2;891;2193;1;
2;892;2194;1;
2;893;2195;1;
2;894;2196;1;
2;895;2197;1;
2;896;2198;1;
2;897;2199;1;
2;898;2200;1;
2;899;2201;1;
2;900;2202;1;
2;901;2203;1;
2;902;2204;1;
2;903;2205;1;
2;904;2206;1;
2;905;2207;1;
2;906;2208;1;
2;907;2209;1;
2;908;2210;1;
2;909;2211;1;
2;910;2212;1;
2;911;2213;1;
2;912;2214;1;
2;913;2215;1;
2;914;2216;1;
2;915;2217;1;
2;916;2218;1;
2;917;2219;1;
2;918;2220;1;
2;919;2221;1;
2;920;2222;1;
2;921;2223;1;
2;922;2224;1;
2;923;2225;1;
2;924;2226;1;
2;925;2227;1;
2;926;2228;1;
2;927;2229;1;
2;928;2230;1;
2;929;2231;1;
2;930;2232;1;
2;931;2233;1;
2;932;2234;1;
2;933;2235;1;
2;934;2236;1;
2;935;2237;1;
2;936;2238;1;
2;937;2239;1;
2;938;2240;1;
2;939;2241;1;
2;940;2242;1;
2;941;2844;1;
2;942;2845;1;
2;943;2846;1;
2;944;2847;1;
2;945;2848;1;
2;946;2849;1;
2;947;2850;1;
2;948;2851;1;
2;949;2852;1;
2;950;2853;1;
2;951;2854;1;
2;952;2855;1;
2;953;2856;1;
2;954;2857;1;
2;955;2858;1;
2;956;2859;1;
2;957;2860;1;
2;958;2861;1;
2;959;2862;1;
2;960;2863;1;
2;961;2864;1;
2;962;2865;1;
2;963;2866;1;
2;964;2867;1;
2;965;2868;1;
2;966;2869;1;
2;967;2870;1;
2;968;2871;1;
2;969;2872;1;
2;970;2873;1;
2;971;2874;1;
2;972;2875;1;
2;973;2876;1;
2;974;2877;1;
2;975;2878;1;
2;976;2879;1;
2;977;2880;1;
2;978;2881;1;
2;979;2882;1;
2;980;2883;1;
2;981;2884;1;
2;982;2885;1;
2;983;2886;1;
2;984;2887;1;
2;985;2888;1;
2;986;2889;1;
2;987;2890;1;
2;988;2891;1;
2;989;2892;1;
2;990;2893;1;
2;991;2894;1;
2;992;2895;1;
2;993;2896;1;
2;994;2897;1;
2;995;2898;1;
2;996;2899;1;
2;997;2900;1;
2;998;2901;1;
2;999;2902;1;
2;1000;2903;1;
2;1001;2904;1;
2;1002;2905;1;
2;1003;2906;1;
2;1004;2907;1;
2;1005;2908;1;
2;1006;2909;1;
2;1007;2910;1;
2;1008;2911;1;
2;1009;2912;1;
2;1010;2913;1;
2;1011;2914;1;
2;1012;2915;1;
2;1013;2916;1;
2;1014;2917;1;
2;1015;2918;1;
2;1016;2919;1;
2;1017;2920;1;
2;1018;2921;1;
2;1019;2922;1;
2;1020;2923;1;
2;1021;2924;1;
2;1022;2925;1;
2;1023;2926;1;
2;1024;2927;1;
2;1025;2928;1;
2;1026;2929;1;
2;1027;2930;1;
2;1028;2931;1;
2;1029;2932;1;
2;1030;2933;1;
2;1031;2934;1;
2;1032;2935;1;
2;1033;2936;1;
2;1034;2937;1;
2;1035;2938;1;
2;1036;2939;1;
2;1037;2940;1;
2;1038;2941;1;
2;1039;2942;1;
2;1040;2943;1;
2;1041;2944;1;
2;1042;2945;1;
2;1043;2946;1;
2;1044;2947;1;
2;1045;2948;1;
2;1046;2949;1;
2;1047;2950;1;
2;1048;2951;1;
2;1049;2952;1;
2;1050;2953;1;
2;1051;2954;1;
2;1052;2955;1;
2;1053;2956;1;
2;1054;2957;1;
2;1055;2958;1;
2;1056;2959;1;
2;1057;2960;1;
2;1058;2961;1;
2;1059;2962;1;
2;1060;2963;1;
2;1061;2964;1;
2;1062;2965;1;
2;1063;2966;1;
2;1064;2967;1;
2;1065;2968;1;
2;1066;2969;1;
2;1067;2970;1;
2;1068;2971;1;
2;1069;2972;1;
2;1070;2973;1;
2;1071;2974;1;
2;1072;2975;1;
2;1073;2976;1;
2;1074;2977;1;
2;1075;2978;1;
2;1076;2979;1;
2;1077;2980;1;
2;1078;2981;1;
2;1079;2982;1;
2;1080;2983;1;
2;1081;2984;1;
2;1082;2985;1;
2;1083;2986;1;
2;1084;2987;1;
2;1085;2988;1;
2;1086;2989;1;
2;1087;2990;1;
2;1088;2991;1;
2;1089;2992;1;
2;1090;2993;1;
2;1091;2994;1;
2;1092;2995;1;
2;1093;2996;1;
2;1094;2997;1;
2;1095;2998;1;
2;1096;2999;1;
2;1097;3000;1;
2;1098;3001;1;
2;1099;3002;1;
2;1100;3003;1;
2;1101;3004;1;
2;1102;3005;1;
2;1103;3006;1;
2;1104;3007;1;
2;1105;3008;1;
2;1106;3009;1;
2;1107;3010;1;
2;1108;3011;1;
2;1109;3012;1;
2;1110;3013;1;
2;1111;3014;1;
2;1112;3015;1;
2;1113;3016;1;
2;1114;3017;1;
2;1115;3018;1;
2;1116;3019;1;
2;1117;3020;1;
2;1118;3021;1;
2;1119;3022;1;
2;1120;3023;1;
2;1121;3024;1;
2;1122;3025;1;
2;1123;3026;1;
2;1124;3027;1;
2;1125;3028;1;
2;1126;3029;1;
2;1127;3030;1;
2;1128;3031;1;
2;1129;3032;1;
2;1130;3033;1;
2;1131;3034;1;
2;1132;3035;1;
2;1133;3036;1;
2;1134;3037;1;
2;1135;3038;1;
2;1136;3039;1;
2;1137;3040;1;
2;1138;3041;1;
2;1139;3042;1;
2;1140;3043;1;
2;1141;3044;1;
2;1142;3045;1;
2;1143;3046;1;
2;1144;3047;1;
2;1145;3048;1;
2;1146;3049;1;
2;1147;3050;1;
2;1148;3051;1;
2;1149;3052;1;
2;1150;3053;1;
2;1151;3054;1;
2;1152;3055;1;
2;1153;3056;1;
2;1154;3057;1;
2;1155;3058;1;
2;1156;3059;1;
2;1157;3060;1;
2;1158;3061;1;
2;1159;3062;1;
2;1160;3063;1;
2;1161;3064;1;
2;1162;3065;1;
2;1163;3066;1;
2;1164;3067;1;
2;1165;3068;1;
2;1166;3069;1;
2;1167;3070;1;
2;1168;3071;1;
2;1169;3072;1;
2;1170;3073;1;
2;1171;3074;1;
2;1172;3075;1;
2;1173;3076;1;
2;1174;3077;1;
2;1175;3078;1;
2;1176;3079;1;
2;1177;3080;1;
2;1178;3081;1;
2;1179;3082;1;
2;1180;3083;1;
2;1181;3084;1;
2;1182;3085;1;
2;1183;3086;1;
2;1184;3087;1;
2;1185;3088;1;
2;1186;3089;1;
2;1187;3090;1;
2;1188;3091;1;
2;1189;3092;1;
2;1190;3093;1;
2;1191;3094;1;
2;1192;3095;1;
2;1193;2500;1;
2;1194;2501;1;
2;1195;2502;1;
2;1196;2503;1;
2;1197;2504;1;
2;1198;2505;1;
2;1199;2506;1;
2;1200;2507;1;
2;1201;2508;1;
2;1202;2509;1;
2;1203;2510;1;
2;1204;2511;1;
2;1205;2512;1;
2;1206;2513;1;
2;1207;2514;1;
2;1208;2515;1;
2;1209;2516;1;
2;1210;2517;1;
2;1211;2518;1;
2;1212;2519;1;
2;1213;2520;1;
2;1214;2521;1;
2;1215;2522;1;
2;1216;2523;1;
2;1217;2524;1;
2;1218;2525;1;
2;1219;2526;1;
2;1220;2527;1;
2;1221;2528;1;
2;1222;2529;1;
2;1223;2530;1;
2;1224;2531;1;
2;1225;2532;1;
2;1226;2533;1;
2;1227;2534;1;
2;1228;2535;1;
2;1229;2536;1;
2;1230;2537;1;
2;1231;2538;1;
2;1232;2539;1;
2;1233;2540;1;
2;1234;2541;1;
2;1235;2542;1;
2;1236;2543;1;
2;1237;2544;1;
2;1238;2545;1;
2;1239;2546;1;
2;1240;2547;1;
2;1241;2548;1;
2;1242;2549;1;
2;1243;2550;1;
2;1244;2551;1;
2;1245;2552;1;
2;1246;2553;1;
2;1247;2554;1;
2;1248;2555;1;
2;1249;2556;1;
2;1250;2557;1;
2;1251;2558;1;
2;1252;2559;1;
2;1253;2560;1;
2;1254;2561;1;
2;1255;2562;1;
2;1256;2563;1;
2;1257;2564;1;
2;1258;2565;1;
2;1259;2566;1;
2;1260;2567;1;
2;1261;2568;1;
2;1262;2569;1;
2;1263;2570;1;
2;1264;2571;1;
2;1265;2572;1;
2;1266;2573;1;
2;1267;2574;1;
2;1268;2575;1;
2;1269;2576;1;
2;1270;2577;1;
2;1271;2578;1;
2;1272;2579;1;
2;1273;2580;1;
2;1274;2581;1;
2;1275;2582;1;
2;1276;2583;1;
2;1277;2584;1;
2;1278;2585;1;
2;1279;2586;1;
2;1280;2587;1;
2;1281;2588;1;
2;1282;2589;1;
2;1283;2590;1;
2;1284;2591;1;
2;1285;2592;1;
2;1286;2593;1;
2;1287;2594;1;
2;1288;2595;1;
2;1289;2596;1;
2;1290;2597;1;
2;1291;2598;1;
2;1292;2599;1;
2;1293;2600;1;
2;1294;2601;1;
2;1295;2602;1;
2;1296;2603;1;
2;1297;2604;1;
2;1298;2605;1;
2;1299;2606;1;
2;1300;2607;1;
2;1301;2608;1;
2;1302;2609;1;
2;1303;2610;1;
2;1304;2611;1;
2;1305;2612;1;
2;1306;2613;1;
2;1307;2614;1;
2;1308;2615;1;
2;1309;2616;1;
2;1310;2617;1;
2;1311;2618;1;
2;1312;2619;1;
2;1313;2620;1;
2;1314;2621;1;
2;1315;2622;1;
2;1316;2623;1;
2;1317;2624;1;
2;1318;2625;1;
2;1319;2626;1;
2;1320;2627;1;
2;1321;2628;1;
2;1322;2629;1;
2;1323;2630;1;
2;1324;2631;1;
2;1325;2632;1;
2;1326;2633;1;
2;1327;2634;1;
2;1328;2635;1;
2;1329;2636;1;
2;1330;2637;1;
2;1331;2638;1;
2;1332;2639;1;
2;1333;2640;1;
2;1334;2641;1;
2;1335;2642;1;
2;1336;2643;1;
2;1337;2644;1;
2;1338;2645;1;
2;1339;2646;1;
2;1340;2647;1;
2;1341;2648;1;
2;1342;2649;1;
2;1343;2650;1;
2;1344;2651;1;
2;1345;2652;1;
2;1346;2653;1;
2;1347;2654;1;
2;1348;2655;1;
2;1349;2656;1;
2;1350;2657;1;
