PRODUCT_ID;STOCK
1216;32
1217;91
1218;76
1219;1
1220;51
1221;72
1222;63
1223;87
1224;40
1225;20
1226;201
1227;32
1228;14
1229;99
1230;1
1231;388
1232;1
1233;1
1234;121
1235;1
1236;68
1237;1
1238;572
1239;1
1240;92
1241;66
1242;30
1243;109
1244;1
1245;199
1246;1
1247;3
1248;303
1249;1
1250;47
1251;46
1252;62
1253;71
1254;1
1255;57
1256;492
1257;1
1258;23
1259;130
1260;1
1261;96
1262;2
1263;137
1264;1
1265;1
1266;71
1267;171
1268;304
1269;1
1270;17
1271;81
1272;100
1273;25
1274;230
1275;1
1276;379
1277;1
1278;23
1279;295
1280;32
1281;27
1282;1
1283;9
1284;128
1285;139
1286;1
1287;139
1288;1
1289;231
1290;158
1291;1
1292;113
1293;249
1294;1
1295;71
1296;94
1297;1
1298;43
1299;62
1300;74
1301;72
1302;10
1303;17
1304;33
1305;74
1306;145
1307;361
1308;1
1309;1
1310;143
1311;1
1312;363
1313;1
1314;202
1315;1
1316;1
1317;202
1318;1
1319;57
1320;1
1321;9
1322;28
1323;97
1324;49
1325;36
1326;1838
1327;1
1328;205
1329;3
1330;61
1331;261
1332;107
1333;1
1334;23
1335;80
1336;34
1337;1
1338;109
1339;157
1340;43
1341;212
1342;18
1343;686
1344;1
1345;1
1346;25
1347;33
1348;60
1349;23
1350;1
1351;175
1352;38
1353;71
1354;352
1355;1
1356;106
1357;1
1358;25
1359;336
1360;114
1361;1
1362;1
1363;1
1364;51
1365;56
1366;89
1367;206
1368;1
1369;1
1370;134
1371;207
1372;1
1373;1
1374;89
1375;164
1376;1
1377;249
1378;62
1379;1
1380;1
1381;127
1382;1
1383;123
1384;59
1385;1
1386;276
1387;1
1388;1
1389;236
1390;1
1391;175
1392;1066
1393;1
1394;191
1395;1
1396;1
1397;1
1398;98
1399;146
1400;44
1401;138
1402;46
1403;391
1404;1
1405;7
1406;170
1407;134
1408;1
1409;118
1410;1
1411;37
1412;60
1413;13
1414;172
1415;1
1416;529
1417;1
1418;27
1419;49
1420;188
1421;69
1422;1
1423;59
1424;279
1425;1
1426;1
1427;277
1428;1
1429;234
1430;1
1431;8
1432;229
1433;1
1434;803
1435;1
1436;146
1437;24
1438;160
1439;11
1440;1
1441;70
1442;21
1443;350
1444;1
1445;26
1446;10
1447;138
1448;1
1449;82
1450;66
1451;8
1452;98
1453;104
1454;111
1455;110
1456;1
1457;44
1458;254
1459;1
1460;109
1461;82
1462;100
1463;28
1464;25
1465;56
1466;1
1467;111
1468;20
1469;100
1470;1
1471;37
1472;142
1473;1
1474;154
1475;168
1476;1
1477;142
1478;401
1479;1
1480;424
1481;1
1482;1
1483;75
1484;1
1485;401
1486;1
1487;103
1488;297
1489;1
1490;92
1491;67
1492;83
1493;90
1494;1
1495;14
1496;313
1497;1
1498;1
1499;30
1500;50
1501;81
1502;171
1503;1
1504;1
1505;1
1506;11
1507;49
1508;74
1509;52
1510;23
1511;65
1512;503
1513;1
1514;159
1515;0
1516;261
1517;1
1518;70
1519;78
1520;1
1521;66
1522;76
1523;95
1524;45
1525;17
1526;242
1527;1
1528;369
1529;1
1530;1
1531;11
1532;108
1533;29
1534;1
1535;200
1536;111
1537;55
1538;1
1539;203
1540;1
1541;113
1542;424
1543;1
1544;193
1545;50
1546;169
1547;1
1548;1
1549;42
1550;59
1551;36
1552;2
1553;40
1554;149
1555;23
1556;373
1557;1
1558;42
1559;1
1560;117
1561;295
1562;1
1563;302
1564;1
1565;36
1566;10
1567;209
1568;39
1569;15
1570;1
1571;55
1572;8
1573;58
1574;90
1575;69
1576;1
1577;914
1578;1
1579;1
1580;39
1581;1
1582;45
1583;36
1584;465
1585;1
1586;97
1587;110
1588;1
1589;287
1590;1
1591;1
1592;58
1593;66
1594;44
1595;1
1596;1
1597;166
1598;1
1599;802
1600;1
1601;304
1602;1
1603;1
1604;1
1605;77
1606;21
1607;6
1608;256
1609;1
1610;157
1611;57
1612;8
1613;1
1614;173
1615;120
1616;1
1617;42
1618;366
1619;1
1620;1
1621;29
1622;27
1623;187
1624;1
1625;1
1626;17
1627;75
1628;262
1629;1
1630;59
1631;1
1632;12
1633;128
1634;1
1635;1
1636;61
1637;284
1638;1
1639;148
1640;1
1641;156
1642;1
1643;45
1644;1
1645;92
1646;1
1647;1
1648;6
1649;101
1650;1
1651;213
1652;1
1653;52
1654;210
1655;1
1656;1
1657;110
1658;337
1659;1
1660;154
1661;1
1662;47
1663;16
1664;24
1665;1
1666;1
1667;68
1668;30
1669;100
1670;1
1671;54
1672;31
1673;1
1674;137
1675;1
1676;449
1677;1
1678;1
1679;1
1680;20
1681;63
1682;14
1683;1
1684;56
1685;21
1686;1
1687;119
1688;1
1689;1
1690;67
1691;59
1692;602
1693;1
1694;74
1695;240
1696;92
1697;213
1698;1
1699;169
1700;47
1701;114
1702;1
1703;485
1704;1
1705;61
1706;94
1707;76
1708;134
1709;1
1710;13
1711;49
1712;158
1713;528
1714;141
1715;1
1716;48
1717;69
1718;86
1719;59
1720;43
1721;112
1722;19
1723;90
1724;116
1725;1
1726;233
1727;1
1728;60
1729;15
1730;92
1731;34
1732;114
1733;12
1734;62
1735;226
1736;1
1737;126
1738;172
1739;1
1740;256
1741;1
1742;16
1743;270
1744;1
1745;48
1746;138
1747;1
1748;43
1749;63
1750;13
1751;138
1752;1
1753;33
1754;163
1755;1
1756;22
1757;44
1758;14
1759;1
1760;89
1761;32
1762;279
1763;1
1764;102
1765;1
1766;31
1767;155
1768;1
1769;1
1770;227
1771;31
1772;43
1773;1
1774;38
1775;194
1776;1
1777;54
1778;118
1779;1
1780;205
1781;1
1782;579
1783;1
1784;1
1785;227
1786;1
1787;1
1788;256
1789;1
1790;182
1791;1
1792;16
1793;92
1794;74
1795;128
1796;1
1797;15
1798;117
1799;1
1800;26
1801;44
1802;73
1803;219
1804;1
1805;1
1806;134
1807;221
1808;1
1809;14
1810;168
1811;1
1812;72
1813;673
1814;1
1815;1
1816;103
1817;200
1818;134
1819;1
1820;208
1821;1
1822;1
1823;107
1824;18
1825;112
1826;16
1827;70
1828;78
1829;7
1830;332
1831;1
1832;162
1833;37
1834;1
1835;94
1836;252
1837;1
1838;1
1839;141
1840;137
1841;213
1842;1
1843;126
1844;42
1845;102
1846;56
1847;59
1848;1
1849;70
1850;116
1851;84
1852;108
1853;89
1854;34
1855;1
1856;55
1857;35
1858;449
1859;1
1860;69
1861;53
1862;27
1863;99
1864;29
1865;76
1866;462
1867;1
1868;1
1869;172
1870;1
1871;580
1872;1
1873;165
1874;1
1875;116
1876;133
1877;11
1878;36
1879;52
1880;35
1881;93
1882;15
1883;198
1884;1
1885;98
1886;1
1887;61
1888;104
1889;121
1890;1
1891;35
1892;92
1893;70
1894;119
1895;145
1896;161
1897;1
1898;328
1899;1
1900;158
1901;1
1902;378
1903;1
1904;233
1905;1
1906;126
1907;30
1908;134
1909;70
1910;46
1911;1
1912;58
1913;155
1914;94
1915;1
1916;76
1917;60
1918;98
1919;120
1920;1
1921;213
1922;1
1923;166
1924;1
1925;7
1926;60
1927;114
1928;258
1929;236
1930;1
1931;7
1932;67
1933;105
1934;15
1935;49
1936;100
1937;264
1938;119
1939;1
1940;41
1941;95
1942;45
1943;68
1944;121
1945;34
1946;14
1947;149
1948;1
1949;50
1950;237
1951;1
1952;67
1953;65
1954;53
1955;380
1956;1
1957;134
1958;1
1959;84
1960;1
1961;190
1962;1
1963;239
1964;1
1965;296
1966;1
1967;47
1968;26
1969;44
1970;152
1971;77
1972;212
1973;1
1974;138
1975;216
1976;1
1977;95
1978;0
1979;106
1980;74
1981;1
1982;58
1983;49
1984;1
1985;668
1986;1
1987;1
1988;105
1989;73
1990;211
1991;1
1992;1
1993;243
1994;1
1995;257
1996;1
1997;19
1998;66
1999;44
2000;1
2001;245
2002;1
2003;211
2004;1
2005;73
2006;1
2007;62
2008;24
2009;30
2010;217
2011;1
2012;1
2013;63
2014;342
2015;1
2016;36
2017;106
2018;1
2019;23
2020;46
2021;68
2022;38
2023;1
2024;88
2025;132
2026;1
2027;16
2028;32
2029;106
2030;5
2031;28
2032;99
2033;34
2034;1
2035;30
2036;33
2037;22
2038;163
2039;1
2040;43
2041;73
2042;84
2043;1
2044;17
2045;659
2046;1
2047;179
2048;21
2049;1
2050;452
2051;1
2052;70
2053;53
2054;1
2055;461
2056;1
2057;224
2058;1
2059;89
2060;45
2061;1
2062;1
2063;181
2064;196
2065;1
2066;66
2067;1
2068;187
2069;1
2070;60
2071;65
2072;1
2073;59
2074;302
2075;1
2076;54
2077;1
2078;165
2079;365
2080;1
2081;1
2082;67
2083;151
2084;1
2085;34
2086;32
2087;34
2088;59
2089;48
2090;324
2091;1
2092;1
2093;89
2094;1
2095;1
2096;229
2097;1
2098;42
2099;72
2100;49
2101;1
2102;283
2103;1
2104;58
2105;0
2106;77
2107;1
2108;87
2109;109
2110;19
2111;1
2112;277
2113;1
2114;417
2115;1
2116;169
2117;392
2118;1
2119;1
2120;36
2121;193
2122;1
2123;105
2124;23
2125;148
2126;85
2127;1
2128;207
2129;1
2130;1
2131;96
2132;118
2133;1
2134;532
2135;1
2136;128
2137;69
2138;1
2139;100
2140;49
2141;12
2142;64
2143;78
2144;80
2145;41
2146;287
2147;1
2148;95
2149;229
2150;1
2151;35
2152;41
2153;159
2154;1
2155;31
2156;109
2157;7
2158;77
2159;75
2160;110
2161;46
2162;1
2163;373
2164;1
2165;150
2166;251
2167;310
2168;1
2169;23
2170;57
2171;27
2172;34
2173;46
2174;35
2175;86
2176;272
2177;1
2178;68
2179;147
2180;1
2181;208
2182;1
2183;523
2184;1
2185;356
2186;205
2187;1
2188;1
2189;70
2190;382
2191;1
2192;122
2193;26
2194;2
2195;106
2196;18
2197;69
2198;669
2199;1
2200;197
2201;87
2202;1
2203;66
2204;61
2205;65
2206;56
2207;433
2208;1
2209;188
2210;1
2211;270
2212;1
2213;194
2214;238
2215;1
2216;2
2217;104
2218;63
2219;31
2220;36
2221;111
2222;132
2223;1
2224;293
2225;1
2226;85
2227;68
2228;67
2229;49
2230;83
2231;26
2232;157
2233;1
2234;165
2235;46
2236;12
2237;1749
2238;1
2239;113
2240;287
2241;1
2242;30
2243;1
2244;150
2245;1
2246;46
2247;59
2248;139
2249;88
2250;38
2251;21
2252;39
2253;401
2254;1
2255;93
2256;90
2257;1
2258;289
2259;1
2260;31
2261;41
2262;223
2263;1
2264;45
2265;44
2266;108
2267;1
2268;147
2269;1
2270;108
2271;1
2272;71
2273;1
2274;17
2275;287
2276;1
2277;45
2278;54
2279;13
2280;134
2281;1
2282;176
2283;399
2284;1
2285;224
2286;1
2287;29
2288;31
2289;104
2290;1
2291;72
2292;7
2293;35
2294;1
2295;81
2296;151
2297;1
2298;184
2299;1
2300;1
2301;2
2302;45
2303;41
2304;47
2305;40
2306;1
2307;56
2308;33
2309;146
2310;1
2311;31
2312;88
2313;31
2314;80
2315;1
2316;6
2317;51
2318;71
2319;1
2320;103
2321;1
2322;72
2323;25
2324;306
2325;1
2326;52
2327;1
2328;487
2329;1
2330;44
2331;103
2332;1
2333;9
2334;157
2335;1
2336;147
2337;1
2338;1
2339;34
2340;54
2341;40
2342;440
2343;1
2344;1
2345;7
2346;19
2347;29
2348;46
2349;258
2350;1
2351;1
2352;291
2353;1
2354;28
2355;80
2356;28
2357;1
2358;1
2359;100
2360;1
2361;79
2362;105
2363;198
2364;1
2365;53
2366;9
2367;25
2368;59
2369;290
2370;1
2371;1
2372;58
2373;105
2374;240
2375;1
2376;1
2377;227
2378;1
2379;75
2380;1
2381;50
2382;547
2383;1
2384;1
2385;66
2386;2
2387;298
2388;1
2389;1
2390;1
2391;19
2392;105
2393;151
2394;1
2395;1
2396;35
2397;110
2398;438
2399;1
2400;41
2401;185
2402;1
2403;65
2404;105
2405;297
2406;1
2407;230
2408;1
2409;58
2410;107
2411;142
2412;220
2413;1
2414;176
2415;63
2416;219
2417;1
2418;89
2419;335
2420;1
2421;40
2422;133
2423;184
2424;224
2425;1
2426;23
2427;132
2428;93
2429;171
2430;99
2431;1
2432;92
2433;130
2434;94
2435;159
2436;557
2437;1
2438;37
2439;385
2440;28
2441;1
2442;125
2443;45
2444;126
2445;139
2446;56
2447;68
2448;211
2449;27
2450;107
2451;67
2452;143
2453;64
2454;143
2455;107
2456;82
2457;179
2458;1
2459;75
2460;94
2461;103
2462;175
2463;292
2464;1
2465;50
2466;92
2467;448
2468;1
2469;1
2470;195
2471;1
2472;142
2473;59
2474;121
2475;193
2476;30
2477;1
2478;133
2479;218
2480;19
2481;29
2482;55
2483;141
2484;59
2485;145
2486;7
2487;79
2488;174
2489;54
2490;85
2491;466
2492;1
2493;1
2494;427
2495;1
2496;6
2497;107
2498;96
2499;105
2500;213
2501;69
2502;29
2503;131
2504;475
2505;1
2506;1
2507;84
2508;87
2509;130
2510;127
2511;51
2512;209
2513;106
2514;367
2515;1
2516;119
2517;69
2518;223
2519;1
2520;167
2521;1
2522;569
2523;42
2524;1
2525;22
2526;244
2527;177
2528;1
2529;77
2530;142
2531;95
2532;91
2533;71
2534;207
2535;31
2536;218
2537;6
2538;34
2539;122
2540;88
2541;47
2542;173
2543;93
2544;1
2545;202
2546;1
2547;125
2548;1
2549;169
2550;1
2551;403
2552;1
2553;246
2554;1
2555;1
2556;99
2557;1
2558;175
2559;1
2560;226
2561;1
2562;93
2563;1
2564;43
2565;107
2566;1
2567;28
2568;142
2569;1
2570;19
2571;53
2572;264
2573;1
2574;1
2575;25
2576;59
2577;1
2578;34
2579;48
2580;48
2581;1
2582;77
2583;1
2584;65
2585;11
2586;21
2587;142
2588;1
2589;94
2590;1
2591;128
2592;36
2593;1
2594;48
2595;266
2596;1
2597;134
2598;106
2599;1
2600;77
2601;17
2602;16
2603;71
2604;1
2605;68
2606;82
2607;13
2608;43
2609;1
2610;60
2611;116
2612;1
2613;102
2614;1
2615;86
2616;102
2617;1
2618;56
2619;45
2620;162
2621;1
2622;123
2623;44
2624;163
2625;103
2626;1
2627;66
2628;268
2629;1
2630;8
2631;1
2632;353
2633;1
2634;70
2635;1
2636;50
2637;114
2638;79
2639;1
2640;34
2641;7
2642;33
2643;83
2644;1
2645;27
2646;52
2647;1
2648;122
2649;1
2650;90
2651;1
2652;1
2653;227
2654;1
2655;100
2656;91
2657;1
2658;60
2659;1
2660;161
2661;6
2662;122
2663;1
2664;83
2665;1
2666;90
2667;1
2668;208
2669;1
2670;119
2671;1
2672;397
2673;1
2674;1
2675;7
2676;13
2677;77
2678;1
2679;25
2680;61
2681;27
2682;19
2683;65
2684;13
2685;1
2686;101
2687;1
2688;30
2689;1
2690;37
2691;163
2692;1
2693;113
2694;1
2695;85
2696;46
2697;1
2698;39
2699;50
2700;57
2701;124
2702;1
2703;1
2704;13
2705;281
2706;1
2707;186
2708;1
2709;1
2710;31
2711;125
2712;1
2713;18
2714;115
2715;1
2716;12
2717;1
2718;77
2719;180
2720;45
2721;1
2722;267
2723;1
2724;88
2725;103
2726;1
2727;251
2728;1
2729;1
2730;2
2731;62
2732;86
2733;1
2734;1
2735;55
2736;33
2737;1
2738;34
2739;119
2740;89
2741;10
2742;1
2743;1
2744;56
2745;230
2746;1
2747;1
2748;320
2749;1
2750;56
2751;11
2752;58
2753;128
2754;1
2755;102
2756;18
2757;69
2758;50
2759;194
2760;1
2761;53
2762;341
2763;1
2764;1
2765;51
2766;200
2767;1
2768;122
2769;1
2770;187
2771;1
2772;39
2773;51
2774;496
2775;1
2776;1
2777;70
2778;58
2779;43
2780;66
2781;89
2782;164
2783;1
2784;180
2785;51
2786;28
2787;164
2788;1
2789;6
2790;83
2791;375
2792;1
2793;1
2794;115
2795;62
2796;39
2797;30
2798;47
2799;219
2800;1
2801;121
2802;1
2803;111
2804;221
2805;1
2806;70
2807;179
2808;1
2809;182
2810;1
2811;189
2812;1
2813;67
2814;119
2815;1
2816;115
2817;50
2818;1
2819;103
2820;1
2821;157
2822;1
2823;1
2824;13
2825;27
2826;76
2827;1
2828;14
2829;179
2830;2
2831;1
2832;109
2833;4
2834;1
2835;120
2836;40
2837;1
2838;3
2839;147
2840;1
2841;187
2842;76
2843;1
2844;19
2845;47
2846;50
2847;36
2848;1
2849;29
2850;100
2851;38
2852;47
2853;16
2854;57
2855;97
2856;1
2857;68
2858;1
2859;27
2860;187
2861;1
2862;17
2863;27
2864;75
2865;1
2866;66
2867;0
2868;22
2869;116
2870;1
2871;73
2872;58
2873;162
2874;1
2875;110
2876;1
2877;99
2878;402
2879;1
2880;1
2881;36
2882;65
2883;4
2884;1
2885;9
2886;13
2887;134
2888;1
2889;103
2890;148
2891;1
2892;54
2893;296
2894;1
2895;68
2896;39
2897;49
2898;26
2899;166
2900;1
2901;122
2902;1
2903;66
2904;55
2905;45
2906;227
2907;1
2908;94
2909;119
2910;1
2911;69
2912;22
2913;84
2914;265
2915;1
2916;23
2917;1
2918;190
2919;1
2920;12
2921;24
2922;44
2923;26
2924;40
2925;96
2926;1
2927;12
2928;54
2929;94
2930;72
2931;1
2932;138
2933;1
2934;16
2935;1
2936;28
2937;106
2938;1
2939;91
2940;1
2941;194
2942;1
2943;1
2944;26
2945;113
2946;21
2947;56
2948;185
2949;75
2950;248
2951;87
2952;56
2953;152
2954;141
2955;96
2956;145
2957;1056
2958;1
2959;193
2960;76
2961;206
2962;143
2963;18
2964;392
2965;1
2966;166
2967;81
2968;27
2969;119
2970;107
2971;108
2972;145
2973;121
2974;194
2975;168
2976;135
2977;40
2978;134
2979;139
2980;134
2981;232
2982;223
2983;1
2984;98
2985;145
