SHOPPING_ORDER_EXTENSION_ID; ORDER_ID; NET_PURCHASE_PRICE; POINT_OF_SALE_ID; CASH_REGISTRY_ID
291;291;49.27;1;2
292;292;24.89;1;3
293;293;22.41;1;2
294;294;26.45;1;4
295;295;22.25;1;3
296;296;25.51;1;3
297;297;19.22;1;3
298;298;25.33;1;4
299;299;49.61;1;2
300;300;56.5;1;2
301;301;44.23;1;4
302;302;72.94;1;1
303;303;53.34;1;3
304;304;32.84;1;1
305;305;22.9;1;4
306;306;20.53;1;2
307;307;21.24;1;3
308;308;39.4;1;3
309;309;40.25;1;1
310;310;13.52;1;1
311;311;26.76;1;1
312;312;28.04;1;1
313;313;33.72;1;1
314;314;43.67;1;2
315;315;46.11;1;2
316;316;23.07;1;4
317;317;29.56;1;4
318;318;34.62;1;4
319;319;21.12;1;2
320;320;26.05;1;3
321;321;23.7;1;1
322;322;11.79;1;4
323;323;23.37;1;4
324;324;30.0;1;2
325;325;35.23;1;1
326;326;80.51;1;4
327;327;58.53;1;4
328;328;5.81;1;1
329;329;13.34;1;1
330;330;26.4;1;1
331;331;23.75;1;3
332;332;27.55;1;4
333;333;44.89;1;3
334;334;91.57;1;2
335;335;84.47;1;3
336;336;112.53;1;3
337;337;113.06;1;4
338;338;142.46;1;2
339;339;234.41;1;4
340;340;205.17;1;1
341;341;123.71;1;1
342;342;48.7;1;2
343;343;51.91;1;4
344;344;38.44;1;4
345;345;39.65;1;4
346;346;154.48;1;2
347;347;165.08;1;1
348;348;77.94;1;2
349;349;198.43;1;2
350;350;167.2;1;3
351;351;102.72;1;1
352;352;123.35;1;2
353;353;40.47;1;2
354;354;83.85;1;4
355;355;109.92;1;4
356;356;240.68;1;2
357;357;236.71;1;4
358;358;161.03;1;1
359;359;220.58;1;3
360;360;153.0;1;3
361;361;76.88;1;2
362;362;33.57;1;4
363;363;40.6;1;1
364;364;68.54;1;1
365;365;54.12;1;2
366;366;58.06;1;3
367;367;83.43;1;1
368;368;57.18;1;3
369;369;26.88;1;1
370;370;25.17;1;4
371;371;24.1;1;4
372;372;16.6;1;4
373;373;14.39;1;2
374;374;20.08;1;2
375;375;35.29;1;1
376;376;52.31;1;2
377;377;47.93;1;2
378;378;64.22;1;2
379;379;50.32;1;3
380;380;20.16;1;3
381;381;97.88;1;4
382;382;168.03;1;1
383;383;84.18;1;4
384;384;101.22;1;4
385;385;79.71;1;3
386;386;45.8;1;2
387;387;36.19;1;2
388;388;20.49;1;3
389;389;17.47;1;4
390;390;53.2;1;3
391;391;70.89;1;2
392;392;55.61;1;3
393;393;88.24;1;1
394;394;80.05;1;1
395;395;57.71;1;1
396;396;56.46;1;1
397;397;22.64;1;1
398;398;24.27;1;4
399;399;86.05;1;2
400;400;96.81;1;4
401;401;97.65;1;2
402;402;137.59;1;2
403;403;89.57;1;4
404;404;27.69;1;1
405;405;40.43;1;4
406;406;81.51;1;2
407;407;88.17;1;1
408;408;74.79;1;2
409;409;71.22;1;1
410;410;55.63;1;1
411;411;29.66;1;1
412;412;9.88;1;4
413;413;7.3;1;3
414;414;30.42;1;4
415;415;29.24;1;3
416;416;36.39;1;1
417;417;45.34;1;1
418;418;52.07;1;2
419;419;70.47;1;3
420;420;40.1;1;1
421;421;20.51;1;3
422;422;45.22;1;3
423;423;48.62;1;1
424;424;121.13;1;3
425;425;129.72;1;4
426;426;69.12;1;3
427;427;82.37;1;3
428;428;38.59;1;1
429;429;32.71;1;1
430;430;62.33;1;2
431;431;70.58;1;1
432;432;60.14;1;4
433;433;41.81;1;4
434;434;24.17;1;1
435;435;28.27;1;3
436;436;57.92;1;4
437;437;67.85;1;3
438;438;50.62;1;4
439;439;39.7;1;2
440;440;49.55;1;2
441;441;67.33;1;3
442;442;50.71;1;1
443;443;32.8;1;2
444;444;19.96;1;2
445;445;37.54;1;4
446;446;38.17;1;1
447;447;35.4;1;2
448;448;84.61;1;3
449;449;81.11;1;3
450;450;49.5;1;4
451;451;67.23;1;1
452;452;69.96;1;2
453;453;90.24;1;3
454;454;77.02;1;1
455;455;35.2;1;2
456;456;20.36;1;1
457;457;10.0;1;3
458;458;12.07;1;2
459;459;26.18;1;2
460;460;19.21;1;3
461;461;32.49;1;1
462;462;43.32;1;2
463;463;99.66;1;2
464;464;117.95;1;1
465;465;52.68;1;4
466;466;31.44;1;4
467;467;44.16;1;1
468;468;94.89;1;3
469;469;95.74;1;2
470;470;63.11;1;4
471;471;62.02;1;3
472;472;68.36;1;3
473;473;27.12;1;2
474;474;47.84;1;2
475;475;101.99;1;1
476;476;93.01;1;4
477;477;108.98;1;1
478;478;31.61;1;4
479;479;17.3;1;2
480;480;19.3;1;4
481;481;19.3;1;2
482;482;18.84;1;4
483;483;17.28;1;3
484;484;14.05;1;4
485;485;112.86;1;3
486;486;124.03;1;4
487;487;58.35;1;4
488;488;50.14;1;2
489;489;26.63;1;2
490;490;51.2;1;2
491;491;94.5;1;1
492;492;64.34;1;4
493;493;10.79;1;2
494;494;19.67;1;2
495;495;135.42;1;3
496;496;180.59;1;2
497;497;26.65;1;2
498;498;57.39;1;4
499;499;133.69;1;2
500;500;107.89;1;4
501;501;57.65;1;1
502;502;93.62;1;2
503;503;73.59;1;2
504;504;80.05;1;4
505;505;72.1;1;1
506;506;40.89;1;1
507;507;44.2;1;3
508;508;49.97;1;2
509;509;36.61;1;2
510;510;53.73;1;4
511;511;132.62;1;3
512;512;209.97;1;3
513;513;118.93;1;3
514;514;25.46;1;4
515;515;30.07;1;1
516;516;39.7;1;2
517;517;26.44;1;3
518;518;40.32;1;4
519;519;58.97;1;2
520;520;33.71;1;1
521;521;26.15;1;3
522;522;44.73;1;3
523;523;48.35;1;4
524;524;68.49;1;2
525;525;61.05;1;2
526;526;33.54;1;2
527;527;24.38;1;2
528;528;16.15;1;3
529;529;42.15;1;4
530;530;51.5;1;1
531;531;28.17;1;2
532;532;36.19;1;4
533;533;49.43;1;4
534;534;41.47;1;3
535;535;40.17;1;2
536;536;29.15;1;2
537;537;21.07;1;3
538;538;32.71;1;4
539;539;34.18;1;2
540;540;20.19;1;3
541;541;10.25;1;3
542;542;53.2;1;1
543;543;98.55;1;3
544;544;111.24;1;4
545;545;82.03;1;2
546;546;90.39;1;1
547;547;117.7;1;3
548;548;90.97;1;4
549;549;49.87;1;4
550;550;23.27;1;3
551;551;46.89;1;1
552;552;34.41;1;4
553;553;46.8;1;3
554;554;87.03;1;1
555;555;62.22;1;2
556;556;37.67;1;2
557;557;42.35;1;2
558;558;55.97;1;3
559;559;73.41;1;3
560;560;62.23;1;3
561;561;35.85;1;2
562;562;74.26;1;4
563;563;72.66;1;1
564;564;12.34;1;2
565;565;11.71;1;4
566;566;21.4;1;4
567;567;37.75;1;3
568;568;36.48;1;1
569;569;59.43;1;1
570;570;57.3;1;4
571;571;72.16;1;1
572;572;75.06;1;3
573;573;15.54;1;4
574;574;23.32;1;3
575;575;49.49;1;1
576;576;45.62;1;4
577;577;25.01;1;4
578;578;18.86;1;3
579;579;88.29;1;2
580;580;94.77;1;3
581;581;45.13;1;2
582;582;82.71;1;4
583;583;59.21;1;2
584;584;56.71;1;3
585;585;87.06;1;2
586;586;44.45;1;4
587;587;52.35;1;2
588;588;57.59;1;4
589;589;27.92;1;1
590;590;37.89;1;2
591;591;39.53;1;2
592;592;19.72;1;2
593;593;26.6;1;3
594;594;53.06;1;2
595;595;73.25;1;4
596;596;47.95;1;2
597;597;9.81;1;3
598;598;38.37;1;3
599;599;54.67;1;4
600;600;34.41;1;1
601;601;19.44;1;1
602;602;83.72;1;3
603;603;85.91;1;4
604;604;53.09;1;2
605;605;58.94;1;2
606;606;32.74;1;3
607;607;21.16;1;4
608;608;4.1;1;1
609;609;27.37;1;3
610;610;53.81;1;1
611;611;51.02;1;1
612;612;25.76;1;2
613;613;34.86;1;2
614;614;77.08;1;1
615;615;67.21;1;3
616;616;37.11;1;4
617;617;23.97;1;2
618;618;30.91;1;1
619;619;19.88;1;3
620;620;26.11;1;4
621;621;31.05;1;1
622;622;33.8;1;2
623;623;44.08;1;3
624;624;14.62;1;3
625;625;21.77;1;2
626;626;39.28;1;4
627;627;36.39;1;3
628;628;21.12;1;1
629;629;48.27;1;4
630;630;48.67;1;2
631;631;37.49;1;1
632;632;17.19;1;4
633;633;79.94;1;4
634;634;86.22;1;3
635;635;63.89;1;1
636;636;62.88;1;1
637;637;28.8;1;4
638;638;25.1;1;4
639;639;26.9;1;2
640;640;30.76;1;1
641;641;14.22;1;3
642;642;18.56;1;4
643;643;17.43;1;4
644;644;13.99;1;3
645;645;24.17;1;4
646;646;21.7;1;3
647;647;12.1;1;2
648;648;21.2;1;1
649;649;21.75;1;1
650;650;13.99;1;1
651;651;81.42;1;2
652;652;83.66;1;1
653;653;11.52;1;2
654;654;15.6;1;4
655;655;33.5;1;1
656;656;52.18;1;1
657;657;50.13;1;1
658;658;91.27;1;2
659;659;87.62;1;1
660;660;51.29;1;2
661;661;86.43;1;3
662;662;72.78;1;3
663;663;30.2;1;3
664;664;15.41;1;2
665;665;33.9;1;1
666;666;38.95;1;1
667;667;29.58;1;2
668;668;30.57;1;4
669;669;46.76;1;4
670;670;42.21;1;3
671;671;23.24;1;4
672;672;27.56;1;3
673;673;22.23;1;3
674;674;23.61;1;4
675;675;46.74;1;3
676;676;45.18;1;4
677;677;39.92;1;4
678;678;36.17;1;4
679;679;15.35;1;3
680;680;39.54;1;3
681;681;40.01;1;2
682;682;14.48;1;1
683;683;40.8;1;4
684;684;43.04;1;3
685;685;31.21;1;2
686;686;61.16;1;3
687;687;54.5;1;1
688;688;20.7;1;4
689;689;12.53;1;4
690;690;17.22;1;4
691;691;81.17;1;4
692;692;91.94;1;4
693;693;25.26;1;4
694;694;70.91;1;1
695;695;89.29;1;4
696;696;47.5;1;3
697;697;37.61;1;4
698;698;45.97;1;4
699;699;70.45;1;2
700;700;74.24;1;2
701;701;44.91;1;2
702;702;27.16;1;2
703;703;25.89;1;3
704;704;7.11;1;2
705;705;26.85;1;4
706;706;5.54;1;1
707;707;12.47;1;2
708;708;4.99;1;1
709;709;20.96;1;2
710;710;48.97;1;4
711;711;15.46;1;2
712;712;29.77;1;4
713;713;6.31;1;1
714;714;36.73;1;3
715;715;71.27;1;4
716;716;6.6;1;1
717;717;11.09;1;2
718;718;17.4;1;2
719;719;13.35;1;2
720;720;4.99;1;1
721;721;29.2;1;2
722;722;95.77;1;1
723;723;3.11;1;1
724;724;12.03;1;2
725;725;38.03;1;1
726;726;9.63;1;3
727;727;7.48;1;3
728;728;40.43;1;2
729;729;16.17;1;3
730;730;9.97;1;2
731;731;38.04;1;2
732;732;3.11;1;2
733;733;50.08;1;2
734;734;13.96;1;2
735;735;10.09;1;1
736;736;20.6;1;4
737;737;80.54;1;4
738;738;31.8;1;3
739;739;22.57;1;2
740;740;39.03;1;1
741;741;66.85;1;3
742;742;4.98;1;1
743;743;43.66;1;1
744;744;20.8;1;2
745;745;58.66;1;1
746;746;11.1;1;1
747;747;60.52;1;1
748;748;16.09;1;1
749;749;5.88;1;4
750;750;76.31;1;4
751;751;39.15;1;2
752;752;20.27;1;3
753;753;27.83;1;4
754;754;4.74;1;1
755;755;16.41;1;4
756;756;8.34;1;3
757;757;11.39;1;3
758;758;68.91;1;3
759;759;25.34;1;1
760;760;3.01;1;1
761;761;89.71;1;3
762;762;12.09;1;1
763;763;15.63;1;3
764;764;14.52;1;2
765;765;15.19;1;1
766;766;34.98;1;4
767;767;14.23;1;2
768;768;15.08;1;1
769;769;3.11;1;4
770;770;3.97;1;1
771;771;3.11;1;3
772;772;49.78;1;1
773;773;25.21;1;4
774;774;9.23;1;2
775;775;15.46;1;3
776;776;11.96;1;4
777;777;23.79;1;1
778;778;13.13;1;2
779;779;18.69;1;3
780;780;33.4;1;4
781;781;7.1;1;3
782;782;10.4;1;4
783;783;46.64;1;3
784;784;23.11;1;4
785;785;18.22;1;2
786;786;141.8;1;3
787;787;25.92;1;3
788;788;11.64;1;4
789;789;26.37;1;2
790;790;34.96;1;2
791;791;32.57;1;2
792;792;58.7;1;2
793;793;1.88;1;3
794;794;64.93;1;3
795;795;8.51;1;3
796;796;81.79;1;4
797;797;63.23;1;2
798;798;20.28;1;3
799;799;31.86;1;3
800;800;90.6;1;2
801;801;54.72;1;4
802;802;6.59;1;2
803;803;19.97;1;3
804;804;58.53;1;4
805;805;11.93;1;2
806;806;39.55;1;4
807;807;60.6;1;4
808;808;10.19;1;3
809;809;30.26;1;4
810;810;51.83;1;2
811;811;32.84;1;4
812;812;44.47;1;3
813;813;23.87;1;3
814;814;49.68;1;1
815;815;61.64;1;1
816;816;113.0;1;3
817;817;66.48;1;3
818;818;30.97;1;3
819;819;85.08;1;3
820;820;51.76;1;1
821;821;89.25;1;1
822;822;319.95;1;3
823;823;37.32;1;2
824;824;43.83;1;3
825;825;131.23;1;4
826;826;306.59;1;3
827;827;716.63;1;1
828;828;145.0;1;2
829;829;9.57;1;2
830;830;118.08;1;3
831;831;4.51;1;3
832;832;62.24;1;4
833;833;152.69;1;4
834;834;113.37;1;3
835;835;57.47;1;1
836;836;103.72;1;1
837;837;29.31;1;3
838;838;7.84;1;1
839;839;174.56;1;1
840;840;52.85;1;1
841;841;156.36;1;2
842;842;87.17;1;4
843;843;151.62;1;1
844;844;5.97;1;4
845;845;59.09;1;1
846;846;78.59;1;2
847;847;52.19;1;1
848;848;24.51;1;1
849;849;11.0;1;3
850;850;4.6;1;4
851;851;12.21;1;1
852;852;5.72;1;1
853;853;18.99;1;1
854;854;14.94;1;1
855;855;69.7;1;2
856;856;11.01;1;1
857;857;7.59;1;4
858;858;8.05;1;1
859;859;11.99;1;4
860;860;14.94;1;4
861;861;5.78;1;4
862;862;23.68;1;4
863;863;68.98;1;4
864;864;29.22;1;4
865;865;114.94;1;3
866;866;20.14;1;2
867;867;12.47;1;1
868;868;19.86;1;2
869;869;58.22;1;3
870;870;64.88;1;1
871;871;38.89;1;2
872;872;30.76;1;1
873;873;17.76;1;1
874;874;29.38;1;4
875;875;5.68;1;1
876;876;5.57;1;3
877;877;19.41;1;3
878;878;6.91;1;1
879;879;42.36;1;4
880;880;6.41;1;2
881;881;36.86;1;1
882;882;19.62;1;1
883;883;11.78;1;4
884;884;41.24;1;3
885;885;7.95;1;1
886;886;57.96;1;1
887;887;64.85;1;4
888;888;18.72;1;4
889;889;12.77;1;1
890;890;4.79;1;4
891;891;64.08;1;3
892;892;40.62;1;3
893;893;23.78;1;3
894;894;32.95;1;4
895;895;16.19;1;3
896;896;11.56;1;4
897;897;7.72;1;1
898;898;25.83;1;4
899;899;55.22;1;4
900;900;6.73;1;2
901;901;35.02;1;4
902;902;15.57;1;2
903;903;38.49;1;1
904;904;14.49;1;1
905;905;22.18;1;2
906;906;12.35;1;2
907;907;18.76;1;3
908;908;8.26;1;2
909;909;13.72;1;1
910;910;5.81;1;4
911;911;17.72;1;1
912;912;45.15;1;1
913;913;13.22;1;3
914;914;6.68;1;2
915;915;96.16;1;4
916;916;11.77;1;1
917;917;20.57;1;1
918;918;12.49;1;3
919;919;17.88;1;3
920;920;51.49;1;2
921;921;54.47;1;3
922;922;7.58;1;3
923;923;6.75;1;2
924;924;11.76;1;4
925;925;10.61;1;4
926;926;5.6;1;3
927;927;7.47;1;3
928;928;10.86;1;1
929;929;4.76;1;2
930;930;5.29;1;4
931;931;12.99;1;4
932;932;4.0;1;4
933;933;6.15;1;1
934;934;52.67;1;4
935;935;15.29;1;1
936;936;6.88;1;4
937;937;1.8;1;3
938;938;57.53;1;4
939;939;5.03;1;1
940;940;16.7;1;1
941;941;59.24;1;3
942;942;66.69;1;3
943;943;18.72;1;2
944;944;16.21;1;2
945;945;23.7;1;4
946;946;20.36;1;2
947;947;17.78;1;3
948;948;28.1;1;2
949;949;28.42;1;2
950;950;24.74;1;2
951;951;10.69;1;4
952;952;27.04;1;3
953;953;60.75;1;4
954;954;11.96;1;1
955;955;7.38;1;4
956;956;50.12;1;2
957;957;26.7;1;3
958;958;14.9;1;2
959;959;14.02;1;2
960;960;16.37;1;4
961;961;6.73;1;1
962;962;26.72;1;3
963;963;17.9;1;4
964;964;7.62;1;4
965;965;12.61;1;2
966;966;4.99;1;4
967;967;5.37;1;1
968;968;35.33;1;4
969;969;27.97;1;3
970;970;41.22;1;2
971;971;13.35;1;3
972;972;13.8;1;2
973;973;61.04;1;4
974;974;13.9;1;3
975;975;1.42;1;2
976;976;23.01;1;4
977;977;154.01;1;1
978;978;20.92;1;3
979;979;10.47;1;3
980;980;22.19;1;1
981;981;32.4;1;3
982;982;15.95;1;1
983;983;30.47;1;3
984;984;13.96;1;1
985;985;107.05;1;4
986;986;27.02;1;4
987;987;23.38;1;2
988;988;7.18;1;1
989;989;13.32;1;2
990;990;89.68;1;4
991;991;7.28;1;3
992;992;10.97;1;3
993;993;16.31;1;1
994;994;13.96;1;1
995;995;38.34;1;4
996;996;7.99;1;1
997;997;16.08;1;4
998;998;17.99;1;3
999;999;65.94;1;4
1000;1000;10.47;1;4
1001;1001;6.98;1;3
1002;1002;70.13;1;1
1003;1003;9.52;1;1
1004;1004;44.67;1;1
1005;1005;6.19;1;3
1006;1006;71.62;1;1
1007;1007;25.16;1;3
1008;1008;22.43;1;3
1009;1009;25.01;1;1
1010;1010;34.31;1;3
1011;1011;27.62;1;2
1012;1012;22.54;1;1
1013;1013;39.28;1;3
1014;1014;3.89;1;3
1015;1015;27.22;1;1
1016;1016;56.59;1;1
1017;1017;45.2;1;2
1018;1018;10.98;1;2
1019;1019;40.21;1;4
1020;1020;118.13;1;1
1021;1021;52.05;1;1
1022;1022;13.96;1;2
1023;1023;28.43;1;3
1024;1024;61.04;1;1
1025;1025;10.09;1;2
1026;1026;43.45;1;2
1027;1027;43.7;1;2
1028;1028;48.58;1;1
1029;1029;0.89;1;4
1030;1030;763.16;1;4
1031;1031;415.06;1;3
1032;1032;204.63;1;1
1033;1033;374.84;1;1
1034;1034;5.05;1;3
1035;1035;81.83;1;1
1036;1036;27.65;1;4
1037;1037;8.89;1;3
1038;1038;159.63;1;2
1039;1039;56.89;1;1
1040;1040;13.09;1;2
1041;1041;40.68;1;1
1042;1042;2.97;1;2
1043;1043;8.74;1;3
1044;1044;9.82;1;3
1045;1045;8.46;1;3
1046;1046;4.0;1;4
1047;1047;71.27;1;3
1048;1048;81.7;1;2
1049;1049;63.22;1;4
1050;1050;33.97;1;3
1051;1051;7.22;1;2
1052;1052;26.18;1;3
1053;1053;19.96;1;1
1054;1054;28.77;1;2
1055;1055;7.5;1;1
1056;1056;37.87;1;1
1057;1057;3.66;1;2
1058;1058;22.5;1;2
1059;1059;41.24;1;3
1060;1060;20.0;1;2
1061;1061;30.65;1;1
1062;1062;54.46;1;1
1063;1063;26.59;1;2
1064;1064;46.21;1;3
1065;1065;84.61;1;4
1066;1066;18.58;1;4
1067;1067;149.03;1;2
1068;1068;94.29;1;4
1069;1069;36.06;1;1
1070;1070;51.22;1;3
1071;1071;11.88;1;3
1072;1072;36.07;1;4
1073;1073;71.4;1;3
1074;1074;17.8;1;2
1075;1075;48.89;1;2
1076;1076;124.79;1;3
1077;1077;15.57;1;4
1078;1078;5.6;1;2
1079;1079;8.57;1;4
1080;1080;22.08;1;2
1081;1081;3.66;1;2
1082;1082;28.24;1;2
1083;1083;139.17;1;1
1084;1084;70.13;1;1
1085;1085;57.66;1;1
1086;1086;55.52;1;3
1087;1087;4.74;1;3
1088;1088;19.43;1;3
1089;1089;69.63;1;2
1090;1090;15.44;1;3
1091;1091;16.47;1;3
1092;1092;16.75;1;4
1093;1093;14.29;1;1
1094;1094;10.56;1;2
1095;1095;3.11;1;2
1096;1096;54.24;1;3
1097;1097;26.25;1;3
1098;1098;30.44;1;3
1099;1099;26.27;1;2
1100;1100;20.95;1;3
1101;1101;83.41;1;4
1102;1102;36.29;1;3
1103;1103;11.49;1;1
1104;1104;18.45;1;3
1105;1105;70.54;1;1
1106;1106;32.15;1;1
1107;1107;9.06;1;2
1108;1108;11.48;1;3
1109;1109;23.46;1;2
1110;1110;36.21;1;2
1111;1111;36.74;1;1
1112;1112;20.65;1;4
1113;1113;7.3;1;3
1114;1114;9.48;1;3
1115;1115;37.7;1;4
1116;1116;11.38;1;3
1117;1117;7.59;1;4
1118;1118;28.07;1;4
1119;1119;2.86;1;3
1120;1120;54.03;1;4
1121;1121;36.14;1;3
1122;1122;6.19;1;1
1123;1123;11.01;1;1
1124;1124;2428.77;1;3
1125;1125;6.77;1;2
1126;1126;812.59;1;4
1127;1127;4.99;1;4
1128;1128;2832.09;1;3
1129;1129;410.88;1;3
1130;1130;3.99;1;1
1131;1131;87.73;1;1
1132;1132;805.72;1;1
