PRODUCT_ID;WAREHOUSE_ID;STOCK;STORAGE_LOCATION
308;1;145;008XT53
309;1;2301;004TQ28
310;1;1;002DR94
311;1;7;004OS11
312;1;1;005IF51
313;1;201;002EP46
314;1;1;007XE67
315;1;1;004MM10
316;1;169;004WV98
317;1;1;009UC87
318;1;424;003AN52
319;1;1;004VT68
320;1;1;004UB73
321;1;67;006EX54
322;1;31;008ZW26
323;1;50;008MC41
324;1;169;003TH95
325;1;1;003SI11
326;1;1;005WF13
327;1;229;004UP30
328;1;1;006IJ65
329;1;114;001TD07
330;1;98;001LL65
331;1;1;001AY94
332;1;1;004HR61
333;1;828;008EQ89
334;1;1;006TM05
335;1;22;005CE20
336;1;148;003JO81
337;1;1072;004VC25
338;1;1;002VW84
339;1;705;001FE02
340;1;1;006DP63
341;1;3;005DX49
342;1;1;004XJ10
343;1;319;005ZL02
344;1;314;005FT95
345;1;1;004JZ39
346;1;1;009KS34
347;1;1;002DW86
348;1;37;001XV48
349;1;149;005DH40
350;1;220;007GN82
351;1;74;007CM27
352;1;1;002LC49
353;1;5;003HJ44
354;1;20;001FT15
355;1;49;006RK22
356;1;229;005JS38
357;1;1;001EU31
358;1;5;007CE82
359;1;20;001SM43
360;1;139;007PA14
361;1;45;002GD18
362;1;85;003BQ29
363;1;111;005NB47
364;1;316;004XG14
365;1;1;001JE27
366;1;144;005FB14
367;1;156;007CA89
368;1;1;006BW65
369;1;393;005QV48
370;1;535;009GY69
371;1;1;005CM88
372;1;101;007FY03
373;1;548;004TT86
374;1;1;009ZE94
375;1;1;008WH35
376;1;69;009DH69
377;1;38;009LY51
378;1;614;006DZ97
379;1;1;008KQ67
380;1;29;006SE04
381;1;181;004ZX20
382;1;1;004GQ99
383;1;514;005IF24
384;1;1;005IW41
385;1;71;009RX13
386;1;84;006ZX59
387;1;151;002OL05
388;1;662;008PP96
389;1;1;007LX07
390;1;1;006HX52
391;1;226;002LT16
392;1;1;002NI62
393;1;1;001VC60
394;1;146;006OR96
395;1;658;004XC40
396;1;1;002RR12
397;1;223;008EP12
398;1;1;001MA63
399;1;1;001CI33
400;1;163;004NC65
401;1;176;003SY20
402;1;1;005CV99
403;1;51;009DB27
404;1;926;005HQ45
405;1;1;006PT45
406;1;468;003LT51
407;1;1;006IA48
408;1;1;008OK94
409;1;1;009LN93
410;1;66;008IT82
411;1;244;002HW48
412;1;1648;001KZ66
413;1;1;003GZ04
414;1;163;004TM26
415;1;1;003LS37
416;1;1;005EI73
417;1;474;004YU94
418;1;1;005UZ02
419;1;583;005VY68
420;1;1;001BV79
421;1;24;008ZJ09
422;1;213;005NB17
423;1;77;001IP22
424;1;320;008SE18
425;1;3;002MJ29
426;1;1;006PW19
427;1;8;008TU60
428;1;5;009IH72
429;1;78;002XJ59
430;1;76;007XN99
431;1;428;008CE74
432;1;1;003FX28
433;1;1;009KD60
434;1;1;002GM84
435;1;1;001VE55
436;1;104;009AC22
437;1;1885;008SP02
438;1;1;005FE53
439;1;184;008PC91
440;1;441;005OA10
441;1;1;001HU65
442;1;1;005SV30
443;1;216;004QU27
444;1;34;002TV95
445;1;1;002NX06
446;1;198;004OF59
447;1;1;006MD39
448;1;680;001OT89
449;1;1;008CO75
450;1;158;007HY78
451;1;33;001IA20
452;1;1;008FS22
453;1;152;006WX49
454;1;1;008QO68
455;1;0;008QZ06
456;1;84;005DR75
457;1;171;008HE26
458;1;1;002AM30
459;1;144;002BN54
460;1;1;004VK46
461;1;63;004LV15
462;1;83;004WN54
463;1;677;001IB15
464;1;1;002OS68
465;1;99;002SJ11
466;1;168;001EW36
467;1;1;005VY27
468;1;1;004FV53
469;1;76;006TZ04
470;1;1;009NY59
471;1;50;004FL28
472;1;22;003NS66
473;1;68;003TF91
474;1;2275;005GA97
475;1;1;006HH86
476;1;1;009ZM12
477;1;127;007OU87
478;1;809;009NP01
479;1;1;001KN89
480;1;57;007WD61
481;1;1;009WQ40
482;1;123;004QC78
483;1;1;008AU69
484;1;182;009VF40
485;1;97;009BF67
486;1;1;004JS10
487;1;708;006AH33
488;1;1;005NN15
489;1;221;006YL51
490;1;1;002LE29
491;1;78;003OF32
492;1;5;007XL53
493;1;1;002IH06
494;1;105;004AO91
495;1;1;008UE23
496;1;431;007UR17
497;1;1;006ME09
498;1;151;008RR15
499;1;162;004MR60
500;1;161;003XQ73
501;1;1;006JX96
502;1;34;006CK20
503;1;295;006XG88
504;1;1;005TO19
505;1;53;002UR95
506;1;1;003AA47
507;1;102;001VE34
508;1;13;006CP41
509;1;1;006FI08
510;1;366;008TU54
511;1;1;001TW05
512;1;58;004EC44
513;1;395;002TW16
514;1;1;007TP95
515;1;107;004LW14
516;1;1;001FC78
517;1;175;005HB46
518;1;1;009PA07
519;1;1;009OE42
520;1;146;005ZY04
521;1;932;002NV21
522;1;1;001WS25
523;1;82;008ET52
524;1;228;003YT81
525;1;1;002IT99
526;1;110;005SC49
527;1;1;001HI58
528;1;220;001SJ01
529;1;1;005FU76
530;1;77;005JK45
531;1;122;005IO55
532;1;1431;005YR38
533;1;1;009HQ80
534;1;464;002FF94
535;1;1;008FD59
536;1;1;007EI34
537;1;16;007TV12
538;1;128;001AG02
539;1;1;009DU72
540;1;175;002KI42
541;1;1;005EV82
542;1;367;001CB67
543;1;635;008WN59
544;1;1;007TM70
545;1;166;003HO78
546;1;469;004CU72
547;1;772;005UT03
548;1;1;003MA37
549;1;1;003DQ63
550;1;1;004IO76
551;1;245;005VN05
552;1;1;001RG09
553;1;99;006II89
554;1;153;001UP56
555;1;1;006UB27
556;1;16;006HS23
557;1;284;007KS25
558;1;1;007UK16
559;1;286;002GE12
560;1;1;006FX61
561;1;1;005FA39
562;1;335;001YX86
563;1;1;005PT90
564;1;193;001FL84
565;1;6;002OD12
566;1;1;009UT19
567;1;1;003FM63
568;1;142;006XG50
569;1;803;008YM51
570;1;1;008PN17
571;1;1;009UL58
572;1;41;005SN64
573;1;1;007MS73
574;1;43;004TW88
575;1;299;002PO91
576;1;1;005WS34
577;1;43;008KR55
578;1;1;007DO97
579;1;130;001ZW34
580;1;607;005AJ12
581;1;1;005FC47
582;1;202;009RA33
583;1;12;009EE91
584;1;1;008RI30
585;1;37;007KB08
586;1;169;008AK44
587;1;1;004YC18
588;1;1164;003CZ07
589;1;1;008ZQ68
590;1;521;001WI12
591;1;829;003KH46
592;1;1;001RI29
593;1;1;006DO25
594;1;32;003SV28
595;1;160;003IT70
596;1;125;001NE67
597;1;1;008RK55
598;1;222;006SC89
599;1;1;004KO61
600;1;22;001ZV61
601;1;16;006VM07
602;1;68;004HY22
603;1;1200;003YJ08
604;1;1;006SS04
605;1;240;002KJ16
606;1;1;004DR89
607;1;102;009JX52
608;1;18;003CD77
609;1;336;002PJ44
610;1;1;006PY97
611;1;50;007NQ54
612;1;1;006JJ54
613;1;175;006NP87
614;1;213;004QD86
615;1;1;004BG14
616;1;8;005MD44
617;1;208;002LN87
618;1;1;002HB88
619;1;1;008WV52
620;1;239;004IP63
621;1;189;003UG99
622;1;271;006GK80
623;1;1;003DU39
624;1;94;008YF51
625;1;88;003DQ32
626;1;1;006HC91
627;1;105;009IO28
628;1;1;008NR73
629;1;25;004KP70
630;1;94;001NE91
631;1;44;006JG39
632;1;1;005NH03
633;1;96;009WH30
634;1;71;003HV64
635;1;235;003EX11
636;1;5;008YJ59
637;1;1;004BS30
638;1;256;007DX84
639;1;216;005UW24
640;1;1;002XZ47
641;1;1;004UX84
642;1;416;001VG12
643;1;1;009FR84
644;1;133;001OJ95
645;1;4;002SW38
646;1;186;008PN51
647;1;1;006LN12
648;1;814;004UN07
649;1;1;008ZE35
650;1;95;009SL81
651;1;171;002RH01
652;1;66;006MR19
653;1;1;002LC16
654;1;99;003EV99
655;1;8;003LA72
656;1;0;003ME78
657;1;1;008XJ98
658;1;194;006JU27
659;1;109;004JG48
660;1;1;006SV04
661;1;270;008HJ38
662;1;1;004TZ91
663;1;792;002TO30
664;1;1;002AD08
665;1;50;004KJ32
666;1;26;006GJ05
667;1;60;009OE94
668;1;63;002OQ28
669;1;1;006AR65
670;1;60;003VB93
671;1;60;008GA54
672;1;290;008LT51
673;1;1;008HE01
674;1;594;001WI12
675;1;1;001NJ19
676;1;1078;002HW94
677;1;1;005BF50
678;1;16;009OI05
679;1;158;008AZ57
680;1;619;003QI49
681;1;1;005PY60
682;1;1;006SC48
683;1;166;006XC53
684;1;1;001LD47
685;1;1;007RX59
686;1;196;001ZG44
687;1;1;002HC16
688;1;25;004FP42
689;1;157;001TW20
690;1;89;006LK48
691;1;24;008ZS90
692;1;1;002YO66
693;1;479;002WV95
694;1;1;008OI48
695;1;1;003NQ06
696;1;252;006RZ22
697;1;1;003OK32
698;1;39;009LB54
699;1;1;002WS73
700;1;9;003OE25
701;1;96;003YI94
702;1;845;002JP70
703;1;1;008EY45
704;1;1;003KJ91
705;1;173;007LH47
706;1;1;004CH43
707;1;222;006IU85
708;1;1;003AM08
709;1;90;006BW80
710;1;138;001OC46
711;1;1;003ER83
712;1;128;009FS18
713;1;1;009VL65
714;1;333;007NV88
715;1;1;001XW95
716;1;1;008KX17
717;1;370;008UC19
718;1;1;001VV96
719;1;72;004NM19
720;1;1;004QW13
721;1;68;006TB90
722;1;160;006WU45
723;1;1;006AJ83
724;1;226;008KS51
725;1;1;003KK12
726;1;393;007NS25
727;1;1;007EN30
728;1;92;005EF68
729;1;234;007WF88
730;1;1;009XA88
731;1;1;003DV69
732;1;37;009OG46
733;1;300;001DV39
734;1;1;006LB27
735;1;109;006ER12
736;1;19;007HZ39
737;1;71;004HI11
738;1;190;006SY79
739;1;977;005NV14
740;1;1;002CW08
741;1;32;001QN19
742;1;33;006TH51
743;1;44;005WE30
744;1;1;007SI38
745;1;138;006UL03
746;1;1;004OV12
747;1;43;003PC50
748;1;266;001IP49
749;1;1;004CU97
750;1;245;006XK23
751;1;1;001ET41
752;1;282;002UC39
753;1;1;007IE57
754;1;183;001XG51
755;1;1;002RS21
756;1;230;007GJ41
757;1;1;008AZ85
758;1;202;002TI39
759;1;73;007MQ07
760;1;1;002TH64
761;1;74;008HD27
762;1;151;001VY77
763;1;125;006PE18
764;1;1;006TU53
765;1;822;009VU87
766;1;1;007WN29
767;1;116;005JO46
768;1;18;001MX33
769;1;1;008WU61
770;1;1;005EB46
771;1;734;004WZ11
772;1;1;005MS75
773;1;79;007NW91
774;1;1;002DO67
775;1;21;002OF37
776;1;97;001CP80
777;1;1;001MZ42
778;1;171;007GA07
779;1;1;005VT80
780;1;199;002ZP05
781;1;1;001FD62
782;1;1041;002PM72
783;1;1;006DU52
784;1;357;009CC51
785;1;1;005LI94
786;1;84;008ME98
787;1;185;008BJ29
788;1;584;003PR74
789;1;1;006VH03
790;1;1;002MO36
791;1;17;006LA56
792;1;417;003SL17
793;1;1;009NH03
794;1;213;001IN29
795;1;1;007WL17
796;1;72;004UW32
797;1;424;005PH88
798;1;1;001OI38
799;1;55;005LH77
800;1;111;004PV20
801;1;1;008SI02
802;1;175;008YB10
803;1;20;007TD52
804;1;208;006XZ04
805;1;510;006IL91
806;1;1;007MH16
807;1;407;009LX62
808;1;166;005TG92
809;1;1;003ID76
810;1;65;001PF55
811;1;792;009BY22
812;1;1;002DS90
813;1;1;009WG33
814;1;86;001KM34
815;1;5;008MF04
816;1;273;005YY89
817;1;1;007NW15
818;1;70;009YK48
819;1;144;009MJ42
820;1;1;006NB72
821;1;52;001LT03
822;1;1;009AP84
823;1;1292;002WF21
824;1;1;003EJ36
825;1;93;007GL52
826;1;30;002OQ95
827;1;148;004QX26
828;1;281;008NI39
829;1;131;001HO86
830;1;76;005IZ50
831;1;1;004EY30
832;1;102;009NN21
833;1;1;009TH81
834;1;155;002EH16
835;1;1;002UP52
836;1;241;003MK72
837;1;1;003EF57
838;1;1;009XK92
839;1;307;003KA34
840;1;1;007JS91
841;1;482;004IU09
842;1;1;003YW27
843;1;28;004VL58
844;1;151;002JU36
845;1;491;001DC88
846;1;1;003HK08
847;1;166;006DV71
848;1;129;001DL27
849;1;1;006YE91
850;1;272;007ZG42
851;1;1;003NP57
852;1;1;008GM47
853;1;219;001KD82
854;1;399;005UE25
855;1;56;005OI98
856;1;1;007GR29
857;1;1;001YH44
858;1;119;009JB79
859;1;32;004TO56
860;1;183;009RL24
861;1;1;007MB50
862;1;1;009YN65
863;1;102;009IL37
864;1;716;008UX77
865;1;1;009UF04
866;1;6;007UY08
867;1;46;007OU98
868;1;67;005UD67
869;1;18;001TG96
870;1;78;006TP61
871;1;1;005SL53
872;1;34;003DK89
873;1;215;008RM37
874;1;7;009MH80
875;1;17;006ED18
876;1;165;001DB43
877;1;413;007FG32
878;1;1;005IY39
879;1;141;006OV46
880;1;1;005AU73
881;1;67;003FA45
882;1;42;008YK44
883;1;9;003CW89
884;1;648;008BN50
885;1;1;009AY88
886;1;195;008ZM67
887;1;1;003TX41
888;1;1;006UF72
889;1;84;002LO64
890;1;1;008YP82
891;1;200;007VN24
892;1;1;005AP40
893;1;96;003OM10
894;1;1;007IE55
895;1;234;005CV70
896;1;1;004QB11
897;1;41;006VN30
898;1;139;001EW61
899;1;1;009QO27
900;1;135;007AK92
901;1;25;004QT74
902;1;367;001OX12
903;1;1;006BA60
904;1;145;007MS57
905;1;1;005IJ89
906;1;352;009FX59
907;1;1;006LA17
908;1;194;002XD41
909;1;398;005JT40
910;1;1;001QI39
911;1;1;009DJ84
912;1;555;007PV58
913;1;1;006IE61
914;1;1;005DI22
915;1;475;007VL49
916;1;1;002VN72
917;1;138;005JP05
918;1;57;001EB22
919;1;1;003VT60
920;1;394;004YK86
921;1;1;003YI96
922;1;1;008NQ52
923;1;304;007VY40
924;1;78;005PM93
925;1;1;002HH59
926;1;185;002YW45
927;1;1;005DH95
928;1;151;001RR37
929;1;97;001PQ27
930;1;17;009OP16
931;1;174;002GM81
932;1;1;009JC80
933;1;74;006GH41
934;1;67;006AC25
935;1;46;001JC46
936;1;60;002ZH06
937;1;302;006FM42
938;1;1;005BP55
939;1;1;009AM02
940;1;105;001WE34
941;1;108;009EW06
942;1;32;008NZ08
943;1;14;008MS74
944;1;1;008CX87
945;1;1;003TW43
946;1;597;009GX64
947;1;1;008ST79
948;1;53;002EF42
949;1;95;006MQ54
950;1;62;008LS99
951;1;61;001AI97
952;1;10;002DL03
953;1;62;002BM19
954;1;58;001LT85
955;1;911;006UG88
956;1;1;007BY85
957;1;154;003GS15
958;1;67;005BU77
959;1;1;008LO70
960;1;542;001FM57
961;1;1;005YU56
962;1;112;004UD59
963;1;1;001BJ09
964;1;94;003MS66
965;1;182;003DI29
966;1;1;003FU73
967;1;150;001UJ33
968;1;1;007ZJ89
969;1;1;009HF95
970;1;65;003JK87
971;1;1;008KA58
972;1;200;001BY13
973;1;63;005YW14
974;1;8;003OH72
975;1;744;007YG10
976;1;1;002OH58
977;1;440;009GH45
978;1;205;005KQ87
979;1;1;009LF99
980;1;144;004ZF29
981;1;1;007HC39
982;1;58;008YX06
983;1;256;007NM50
984;1;1;001TU14
985;1;107;001PT90
986;1;163;009MF36
987;1;1;009EL67
988;1;317;007US22
989;1;1;008LK68
990;1;162;002PY83
991;1;1;009MJ69
992;1;354;006HY08
993;1;1;009QF24
994;1;1;008TY19
995;1;95;008NZ39
996;1;43;001CO41
997;1;1;007NH50
998;1;46;007ZW98
999;1;507;003EL67
1000;1;1;006YH61
1001;1;1;006GG03
1002;1;430;004JW36
1003;1;791;003NI06
1004;1;1;006XT33
1005;1;1;007TT77
1006;1;85;008QP32
1007;1;169;005GX22
1008;1;1;009GV01
1009;1;306;009AM16
1010;1;1;001KW81
1011;1;232;009DM94
1012;1;50;002BU06
1013;1;16;002LL34
1014;1;1;007NI35
1015;1;93;006HG08
1016;1;1;003JA01
1017;1;122;006IY83
1018;1;7;007NC10
1019;1;444;009IU16
1020;1;1;004YZ18
1021;1;49;003NL11
1022;1;171;007RX48
1023;1;1;003LV01
1024;1;138;007AG72
1025;1;76;004WT48
1026;1;115;008KW27
1027;1;1;001MQ35
1028;1;1;006HE87
1029;1;187;009DO89
1030;1;43;004DX21
1031;1;1;009WC16
1032;1;109;004KZ78
1033;1;313;005TY60
1034;1;1;002IN74
1035;1;1;002PT62
1036;1;98;009AR59
1037;1;26;003PL39
1038;1;57;005CO87
1039;1;35;005XC95
1040;1;11;001CL78
1041;1;12;002RL86
1042;1;567;005AP68
1043;1;1;003KB52
1044;1;132;009KG20
1045;1;280;001RC61
1046;1;1;001EZ09
1047;1;189;002XS30
1048;1;9;006MH76
1049;1;43;005YE03
1050;1;72;008XS12
1051;1;407;001UH50
1052;1;1;009XX59
1053;1;42;003LL14
1054;1;113;008FF49
1055;1;1;003TG31
1056;1;29;009AY69
1057;1;43;007TF74
1058;1;66;005DQ77
1059;1;151;003QD27
1060;1;1;003OK93
1061;1;356;007KT27
1062;1;1;004UW61
1063;1;1;003GD16
1064;1;1;009US39
1065;1;451;001MU32
1066;1;193;006KO18
1067;1;1;001CF60
1068;1;21;001BT51
1069;1;76;007VR05
1070;1;220;007DA95
1071;1;74;002UC52
1072;1;1;009QG21
1073;1;23;005QO51
1074;1;122;001VQ61
1075;1;31;009ZN27
1076;1;18;001CO16
1077;1;10;003EO37
1078;1;46;007DJ50
1079;1;324;004EK53
1080;1;110;005RC05
1081;1;128;007WT48
1082;1;1;009GC75
1083;1;8;002VF26
1084;1;179;003AN49
1085;1;1;002SX15
1086;1;4;002KY77
1087;1;56;004SK05
1088;1;125;009HU51
1089;1;139;009QW15
1090;1;1;007FZ68
1091;1;1;004GN96
1092;1;115;003LY29
1093;1;144;008CR45
1094;1;42;001LT87
1095;1;158;003NU69
1096;1;1;001DD17
1097;1;46;009MA34
1098;1;13;009ZN86
1099;1;62;007XK11
1100;1;158;008KS59
1101;1;10;005JX61
1102;1;450;005IR29
1103;1;1;005BJ50
1104;1;1;005QA42
1105;1;1;001IZ64
1106;1;146;008IZ98
1107;1;1;004YR56
1108;1;32;008TF63
1109;1;22;006WY21
1110;1;125;002DD10
1111;1;1;003GU46
1112;1;432;004XZ08
1113;1;1;002ML74
1114;1;209;006UV48
1115;1;1;002YS47
1116;1;72;003TK58
1117;1;65;009FU11
1118;1;53;008CE76
1119;1;170;005BK67
1120;1;342;001UL48
1121;1;1;002WJ69
1122;1;147;007EY29
1123;1;27;003FD11
1124;1;1;005EG66
1125;1;494;006WB98
1126;1;1;009LB22
1127;1;69;003IC44
1128;1;59;007VC52
1129;1;145;007FD46
1130;1;1;003OQ63
1131;1;44;006ZP90
1132;1;6;003LR08
1133;1;115;003XA89
1134;1;677;001RH52
1135;1;1;002KJ98
1136;1;29;001VZ11
1137;1;112;008XS56
1138;1;43;008JQ60
1139;1;4;006NP08
1140;1;4;009LI40
1141;1;52;003TQ30
1142;1;293;003HX30
1143;1;383;009TO34
1144;1;1;008IR61
1145;1;1303;004FC89
1146;1;1;002YC40
1147;1;106;006AE66
1148;1;1;002CT22
1149;1;40;002PO80
1150;1;85;006FK42
1151;1;163;006DE83
1152;1;64;002QE13
1153;1;58;005QK51
1154;1;1;007LL94
1155;1;49;005EW52
1156;1;1;007NZ94
1157;1;448;008NE93
1158;1;1;009HK13
1159;1;111;009FO32
1160;1;1;008WB61
1161;1;1;006AC07
1162;1;327;002QA75
1163;1;1;002CG97
1164;1;160;005JL61
1165;1;101;005KG21
1166;1;1;003VI22
1167;1;59;009BM95
1168;1;30;006MQ23
1169;1;42;002LR10
1170;1;18;002AY64
1171;1;369;005GN85
1172;1;1;003VJ47
1173;1;1;001OC66
1174;1;6;003GK96
1175;1;82;001DR25
1176;1;31;002FP63
1177;1;211;002WA22
1178;1;1;005RA25
1179;1;171;009PT88
1180;1;1;002DY89
1181;1;99;004JI82
1182;1;246;001ZP31
1183;1;1;006XX56
1184;1;215;005QH10
1185;1;1;008VS09
1186;1;76;006IM64
1187;1;293;002LO03
1188;1;1;007CP15
1189;1;1;001UU80
1190;1;183;005BO89
1191;1;142;003SI20
1192;1;1;005XC82
1193;1;58;006PQ70
1194;1;60;003JB73
1195;1;334;001EG07
1196;1;1;001VJ62
1197;1;618;002OT66
1198;1;1;007AX41
1199;1;32;003SV19
1200;1;37;003ID43
1201;1;58;006NG75
1202;1;21;003VC86
1203;1;72;007IQ93
1204;1;46;001FE78
1205;1;1;003NO05
1206;1;39;001WD55
1207;1;35;001NL79
1208;1;446;001GS68
1209;1;1;002TO61
1210;1;1;007QY19
1211;1;1;003RM64
1212;1;129;009LS33
1213;1;480;002RX34
1214;1;1;003KD91
1215;1;1;003ST77
1216;1;32;007AP65
1217;1;91;003RZ57
1218;1;76;006FN20
1219;1;1;002CI36
1220;1;51;004FZ42
1221;1;72;006XW44
1222;1;63;002YY09
1223;1;87;003RD16
1224;1;40;003GO64
1225;1;20;007PO10
