PAYMENT_EXTENSION_ID;PAYMENT_ID;TRANSACTION_NUMBER;POINT_OF_SALE_ID
332;332;62;1
333;333;63;1
334;334;64;1
335;335;65;1
336;336;66;1
337;337;67;1
338;338;68;1
339;339;69;1
340;340;70;1
341;341;71;1
342;342;72;1
343;343;73;1
344;344;74;1
345;345;75;1
346;346;76;1
347;347;77;1
348;348;78;1
349;349;79;1
350;350;80;1
351;351;81;1
352;352;82;1
353;353;83;1
354;354;84;1
355;355;85;1
356;356;86;1
357;357;87;1
358;358;88;1
359;359;89;1
360;360;90;1
361;361;91;1
362;362;92;1
363;363;93;1
364;364;94;1
365;365;95;1
366;366;96;1
367;367;97;1
368;368;98;1
369;369;99;1
370;370;100;1
371;371;101;1
372;372;102;1
373;373;103;1
374;374;104;1
375;375;105;1
376;376;106;1
377;377;107;1
378;378;108;1
379;379;109;1
380;380;110;1
381;381;111;1
382;382;112;1
383;383;113;1
384;384;114;1
385;385;115;1
386;386;116;1
387;387;117;1
388;388;118;1
389;389;119;1
390;390;120;1
391;391;121;1
392;392;122;1
393;393;123;1
394;394;124;1
395;395;125;1
396;396;126;1
397;397;127;1
398;398;128;1
399;399;129;1
400;400;130;1
401;401;131;1
402;402;132;1
403;403;133;1
404;404;134;1
405;405;135;1
406;406;136;1
407;407;137;1
408;408;138;1
409;409;139;1
410;410;140;1
411;411;141;1
412;412;143;1
413;413;144;1
414;414;146;1
415;415;147;1
416;416;148;1
417;417;149;1
418;418;150;1
419;419;151;1
420;420;152;1
421;421;153;1
422;422;154;1
423;423;156;1
424;424;157;1
425;425;158;1
426;426;159;1
427;427;160;1
428;428;162;1
429;429;163;1
430;430;164;1
431;431;165;1
432;432;167;1
433;433;168;1
434;434;169;1
435;435;170;1
436;436;171;1
437;437;172;1
438;438;173;1
439;439;174;1
440;440;175;1
441;441;176;1
442;442;177;1
443;443;178;1
444;444;179;1
445;445;180;1
446;446;181;1
447;447;182;1
448;448;183;1
449;449;184;1
450;450;185;1
451;451;186;1
452;452;187;1
453;453;188;1
454;454;189;1
455;455;190;1
456;456;191;1
457;457;192;1
458;458;193;1
459;459;194;1
460;460;195;1
461;461;196;1
462;462;197;1
463;463;198;1
464;464;199;1
465;465;200;1
466;466;201;1
467;467;202;1
468;468;203;1
469;469;204;1
470;470;205;1
471;471;206;1
472;472;207;1
473;473;208;1
474;474;209;1
475;475;210;1
476;476;211;1
477;477;212;1
478;478;213;1
479;479;214;1
480;480;215;1
481;481;216;1
482;482;217;1
483;483;218;1
484;484;219;1
485;485;220;1
486;486;221;1
487;487;222;1
488;488;223;1
489;489;224;1
490;490;225;1
491;491;226;1
492;492;227;1
493;493;228;1
494;494;229;1
495;495;230;1
496;496;231;1
497;497;232;1
498;498;233;1
499;499;234;1
500;500;235;1
501;501;236;1
502;502;237;1
503;503;238;1
504;504;239;1
505;505;240;1
506;506;241;1
507;507;242;1
508;508;243;1
509;509;244;1
510;510;245;1
511;511;246;1
512;512;247;1
513;513;248;1
514;514;249;1
515;515;250;1
516;516;251;1
517;517;252;1
518;518;253;1
519;519;254;1
520;520;255;1
521;521;256;1
522;522;257;1
523;523;258;1
524;524;259;1
525;525;260;1
526;526;261;1
527;527;262;1
528;528;263;1
529;529;264;1
530;530;265;1
531;531;266;1
532;532;267;1
533;533;268;1
534;534;269;1
535;535;270;1
536;536;271;1
537;537;272;1
538;538;273;1
539;539;274;1
540;540;275;1
541;541;276;1
542;542;277;1
543;543;278;1
544;544;279;1
545;545;280;1
546;546;281;1
547;547;282;1
548;548;283;1
549;549;284;1
550;550;285;1
551;551;286;1
552;552;287;1
553;553;288;1
554;554;289;1
555;555;290;1
556;556;291;1
557;557;292;1
558;558;293;1
559;559;294;1
560;560;295;1
561;561;296;1
562;562;297;1
563;563;298;1
564;564;299;1
565;565;300;1
566;566;301;1
567;567;302;1
568;568;304;1
569;569;305;1
570;570;306;1
571;571;307;1
572;572;308;1
573;573;309;1
574;574;310;1
575;575;311;1
576;576;313;1
577;577;314;1
578;578;315;1
579;579;316;1
580;580;317;1
581;581;319;1
582;582;320;1
583;583;321;1
584;584;322;1
585;585;323;1
586;586;324;1
587;587;326;1
588;588;327;1
589;589;328;1
590;590;329;1
591;591;330;1
592;592;331;1
593;593;332;1
594;594;333;1
595;595;334;1
596;596;335;1
597;597;336;1
598;598;337;1
599;599;338;1
600;600;339;1
601;601;340;1
602;602;341;1
603;603;342;1
604;604;343;1
605;605;344;1
606;606;345;1
607;607;346;1
608;608;347;1
609;609;348;1
610;610;349;1
611;611;350;1
612;612;351;1
613;613;352;1
614;614;353;1
615;615;354;1
616;616;355;1
617;617;356;1
618;618;357;1
619;619;358;1
620;620;359;1
621;621;360;1
622;622;361;1
623;623;362;1
624;624;363;1
625;625;364;1
626;626;365;1
627;627;366;1
628;628;367;1
629;629;368;1
630;630;369;1
631;631;370;1
632;632;371;1
633;633;372;1
634;634;373;1
635;635;374;1
636;636;375;1
637;637;376;1
638;638;377;1
639;639;378;1
640;640;379;1
641;641;380;1
642;642;381;1
643;643;382;1
644;644;383;1
645;645;384;1
646;646;385;1
647;647;386;1
648;648;387;1
649;649;388;1
650;650;389;1
651;651;390;1
652;652;391;1
653;653;392;1
654;654;393;1
655;655;394;1
656;656;395;1
657;657;396;1
658;658;397;1
659;659;398;1
660;660;399;1
661;661;400;1
662;662;401;1
663;663;402;1
664;664;403;1
665;665;404;1
666;666;405;1
667;667;406;1
668;668;407;1
669;669;408;1
670;670;409;1
671;671;410;1
672;672;411;1
673;673;412;1
674;674;413;1
675;675;414;1
676;676;415;1
677;677;416;1
678;678;417;1
679;679;418;1
680;680;419;1
681;681;420;1
682;682;421;1
683;683;422;1
684;684;423;1
685;685;424;1
686;686;425;1
687;687;426;1
688;688;427;1
689;689;428;1
690;690;429;1
691;691;430;1
692;692;431;1
693;693;432;1
694;694;433;1
695;695;434;1
696;696;435;1
697;697;436;1
698;698;437;1
699;699;438;1
700;700;439;1
701;701;440;1
702;702;441;1
703;703;442;1
704;704;443;1
705;705;444;1
706;706;445;1
707;707;446;1
708;708;447;1
709;709;448;1
710;710;449;1
711;711;450;1
712;712;451;1
713;713;452;1
714;714;453;1
715;715;454;1
716;716;455;1
717;717;456;1
718;718;457;1
719;719;458;1
720;720;459;1
721;721;460;1
722;722;461;1
723;723;462;1
724;724;463;1
725;725;464;1
726;726;465;1
727;727;466;1
728;728;467;1
729;729;469;1
730;730;470;1
731;731;471;1
732;732;472;1
733;733;473;1
734;734;474;1
735;735;475;1
736;736;477;1
737;737;478;1
738;738;479;1
739;739;480;1
740;740;482;1
741;741;483;1
742;742;484;1
743;743;485;1
744;744;486;1
745;745;488;1
746;746;489;1
747;747;490;1
748;748;491;1
749;749;492;1
750;750;493;1
751;751;494;1
752;752;495;1
753;753;496;1
754;754;497;1
755;755;498;1
756;756;499;1
757;757;500;1
758;758;501;1
759;759;502;1
760;760;503;1
761;761;504;1
762;762;505;1
763;763;506;1
764;764;507;1
765;765;508;1
766;766;509;1
767;767;510;1
768;768;511;1
769;769;512;1
770;770;513;1
771;771;514;1
772;772;515;1
773;773;516;1
774;774;517;1
775;775;518;1
776;776;519;1
777;777;520;1
778;778;521;1
779;779;522;1
780;780;523;1
781;781;524;1
782;782;525;1
783;783;526;1
784;784;527;1
785;785;528;1
786;786;529;1
787;787;530;1
788;788;531;1
789;789;532;1
790;790;533;1
791;791;534;1
792;792;535;1
793;793;536;1
794;794;537;1
795;795;538;1
796;796;539;1
797;797;540;1
798;798;541;1
799;799;542;1
800;800;543;1
801;801;544;1
802;802;545;1
803;803;546;1
804;804;547;1
805;805;548;1
806;806;549;1
807;807;550;1
808;808;551;1
809;809;552;1
810;810;553;1
811;811;554;1
812;812;555;1
813;813;556;1
814;814;557;1
815;815;558;1
816;816;559;1
817;817;560;1
818;818;561;1
819;819;562;1
820;820;563;1
821;821;565;1
822;822;566;1
823;823;567;1
824;824;568;1
825;825;569;1
826;826;570;1
827;827;571;1
828;828;572;1
829;829;573;1
830;830;574;1
831;831;575;1
832;832;576;1
833;833;577;1
834;834;578;1
835;835;579;1
836;836;580;1
837;837;581;1
838;838;582;1
839;839;583;1
840;840;584;1
841;841;585;1
842;842;586;1
843;843;587;1
844;844;588;1
845;845;589;1
846;846;590;1
847;847;591;1
848;848;592;1
849;849;593;1
850;850;594;1
851;851;595;1
852;852;596;1
853;853;597;1
854;854;598;1
855;855;599;1
856;856;600;1
857;857;601;1
858;858;602;1
859;859;603;1
860;860;604;1
861;861;605;1
862;862;606;1
863;863;607;1
864;864;608;1
865;865;609;1
866;866;610;1
867;867;611;1
868;868;612;1
869;869;613;1
870;870;614;1
871;871;615;1
872;872;616;1
873;873;617;1
874;874;618;1
875;875;619;1
876;876;620;1
877;877;621;1
878;878;622;1
879;879;623;1
880;880;624;1
881;881;626;1
882;882;627;1
883;883;628;1
884;884;629;1
885;885;630;1
886;886;631;1
887;887;632;1
888;888;634;1
889;889;635;1
890;890;636;1
891;891;637;1
892;892;638;1
893;893;640;1
894;894;641;1
895;895;642;1
896;896;643;1
897;897;644;1
898;898;645;1
899;899;647;1
900;900;648;1
901;901;649;1
902;902;650;1
903;903;651;1
904;904;652;1
905;905;653;1
906;906;654;1
907;907;655;1
908;908;656;1
909;909;657;1
910;910;658;1
911;911;659;1
912;912;660;1
913;913;661;1
914;914;662;1
915;915;663;1
916;916;664;1
917;917;665;1
918;918;666;1
919;919;667;1
920;920;668;1
921;921;669;1
922;922;670;1
923;923;671;1
924;924;672;1
925;925;673;1
926;926;674;1
927;927;675;1
928;928;676;1
929;929;677;1
930;930;678;1
931;931;679;1
932;932;680;1
933;933;681;1
934;934;682;1
935;935;683;1
936;936;684;1
937;937;685;1
938;938;686;1
939;939;687;1
940;940;688;1
941;941;689;1
942;942;690;1
943;943;691;1
944;944;692;1
945;945;693;1
946;946;694;1
947;947;695;1
948;948;696;1
949;949;697;1
950;950;698;1
951;951;699;1
952;952;700;1
953;953;701;1
954;954;702;1
955;955;703;1
956;956;704;1
957;957;705;1
958;958;706;1
959;959;707;1
960;960;708;1
961;961;709;1
962;962;710;1
963;963;711;1
964;964;712;1
965;965;713;1
966;966;714;1
967;967;715;1
968;968;716;1
969;969;717;1
970;970;718;1
971;971;719;1
972;972;720;1
973;973;721;1
974;974;722;1
975;975;723;1
976;976;724;1
977;977;725;1
978;978;726;1
979;979;727;1
980;980;728;1
981;981;729;1
982;982;730;1
983;983;731;1
984;984;732;1
985;985;733;1
986;986;734;1
987;987;735;1
988;988;736;1
989;989;737;1
990;990;738;1
991;991;739;1
992;992;740;1
993;993;741;1
994;994;742;1
995;995;743;1
996;996;744;1
997;997;745;1
998;998;746;1
999;999;747;1
1000;1000;748;1
1001;1001;749;1
1002;1002;750;1
1003;1003;751;1
1004;1004;752;1
1005;1005;753;1
1006;1006;754;1
1007;1007;755;1
1008;1008;756;1
1009;1009;757;1
1010;1010;758;1
1011;1011;759;1
1012;1012;760;1
1013;1013;761;1
1014;1014;762;1
1015;1015;763;1
1016;1016;764;1
1017;1017;765;1
1018;1018;766;1
1019;1019;767;1
1020;1020;768;1
1021;1021;769;1
1022;1022;770;1
1023;1023;771;1
1024;1024;772;1
1025;1025;773;1
1026;1026;774;1
1027;1027;775;1
1028;1028;776;1
1029;1029;777;1
1030;1030;778;1
1031;1031;779;1
1032;1032;780;1
1033;1033;781;1
1034;1034;782;1
1035;1035;783;1
1036;1036;784;1
1037;1037;785;1
1038;1038;786;1
1039;1039;787;1
1040;1040;788;1
1041;1041;789;1
1042;1042;791;1
1043;1043;792;1
1044;1044;793;1
1045;1045;794;1
1046;1046;796;1
1047;1047;797;1
1048;1048;798;1
1049;1049;799;1
1050;1050;801;1
1051;1051;802;1
1052;1052;803;1
1053;1053;804;1
1054;1054;805;1
1055;1055;807;1
1056;1056;808;1
1057;1057;809;1
1058;1058;810;1
1059;1059;811;1
1060;1060;812;1
1061;1061;813;1
1062;1062;814;1
1063;1063;815;1
1064;1064;816;1
1065;1065;817;1
1066;1066;818;1
1067;1067;819;1
1068;1068;820;1
1069;1069;821;1
1070;1070;822;1
1071;1071;823;1
1072;1072;824;1
1073;1073;825;1
1074;1074;826;1
1075;1075;827;1
1076;1076;828;1
1077;1077;829;1
1078;1078;830;1
1079;1079;831;1
1080;1080;832;1
1081;1081;833;1
1082;1082;834;1
1083;1083;835;1
1084;1084;836;1
1085;1085;837;1
1086;1086;838;1
1087;1087;839;1
1088;1088;840;1
1089;1089;841;1
1090;1090;842;1
1091;1091;843;1
1092;1092;844;1
1093;1093;845;1
1094;1094;846;1
1095;1095;847;1
1096;1096;848;1
1097;1097;849;1
1098;1098;850;1
1099;1099;851;1
1100;1100;852;1
1101;1101;853;1
1102;1102;854;1
1103;1103;855;1
1104;1104;856;1
1105;1105;857;1
1106;1106;858;1
1107;1107;859;1
1108;1108;860;1
1109;1109;861;1
1110;1110;862;1
1111;1111;863;1
1112;1112;864;1
1113;1113;865;1
1114;1114;866;1
1115;1115;867;1
1116;1116;868;1
1117;1117;869;1
1118;1118;870;1
1119;1119;871;1
1120;1120;872;1
1121;1121;873;1
1122;1122;874;1
1123;1123;875;1
1124;1124;876;1
1125;1125;877;1
1126;1126;878;1
1127;1127;879;1
1128;1128;880;1
1129;1129;881;1
1130;1130;882;1
1131;1131;883;1
1132;1132;884;1
1133;1133;885;1
1134;1134;886;1
1135;1135;887;1
1136;1136;888;1
1137;1137;889;1
1138;1138;890;1
1139;1139;891;1
1140;1140;892;1
1141;1141;893;1
1142;1142;894;1
1143;1143;895;1
1144;1144;896;1
1145;1145;897;1
1146;1146;898;1
1147;1147;899;1
1148;1148;900;1
1149;1149;901;1
1150;1150;902;1
1151;1151;903;1
1152;1152;904;1
1153;1153;905;1
1154;1154;906;1
1155;1155;907;1
1156;1156;908;1
1157;1157;909;1
1158;1158;910;1
1159;1159;911;1
1160;1160;912;1
1161;1161;913;1
1162;1162;914;1
1163;1163;915;1
1164;1164;916;1
1165;1165;917;1
1166;1166;918;1
1167;1167;919;1
1168;1168;920;1
1169;1169;921;1
1170;1170;922;1
1171;1171;923;1
1172;1172;924;1
1173;1173;925;1
1174;1174;926;1
1175;1175;927;1
1176;1176;928;1
1177;1177;929;1
1178;1178;930;1
1179;1179;931;1
1180;1180;932;1
1181;1181;933;1
1182;1182;934;1
1183;1183;935;1
1184;1184;936;1
1185;1185;937;1
1186;1186;938;1
1187;1187;939;1
1188;1188;940;1
1189;1189;941;1
1190;1190;942;1
1191;1191;943;1
1192;1192;944;1
1193;1193;945;1
1194;1194;946;1
1195;1195;948;1
1196;1196;949;1
1197;1197;950;1
1198;1198;951;1
1199;1199;953;1
1200;1200;954;1
1201;1201;955;1
1202;1202;956;1
1203;1203;957;1
1204;1204;958;1
1205;1205;959;1
1206;1206;960;1
1207;1207;962;1
1208;1208;963;1
1209;1209;964;1
1210;1210;965;1
1211;1211;967;1
1212;1212;968;1
1213;1213;969;1
1214;1214;970;1
1215;1215;971;1
1216;1216;972;1
1217;1217;973;1
1218;1218;974;1
1219;1219;975;1
1220;1220;976;1
1221;1221;977;1
1222;1222;978;1
1223;1223;979;1
1224;1224;980;1
1225;1225;981;1
1226;1226;982;1
1227;1227;983;1
1228;1228;984;1
1229;1229;985;1
1230;1230;986;1
1231;1231;987;1
1232;1232;988;1
1233;1233;989;1
1234;1234;990;1
1235;1235;991;1
1236;1236;992;1
1237;1237;993;1
1238;1238;994;1
1239;1239;995;1
1240;1240;996;1
1241;1241;997;1
1242;1242;998;1
1243;1243;999;1
1244;1244;1000;1
1245;1245;1001;1
1246;1246;1002;1
1247;1247;1003;1
1248;1248;1004;1
1249;1249;1005;1
1250;1250;1006;1
1251;1251;1007;1
1252;1252;1008;1
1253;1253;1009;1
1254;1254;1010;1
1255;1255;1011;1
1256;1256;1012;1
1257;1257;1013;1
1258;1258;1014;1
1259;1259;1015;1
1260;1260;1016;1
1261;1261;1017;1
1262;1262;1018;1
1263;1263;1019;1
1264;1264;1020;1
1265;1265;1021;1
1266;1266;1022;1
1267;1267;1023;1
1268;1268;1024;1
1269;1269;1025;1
1270;1270;1026;1
1271;1271;1027;1
1272;1272;1028;1
1273;1273;1029;1
1274;1274;1030;1
1275;1275;1031;1
1276;1276;1032;1
1277;1277;1033;1
1278;1278;1034;1
1279;1279;1035;1
1280;1280;1036;1
1281;1281;1037;1
1282;1282;1038;1
1283;1283;1039;1
1284;1284;1040;1
1285;1285;1041;1
1286;1286;1042;1
1287;1287;1043;1
1288;1288;1044;1
1289;1289;1045;1
1290;1290;1046;1
1291;1291;1047;1
1292;1292;1048;1
1293;1293;1049;1
1294;1294;1050;1
1295;1295;1051;1
1296;1296;1052;1
1297;1297;1053;1
1298;1298;1054;1
1299;1299;1055;1
1300;1300;1056;1
1301;1301;1057;1
1302;1302;1058;1
1303;1303;1059;1
1304;1304;1060;1
1305;1305;1061;1
1306;1306;1062;1
1307;1307;1063;1
1308;1308;1064;1
1309;1309;1065;1
1310;1310;1066;1
1311;1311;1067;1
1312;1312;1068;1
1313;1313;1069;1
1314;1314;1070;1
1315;1315;1071;1
1316;1316;1072;1
1317;1317;1073;1
1318;1318;1074;1
1319;1319;1075;1
1320;1320;1076;1
1321;1321;1077;1
1322;1322;1078;1
1323;1323;1079;1
1324;1324;1080;1
1325;1325;1081;1
1326;1326;1082;1
1327;1327;1083;1
1328;1328;1084;1
1329;1329;1085;1
1330;1330;1086;1
1331;1331;1087;1
1332;1332;1088;1
1333;1333;1089;1
1334;1334;1090;1
1335;1335;1091;1
1336;1336;1092;1
1337;1337;1093;1
1338;1338;1094;1
1339;1339;1095;1
1340;1340;1096;1
1341;1341;1097;1
1342;1342;1098;1
1343;1343;1099;1
1344;1344;1100;1
1345;1345;1101;1
1346;1346;1102;1
1347;1347;1103;1
1348;1348;1104;1
1349;1349;1105;1
1350;1350;1106;1
1351;1351;1107;1
1352;1352;1108;1
1353;1353;1110;1
1354;1354;1111;1
1355;1355;1112;1
1356;1356;1113;1
1357;1357;1114;1
1358;1358;1115;1
1359;1359;1117;1
1360;1360;1118;1
1361;1361;1119;1
1362;1362;1120;1
1363;1363;1121;1
1364;1364;1122;1
1365;1365;1123;1
1366;1366;1125;1
1367;1367;1126;1
1368;1368;1127;1
1369;1369;1128;1
1370;1370;1130;1
1371;1371;1131;1
1372;1372;1132;1
1373;1373;1133;1
1374;1374;1134;1
1375;1375;1135;1
1376;1376;1136;1
1377;1377;1137;1
1378;1378;1138;1
1379;1379;1139;1
1380;1380;1140;1
1381;1381;1141;1
1382;1382;1142;1
1383;1383;1143;1
1384;1384;1144;1
1385;1385;1145;1
1386;1386;1146;1
1387;1387;1147;1
1388;1388;1148;1
1389;1389;1149;1
1390;1390;1150;1
1391;1391;1151;1
1392;1392;1152;1
1393;1393;1154;1
1394;1394;1155;1
1395;1395;1156;1
1396;1396;1157;1
1397;1397;1158;1
1398;1398;1159;1
1399;1399;1160;1
1400;1400;1161;1
1401;1401;1162;1
1402;1402;1163;1
1403;1403;1164;1
1404;1404;1165;1
1405;1405;1166;1
1406;1406;1167;1
1407;1407;1168;1
1408;1408;1169;1
1409;1409;1170;1
1410;1410;1171;1
1411;1411;1172;1
1412;1412;1173;1
1413;1413;1174;1
1414;1414;1175;1
1415;1415;1176;1
1416;1416;1177;1
1417;1417;1178;1
1418;1418;1179;1
1419;1419;1180;1
1420;1420;1181;1
1421;1421;1182;1
1422;1422;1183;1
1423;1423;1184;1
1424;1424;1185;1
1425;1425;1186;1
1426;1426;1187;1
1427;1427;1188;1
1428;1428;1189;1
1429;1429;1190;1
1430;1430;1191;1
1431;1431;1192;1
1432;1432;1193;1
1433;1433;1194;1
1434;1434;1195;1
1435;1435;1196;1
1436;1436;1198;1
1437;1437;1199;1
1438;1438;1200;1
1439;1439;1201;1
1440;1440;1202;1
1441;1441;1203;1
1442;1442;1204;1
1443;1443;1205;1
1444;1444;1206;1
1445;1445;1207;1
1446;1446;1208;1
1447;1447;1209;1
1448;1448;1210;1
1449;1449;1211;1
1450;1450;1212;1
1451;1451;1213;1
1452;1452;1214;1
1453;1453;1215;1
1454;1454;1216;1
1455;1455;1217;1
1456;1456;1218;1
1457;1457;1219;1
1458;1458;1220;1
1459;1459;1221;1
1460;1460;1222;1
1461;1461;1223;1
1462;1462;1224;1
1463;1463;1225;1
1464;1464;1226;1
1465;1465;1227;1
1466;1466;1228;1
1467;1467;1230;1
1468;1468;1231;1
1469;1469;1232;1
1470;1470;1233;1
1471;1471;1234;1
1472;1472;1235;1
1473;1473;1236;1
1474;1474;1237;1
1475;1475;1238;1
1476;1476;1239;1
1477;1477;1240;1
1478;1478;1241;1
1479;1479;1242;1
1480;1480;1243;1
1481;1481;1244;1
1482;1482;1245;1
1483;1483;1246;1
1484;1484;1247;1
1485;1485;1248;1
1486;1486;1249;1
1487;1487;1250;1
1488;1488;1251;1
1489;1489;1252;1
1490;1490;1253;1
1491;1491;1254;1
1492;1492;1255;1
1493;1493;1256;1
1494;1494;1257;1
1495;1495;1258;1
1496;1496;1259;1
1497;1497;1260;1
1498;1498;1261;1
1499;1499;1262;1
1500;1500;1264;1
1501;1501;1265;1
1502;1502;1266;1
1503;1503;1267;1
1504;1504;1268;1
1505;1505;1269;1
1506;1506;1270;1
1507;1507;1271;1
1508;1508;1272;1
1509;1509;1273;1
1510;1510;1274;1
1511;1511;1275;1
1512;1512;1276;1
1513;1513;1277;1
1514;1514;1278;1
1515;1515;1279;1
1516;1516;1280;1
1517;1517;1281;1
1518;1518;1282;1
1519;1519;1283;1
1520;1520;1284;1
1521;1521;1285;1
1522;1522;1286;1
1523;1523;1287;1
1524;1524;1289;1
1525;1525;1290;1
1526;1526;1291;1
1527;1527;1292;1
1528;1528;1293;1
1529;1529;1294;1
1530;1530;1295;1
1531;1531;1296;1
1532;1532;1297;1
1533;1533;1298;1
1534;1534;1299;1
1535;1535;1300;1
1536;1536;1301;1
1537;1537;1302;1
1538;1538;1303;1
1539;1539;1304;1
1540;1540;1305;1
1541;1541;1306;1
1542;1542;1307;1
1543;1543;1308;1
1544;1544;1309;1
1545;1545;1310;1
1546;1546;1311;1
1547;1547;1312;1
1548;1548;1313;1
1549;1549;1314;1
1550;1550;1315;1
1551;1551;1316;1
1552;1552;1317;1
1553;1553;1318;1
1554;1554;1319;1
1555;1555;1320;1
1556;1556;1321;1
1557;1557;1322;1
1558;1558;1323;1
1559;1559;1324;1
1560;1560;1325;1
1561;1561;1326;1
1562;1562;1327;1
1563;1563;1328;1
1564;1564;1329;1
1565;1565;1330;1
1566;1566;1331;1
1567;1567;1332;1
1568;1568;1333;1
1569;1569;1334;1
1570;1570;1335;1
1571;1571;1336;1
1572;1572;1337;1
1573;1573;1338;1
1574;1574;1339;1
1575;1575;1340;1
1576;1576;1341;1
1577;1577;1342;1
1578;1578;1343;1
1579;1579;1344;1
1580;1580;1345;1
1581;1581;1346;1
