PRODUCT_ID; CASES_PER_PALLET; UNITS_PER_CASE; PRODUCT_NAME; SRP; RECYCABLAE_PACKAGE; LOW_FAT; RETAIL_PRICE;GROSS_WEIGHT; SHELF_WIDTH; PRODUCER_ID; SKU; PRODUCT_CATEGORY_ID; NET_WEIGHT
1674;240;6;Philips Seafood Cockles;13,90;1;0;13,90;2.5;8.0;580;37999610807;2;2.0
1675;240;6;SeaPak Abalone;13,90;1;0;13,90;2.5;8.0;578;62677165274;2;2.0
1676;240;6;Gortons Abalone;13,90;1;1;13,90;2.5;8.0;579;75480971368;2;2.0
1677;240;6;Philips Seafood Abalone;13,90;0;1;13,90;2.5;8.0;580;77551989115;2;2.0
1678;240;6;SeaPak Octopus (Frozen);13,90;1;1;13,90;2.5;8.0;578;55280822241;2;2.0
1679;240;6;Gortons Octopus (Frozen);13,90;0;0;13,90;2.5;8.0;579;55861674535;2;2.0
1680;240;6;Philips Seafood Octopus (Frozen);13,90;0;1;13,90;2.5;8.0;580;78829751134;2;2.0
1681;240;6;SeaPak Squid (Calamari Rings);13,90;1;0;13,90;2.5;8.0;578;16510194728;2;2.0
1682;240;6;Gortons Squid (Calamari Rings);13,90;1;1;13,90;2.5;8.0;579;74754108191;2;2.0
1683;240;6;Philips Seafood Squid (Calamari Rings);13,90;1;1;13,90;2.5;8.0;580;13348778182;2;2.0
1684;240;6;SeaPak Squid (Whole);13,90;0;1;13,90;2.5;8.0;578;33538916619;2;2.0
1685;240;6;Gortons Squid (Whole);13,90;1;1;13,90;2.5;8.0;579;97892194440;2;2.0
1686;240;6;Philips Seafood Squid (Whole);13,90;0;1;13,90;2.5;8.0;580;55129538513;2;2.0
1687;240;6;SeaPak Crawfish (Tail Meat);13,90;0;1;13,90;2.5;8.0;578;27247137885;2;2.0
1688;240;6;Gortons Crawfish (Tail Meat);13,90;0;0;13,90;2.5;8.0;579;76937109418;2;2.0
1689;240;6;Philips Seafood Crawfish (Tail Meat);13,90;0;1;13,90;2.5;8.0;580;53994588843;2;2.0
1690;960;24;Del Monte Peach Slices;2,13;0;0;2,13;1.2;4.0;584;63226869735;3;0.8
1691;960;24;Libbys Peach Slices;2,13;1;1;2,13;1.2;4.0;585;64122094632;3;0.8
1692;960;24;Dole Peach Slices;2,13;1;0;2,13;1.2;4.0;586;81140625782;3;0.8
1693;960;24;Del Monte Pineapple Chunks;2,13;0;0;2,13;1.2;4.0;584;47887289318;3;0.8
1694;960;24;Libbys Pineapple Chunks;2,13;1;0;2,13;1.2;4.0;585;84321695581;3;0.8
1695;960;24;Dole Pineapple Chunks;2,13;0;0;2,13;1.2;4.0;586;61748676123;3;0.8
1696;960;24;Del Monte Mandarin Oranges;2,13;0;1;2,13;1.2;4.0;584;77719486810;3;0.8
1697;960;24;Libbys Mandarin Oranges;2,13;0;1;2,13;1.2;4.0;585;44983902326;3;0.8
1698;960;24;Dole Mandarin Oranges;2,13;1;1;2,13;1.2;4.0;586;79952430067;3;0.8
1699;960;24;Del Monte Fruit Cocktail;2,13;1;1;2,13;1.2;4.0;584;69820663081;3;0.8
1700;960;24;Libbys Fruit Cocktail;2,13;1;0;2,13;1.2;4.0;585;38434990399;3;0.8
1701;960;24;Dole Fruit Cocktail;2,13;1;0;2,13;1.2;4.0;586;16032177566;3;0.8
1702;960;24;Del Monte Pears (Halves);2,13;1;0;2,13;1.2;4.0;584;69643854162;3;0.8
1703;960;24;Libbys Pears (Halves);2,13;1;1;2,13;1.2;4.0;585;17507661626;3;0.8
1704;960;24;Dole Pears (Halves);2,13;0;1;2,13;1.2;4.0;586;41455322141;3;0.8
1705;960;24;Del Monte Apricot Halves;2,13;0;0;2,13;1.2;4.0;584;67176496700;3;0.8
1706;960;24;Libbys Apricot Halves;2,13;1;1;2,13;1.2;4.0;585;86271280664;3;0.8
1707;960;24;Dole Apricot Halves;2,13;0;0;2,13;1.2;4.0;586;99492804584;3;0.8
1708;960;24;Del Monte Mixed Fruit;2,13;1;0;2,13;1.2;4.0;584;87511172114;3;0.8
1709;960;24;Libbys Mixed Fruit;2,13;1;1;2,13;1.2;4.0;585;12019423254;3;0.8
1710;960;24;Dole Mixed Fruit;2,13;1;1;2,13;1.2;4.0;586;19213956211;3;0.8
1711;960;24;Del Monte Plum Halves;2,13;1;0;2,13;1.2;4.0;584;93711408857;3;0.8
1712;960;24;Libbys Plum Halves;2,13;1;0;2,13;1.2;4.0;585;56021262305;3;0.8
1713;960;24;Dole Plum Halves;2,13;0;0;2,13;1.2;4.0;586;24179571758;3;0.8
1714;960;24;Del Monte Pineapple Rings;2,13;0;1;2,13;1.2;4.0;584;83994234036;3;0.8
1715;960;24;Libbys Pineapple Rings;2,13;0;1;2,13;1.2;4.0;585;57885699280;3;0.8
1716;960;24;Dole Pineapple Rings;2,13;0;1;2,13;1.2;4.0;586;29474731447;3;0.8
1717;960;24;Del Monte Apple Slices;2,13;1;1;2,13;1.2;4.0;584;72115684695;3;0.8
1718;960;24;Libbys Apple Slices;2,13;0;0;2,13;1.2;4.0;585;38179419378;3;0.8
1719;960;24;Dole Apple Slices;2,13;1;0;2,13;1.2;4.0;586;39043993379;3;0.8
1720;960;24;Del Monte Cherry Pie Filling;2,13;0;0;2,13;1.2;4.0;584;25225320033;3;0.8
1721;960;24;Libbys Cherry Pie Filling;2,13;1;1;2,13;1.2;4.0;585;17459979608;3;0.8
1722;960;24;Dole Cherry Pie Filling;2,13;0;0;2,13;1.2;4.0;586;74365716474;3;0.8
1723;960;24;Del Monte Strawberry Slices;2,13;1;0;2,13;1.2;4.0;584;38255753226;3;0.8
1724;960;24;Libbys Strawberry Slices;2,13;0;0;2,13;1.2;4.0;585;93396478758;3;0.8
1725;960;24;Dole Strawberry Slices;2,13;0;1;2,13;1.2;4.0;586;85802934650;3;0.8
1726;960;24;Del Monte Rhubarb;2,13;0;1;2,13;1.2;4.0;584;30577512328;3;0.8
1727;960;24;Libbys Rhubarb;2,13;1;0;2,13;1.2;4.0;585;83645945094;3;0.8
1728;960;24;Dole Rhubarb;2,13;1;0;2,13;1.2;4.0;586;48478802944;3;0.8
1729;960;24;Del Monte Mango Chunks;2,13;0;0;2,13;1.2;4.0;584;11396324018;3;0.8
1730;960;24;Libbys Mango Chunks;2,13;0;1;2,13;1.2;4.0;585;86297542839;3;0.8
1731;960;24;Dole Mango Chunks;2,13;0;0;2,13;1.2;4.0;586;57636347244;3;0.8
1732;960;24;Del Monte Fruit Salad;2,13;0;0;2,13;1.2;4.0;584;30473142928;3;0.8
1733;960;24;Libbys Fruit Salad;2,13;1;0;2,13;1.2;4.0;585;54417365235;3;0.8
1734;960;24;Dole Fruit Salad;2,13;0;0;2,13;1.2;4.0;586;18965854379;3;0.8
1735;960;24;Del Monte Grapefruit Segments;2,13;0;0;2,13;1.2;4.0;584;98124397078;3;0.8
1736;960;24;Libbys Grapefruit Segments;2,13;1;1;2,13;1.2;4.0;585;83956991065;3;0.8
1737;960;24;Dole Grapefruit Segments;2,13;1;0;2,13;1.2;4.0;586;17173538657;3;0.8
1738;960;24;Del Monte Pears (Diced);2,13;1;0;2,13;1.2;4.0;584;94666556011;3;0.8
1739;960;24;Libbys Pears (Diced);2,13;1;0;2,13;1.2;4.0;585;39064667355;3;0.8
1740;960;24;Dole Pears (Diced);2,13;0;1;2,13;1.2;4.0;586;44483203538;3;0.8
1741;960;24;Del Monte Blueberry Pie Filling;2,13;1;1;2,13;1.2;4.0;584;90745631063;3;0.8
1742;960;24;Libbys Blueberry Pie Filling;2,13;1;0;2,13;1.2;4.0;585;89158773215;3;0.8
1743;960;24;Dole Blueberry Pie Filling;2,13;1;1;2,13;1.2;4.0;586;12436104503;3;0.8
1744;960;24;Del Monte Raisin;2,13;0;0;2,13;1.2;4.0;584;14084681053;3;0.8
1745;960;24;Libbys Raisin;2,13;1;1;2,13;1.2;4.0;585;22338443657;3;0.8
1746;960;24;Dole Raisin;2,13;0;0;2,13;1.2;4.0;586;68321515065;3;0.8
1747;960;24;Del Monte Coconut (Shredded);2,13;0;1;2,13;1.2;4.0;584;31180958736;3;0.8
1748;960;24;Libbys Coconut (Shredded);2,13;0;1;2,13;1.2;4.0;585;52292560741;3;0.8
1749;960;24;Dole Coconut (Shredded);2,13;1;1;2,13;1.2;4.0;586;60906113460;3;0.8
1750;480;12;Del Monte Peach Slices;3,73;1;0;3,73;3.0;6.0;584;60761301929;3;2.5
1751;480;12;Libbys Peach Slices;3,73;0;1;3,73;3.0;6.0;585;25660177370;3;2.5
1752;480;12;Dole Peach Slices;3,73;0;0;3,73;3.0;6.0;586;44518453089;3;2.5
1753;480;12;Del Monte Pineapple Chunks;3,73;1;0;3,73;3.0;6.0;584;45094025466;3;2.5
1754;480;12;Libbys Pineapple Chunks;3,73;0;0;3,73;3.0;6.0;585;23362007852;3;2.5
1755;480;12;Dole Pineapple Chunks;3,73;0;0;3,73;3.0;6.0;586;12442880239;3;2.5
1756;480;12;Del Monte Mandarin Oranges;3,73;1;1;3,73;3.0;6.0;584;39993621171;3;2.5
1757;480;12;Libbys Mandarin Oranges;3,73;1;1;3,73;3.0;6.0;585;21110398105;3;2.5
1758;480;12;Dole Mandarin Oranges;3,73;0;0;3,73;3.0;6.0;586;83821584486;3;2.5
1759;480;12;Del Monte Fruit Cocktail;3,73;1;1;3,73;3.0;6.0;584;28076265124;3;2.5
1760;480;12;Libbys Fruit Cocktail;3,73;1;1;3,73;3.0;6.0;585;23954225766;3;2.5
1761;480;12;Dole Fruit Cocktail;3,73;0;0;3,73;3.0;6.0;586;74105640862;3;2.5
1762;480;12;Del Monte Pears (Halves);3,73;1;1;3,73;3.0;6.0;584;45789103613;3;2.5
1763;480;12;Libbys Pears (Halves);3,73;1;1;3,73;3.0;6.0;585;47568577516;3;2.5
1764;480;12;Dole Pears (Halves);3,73;0;1;3,73;3.0;6.0;586;45735789053;3;2.5
1765;480;12;Del Monte Apricot Halves;3,73;0;0;3,73;3.0;6.0;584;56231880484;3;2.5
1766;480;12;Libbys Apricot Halves;3,73;1;0;3,73;3.0;6.0;585;33192651488;3;2.5
1767;480;12;Dole Apricot Halves;3,73;0;0;3,73;3.0;6.0;586;65004774254;3;2.5
1768;480;12;Del Monte Mixed Fruit;3,73;1;1;3,73;3.0;6.0;584;90688413447;3;2.5
1769;480;12;Libbys Mixed Fruit;3,73;1;1;3,73;3.0;6.0;585;11063055466;3;2.5
1770;480;12;Dole Mixed Fruit;3,73;1;1;3,73;3.0;6.0;586;39933038567;3;2.5
1771;480;12;Del Monte Plum Halves;3,73;1;1;3,73;3.0;6.0;584;29810050535;3;2.5
1772;480;12;Libbys Plum Halves;3,73;1;1;3,73;3.0;6.0;585;23441185596;3;2.5
1773;480;12;Dole Plum Halves;3,73;1;0;3,73;3.0;6.0;586;43002683812;3;2.5
1774;480;12;Del Monte Pineapple Rings;3,73;0;0;3,73;3.0;6.0;584;96780774811;3;2.5
1775;480;12;Libbys Pineapple Rings;3,73;0;0;3,73;3.0;6.0;585;57343672361;3;2.5
1776;480;12;Dole Pineapple Rings;3,73;0;1;3,73;3.0;6.0;586;14777146022;3;2.5
1777;480;12;Del Monte Apple Slices;3,73;0;0;3,73;3.0;6.0;584;12927340564;3;2.5
1778;480;12;Libbys Apple Slices;3,73;0;0;3,73;3.0;6.0;585;92240156196;3;2.5
1779;480;12;Dole Apple Slices;3,73;1;0;3,73;3.0;6.0;586;89723404656;3;2.5
1780;480;12;Del Monte Cherry Pie Filling;3,73;1;1;3,73;3.0;6.0;584;22219722618;3;2.5
1781;480;12;Libbys Cherry Pie Filling;3,73;0;1;3,73;3.0;6.0;585;79379020378;3;2.5
1782;480;12;Dole Cherry Pie Filling;3,73;0;0;3,73;3.0;6.0;586;13158365088;3;2.5
1783;480;12;Del Monte Strawberry Slices;3,73;0;0;3,73;3.0;6.0;584;29463696513;3;2.5
1784;480;12;Libbys Strawberry Slices;3,73;1;0;3,73;3.0;6.0;585;44272670263;3;2.5
1785;480;12;Dole Strawberry Slices;3,73;0;1;3,73;3.0;6.0;586;30715428755;3;2.5
1786;480;12;Del Monte Rhubarb;3,73;0;0;3,73;3.0;6.0;584;79284640082;3;2.5
1787;480;12;Libbys Rhubarb;3,73;0;0;3,73;3.0;6.0;585;17928499560;3;2.5
1788;480;12;Dole Rhubarb;3,73;1;0;3,73;3.0;6.0;586;46826946123;3;2.5
1789;480;12;Del Monte Mango Chunks;3,73;0;0;3,73;3.0;6.0;584;49762731458;3;2.5
1790;480;12;Libbys Mango Chunks;3,73;1;1;3,73;3.0;6.0;585;39039302639;3;2.5
1791;480;12;Dole Mango Chunks;3,73;1;0;3,73;3.0;6.0;586;20320489258;3;2.5
1792;480;12;Del Monte Fruit Salad;3,73;1;1;3,73;3.0;6.0;584;37235561114;3;2.5
1793;480;12;Libbys Fruit Salad;3,73;0;0;3,73;3.0;6.0;585;69571006750;3;2.5
1794;480;12;Dole Fruit Salad;3,73;0;0;3,73;3.0;6.0;586;82403737486;3;2.5
1795;480;12;Del Monte Grapefruit Segments;3,73;1;1;3,73;3.0;6.0;584;41047555020;3;2.5
1796;480;12;Libbys Grapefruit Segments;3,73;0;1;3,73;3.0;6.0;585;30690086022;3;2.5
1797;480;12;Dole Grapefruit Segments;3,73;1;1;3,73;3.0;6.0;586;40216284352;3;2.5
1798;480;12;Del Monte Pears (Diced);3,73;1;0;3,73;3.0;6.0;584;10745219435;3;2.5
1799;480;12;Libbys Pears (Diced);3,73;0;0;3,73;3.0;6.0;585;47869116790;3;2.5
1800;480;12;Dole Pears (Diced);3,73;1;1;3,73;3.0;6.0;586;47696287707;3;2.5
1801;480;12;Del Monte Blueberry Pie Filling;3,73;1;0;3,73;3.0;6.0;584;56457212495;3;2.5
1802;480;12;Libbys Blueberry Pie Filling;3,73;1;0;3,73;3.0;6.0;585;64808030480;3;2.5
1803;480;12;Dole Blueberry Pie Filling;3,73;0;1;3,73;3.0;6.0;586;48544442163;3;2.5
1804;480;12;Del Monte Raisin;3,73;0;0;3,73;3.0;6.0;584;44078644599;3;2.5
1805;480;12;Libbys Raisin;3,73;0;1;3,73;3.0;6.0;585;30999092522;3;2.5
1806;480;12;Dole Raisin;3,73;1;1;3,73;3.0;6.0;586;56388726701;3;2.5
1807;480;12;Del Monte Coconut (Shredded);3,73;1;0;3,73;3.0;6.0;584;29567048596;3;2.5
1808;480;12;Libbys Coconut (Shredded);3,73;0;1;3,73;3.0;6.0;585;10971835358;3;2.5
1809;480;12;Dole Coconut (Shredded);3,73;1;1;3,73;3.0;6.0;586;51750143820;3;2.5
1810;960;24;McCormick Cinnamon;5,34;1;1;5,34;0.3;3.0;587;56714403189;4;0.2
1811;960;24;Lawrys Cinnamon;5,34;0;0;5,34;0.3;3.0;588;22806723407;4;0.2
