SHOPPING_CART_ID; DELETED_ON; CREATED_ON; AMOUNT_OF_PRODUCTS; CUSTOMER_ID
278; ;2024-06-23;4;
279; ;2024-01-28;6;
280; ;2024-03-01;4;
281; ;2024-06-16;4;
282; ;2024-01-23;2;
283; ;2024-05-11;13;
284; ;2024-03-08;17;6
285; ;2024-01-09;2;
286; ;2024-05-10;7;
287; ;2024-04-17;5;34
288; ;2024-05-28;3;
289; ;2024-05-27;11;
290; ;2024-01-23;16;
291; ;2024-01-06;11;
292; ;2024-04-17;11;
293; ;2024-01-13;3;
294; ;2024-02-19;8;
295; ;2024-03-22;3;
296; ;2024-02-19;7;
297; ;2024-06-27;6;
298; ;2024-03-14;8;
299; ;2024-02-16;3;57
300; ;2024-03-20;17;86
301; ;2024-05-19;7;
302; ;2024-02-15;13;
303; ;2024-06-24;21;
304; ;2024-03-23;5;
305; ;2024-02-25;11;
306; ;2024-01-07;5;
307; ;2024-06-03;6;
308; ;2024-04-23;5;
309; ;2024-05-21;12;
310; ;2024-06-19;5;
311; ;2024-06-05;6;59
312; ;2024-02-16;5;
313; ;2024-03-09;6;29
314; ;2024-05-15;7;
315; ;2024-01-08;15;
316; ;2024-06-29;11;
317; ;2024-02-12;4;
318; ;2024-06-02;10;
319; ;2024-06-09;4;
320; ;2024-04-23;4;
321; ;2024-05-15;7;
322; ;2024-04-14;4;
323; ;2024-01-26;1;
324; ;2024-02-08;9;
325; ;2024-01-14;6;
326; ;2024-05-09;11;
327; ;2024-04-29;25;
328; ;2024-05-14;1;
329; ;2024-01-09;1;
330; ;2024-03-28;4;
331; ;2024-06-09;7;55
332; ;2024-03-16;3;
333; ;2024-05-27;10;
334; ;2024-04-04;7;
335; ;2024-02-16;14;
336; ;2024-02-08;4;
337; ;2024-02-27;17;
338; ;2024-04-18;5;
339; ;2024-03-03;22;78
340; ;2024-06-16;21;
341; ;2024-01-23;16;
342; ;2024-03-12;7;
343; ;2024-03-17;3;
344; ;2024-05-19;6;
345; ;2024-04-13;3;
346; ;2024-05-16;9;
347; ;2024-05-07;23;
348; ;2024-01-18;13;
349; ;2024-05-04;6;
350; ;2024-02-23;23;
351; ;2024-03-30;1;
352; ;2024-05-16;12;
353; ;2024-03-28;5;
354; ;2024-03-22;3;
355; ;2024-05-07;6;
356; ;2024-03-07;11;
357; ;2024-02-10;27;
358; ;2024-02-26;8;
359; ;2024-04-03;15;
360; ;2024-01-13;10;
361; ;2024-03-10;11;
362; ;2024-05-27;11;
363; ;2024-04-01;5;65
364; ;2024-02-14;16;
365; ;2024-04-17;15;
366; ;2024-06-17;7;
367; ;2024-05-02;22;
368; ;2024-05-06;16;
369; ;2024-02-20;7;
370; ;2024-04-06;4;
371; ;2024-01-03;7;
372; ;2024-02-03;4;
373; ;2024-01-12;3;
374; ;2024-06-28;4;
375; ;2024-06-14;3;
376; ;2024-05-23;10;40
377; ;2024-06-04;15;56
378; ;2024-05-19;9;
379; ;2024-06-12;17;
380; ;2024-02-25;3;
381; ;2024-04-22;7;
382; ;2024-03-19;43;
383; ;2024-01-31;16;
384; ;2024-04-26;14;
385; ;2024-05-20;16;
386; ;2024-06-03;7;
387; ;2024-04-12;8;
388; ;2024-04-19;4;
389; ;2024-01-06;3;
390; ;2024-01-20;4;
391; ;2024-05-11;15;
392; ;2024-06-30;9;
393; ;2024-01-24;10;
394; ;2024-01-08;15;
395; ;2024-05-18;5;
396; ;2024-05-01;11;
397; ;2024-02-21;5;
398; ;2024-01-16;1;
399; ;2024-03-27;6;
400; ;2024-04-20;19;
401; ;2024-06-09;11;
402; ;2024-06-28;16;97
403; ;2024-05-21;24;
404; ;2024-01-18;5;
405; ;2024-05-31;2;
406; ;2024-03-31;9;
407; ;2024-06-06;16;
408; ;2024-04-02;10;
409; ;2024-06-20;11;
410; ;2024-04-21;8;
411; ;2024-05-22;6;
412; ;2024-01-20;3;
413; ;2024-03-09;2;
414; ;2024-02-29;1;
415; ;2024-03-16;7;
416; ;2024-05-10;2;
417; ;2024-03-24;17;
418; ;2024-01-21;7;
419; ;2024-01-29;9;2
420; ;2024-03-03;12;
421; ;2024-06-03;3;
422; ;2024-01-19;3;
423; ;2024-04-17;9;
424; ;2024-04-04;4;
425; ;2024-03-05;33;
426; ;2024-05-26;2;
427; ;2024-05-13;21;
428; ;2024-03-03;5;
429; ;2024-01-11;7;
430; ;2024-01-05;6;
431; ;2024-02-25;10;
432; ;2024-03-21;6;
433; ;2024-02-29;11;
434; ;2024-04-09;3;
435; ;2024-06-05;6;52
436; ;2024-06-21;2;
437; ;2024-04-21;14;
438; ;2024-03-13;8;
439; ;2024-03-04;6;
440; ;2024-01-07;3;
441; ;2024-03-21;12;
442; ;2024-02-19;5;
443; ;2024-05-25;5;
444; ;2024-06-10;3;93
445; ;2024-03-03;2;
446; ;2024-04-12;7;67
447; ;2024-03-23;3;
448; ;2024-05-02;5;
449; ;2024-02-29;11;
450; ;2024-03-27;6;
451; ;2024-02-29;9;
452; ;2024-06-07;6;
453; ;2024-03-15;5;
454; ;2024-03-24;13;
455; ;2024-01-27;3;
456; ;2024-03-27;4;
457; ;2024-04-24;2;
458; ;2024-06-28;3;
459; ;2024-03-15;6;
460; ;2024-04-20;1;
461; ;2024-06-26;3;
462; ;2024-05-14;6;
463; ;2024-03-27;7;42
464; ;2024-01-04;12;
465; ;2024-01-02;13;29
466; ;2024-02-10;1;
467; ;2024-05-06;5;
468; ;2024-06-11;4;81
469; ;2024-05-04;18;
470; ;2024-03-31;11;
471; ;2024-04-01;3;
472; ;2024-02-26;13;10
473; ;2024-05-24;6;
474; ;2024-02-01;3;
475; ;2024-02-06;18;
476; ;2024-04-12;5;
477; ;2024-01-24;16;
478; ;2024-04-17;5;
479; ;2024-02-13;2;
480; ;2024-03-14;1;
481; ;2024-02-10;2;
482; ;2024-04-07;1;
483; ;2024-01-18;2;
484; ;2024-02-10;3;
485; ;2024-03-08;3;
486; ;2024-04-19;18;
487; ;2024-05-15;6;
488; ;2024-02-15;7;
489; ;2024-03-01;2;
490; ;2024-06-09;4;
491; ;2024-02-28;8;
492; ;2024-06-11;14;
493; ;2024-02-21;2;
494; ;2024-01-18;4;
495; ;2024-04-13;4;
496; ;2024-04-13;37;
497; ;2024-01-22;1;
498; ;2024-04-24;7;
499; ;2024-01-20;5;
500; ;2024-03-29;21;75
501; ;2024-04-21;4;
502; ;2024-02-04;11;
503; ;2024-01-11;11;
504; ;2024-04-05;10;
505; ;2024-03-08;12;
506; ;2024-02-01;7;65
507; ;2024-03-24;5;
508; ;2024-02-01;7;
509; ;2024-02-02;6;
510; ;2024-03-12;5;
511; ;2024-04-24;17;
512; ;2024-01-25;44;
513; ;2024-03-14;37;
514; ;2024-05-27;7;
515; ;2024-02-19;5;57
516; ;2024-05-03;9;
517; ;2024-02-10;8;
518; ;2024-03-24;3;
519; ;2024-02-06;8;26
520; ;2024-02-16;9;
521; ;2024-06-30;3;
522; ;2024-03-25;10;71
523; ;2024-03-05;10;
524; ;2024-01-27;9;
525; ;2024-06-20;17;
526; ;2024-02-28;7;91
527; ;2024-05-20;3;
528; ;2024-01-11;3;
529; ;2024-01-04;4;
530; ;2024-06-01;10;
531; ;2024-06-19;7;70
532; ;2024-05-26;5;
533; ;2024-05-05;11;
534; ;2024-05-19;10;
535; ;2024-06-22;6;22
536; ;2024-05-13;6;
537; ;2024-01-05;5;
538; ;2024-06-07;6;
539; ;2024-02-11;11;
540; ;2024-06-13;6;
541; ;2024-04-12;2;
542; ;2024-04-29;2;
543; ;2024-05-01;22;
544; ;2024-02-24;11;
545; ;2024-06-21;29;
546; ;2024-01-07;8;
547; ;2024-04-09;24;75
548; ;2024-05-20;13;
549; ;2024-01-10;10;
550; ;2024-01-16;3;
551; ;2024-01-29;5;
552; ;2024-02-11;6;
553; ;2024-03-25;2;
554; ;2024-03-04;12;
555; ;2024-06-27;13;
556; ;2024-03-03;4;
557; ;2024-06-15;9;40
558; ;2024-01-19;8;
559; ;2024-06-16;11;96
560; ;2024-06-08;11;
561; ;2024-06-30;8;
562; ;2024-01-17;5;
563; ;2024-03-20;14;
564; ;2024-03-27;3;
565; ;2024-04-24;2;
566; ;2024-05-10;4;
567; ;2024-06-17;6;
568; ;2024-06-28;8;
569; ;2024-06-14;4;
570; ;2024-04-13;14;
571; ;2024-02-05;2;
572; ;2024-04-01;19;
573; ;2024-01-10;4;
574; ;2024-05-19;1;
575; ;2024-01-02;6;
576; ;2024-04-13;11;
577; ;2024-06-01;8;
578; ;2024-05-13;3;
579; ;2024-05-15;4;
580; ;2024-04-04;21;
581; ;2024-02-05;5;
582; ;2024-03-31;9;
583; ;2024-04-19;17;
584; ;2024-04-10;2;
585; ;2024-02-01;19;
586; ;2024-04-26;10;
587; ;2024-02-24;3;
588; ;2024-04-29;15;
589; ;2024-02-06;4;
590; ;2024-01-19;3;37
591; ;2024-04-15;8;
592; ;2024-02-21;4;
593; ;2024-03-18;1;10
594; ;2024-03-06;6;
595; ;2024-06-29;10;
596; ;2024-06-21;12;
597; ;2024-05-20;2;
598; ;2024-03-09;2;
599; ;2024-02-10;10;
600; ;2024-01-19;4;
601; ;2024-04-18;4;
602; ;2024-02-16;1;
603; ;2024-01-28;15;
604; ;2024-01-07;3;
605; ;2024-04-24;12;
606; ;2024-03-27;4;
607; ;2024-01-04;7;
608; ;2024-05-14;1;
609; ;2024-05-17;1;87
610; ;2024-01-28;6;
611; ;2024-06-27;12;
612; ;2024-03-09;7;
613; ;2024-06-02;6;
614; ;2024-01-13;12;
615; ;2024-04-21;20;
616; ;2024-06-09;5;
617; ;2024-06-29;9;
618; ;2024-06-17;10;
619; ;2024-06-17;3;
620; ;2024-01-11;6;98
621; ;2024-06-02;7;
622; ;2024-04-22;6;
623; ;2024-06-16;19;
624; ;2024-02-21;6;
625; ;2024-04-30;2;
626; ;2024-06-23;10;
627; ;2024-01-06;8;
628; ;2024-03-25;8;
629; ;2024-03-12;13;
630; ;2024-01-24;13;48
631; ;2024-05-06;8;
632; ;2024-01-05;5;
633; ;2024-01-20;3;
634; ;2024-01-09;32;
635; ;2024-02-10;5;
636; ;2024-05-05;24;
637; ;2024-03-30;4;
638; ;2024-02-06;13;
639; ;2024-04-21;1;
640; ;2024-01-17;4;
641; ;2024-02-22;4;
642; ;2024-01-04;3;
643; ;2024-01-06;4;
644; ;2024-03-11;3;61
645; ;2024-05-21;3;
646; ;2024-06-18;8;
647; ;2024-01-03;3;
648; ;2024-04-26;3;
649; ;2024-02-11;8;
650; ;2024-03-06;3;
651; ;2024-04-13;3;
652; ;2024-03-27;36;
653; ;2024-05-01;3;
654; ;2024-05-25;3;
655; ;2024-01-29;3;
656; ;2024-02-21;12;
657; ;2024-06-29;15;
658; ;2024-03-03;11;
659; ;2024-03-07;34;
660; ;2024-02-20;8;
661; ;2024-01-16;17;
662; ;2024-01-17;30;
663; ;2024-02-08;8;
664; ;2024-04-04;5;1
665; ;2024-04-10;2;
666; ;2024-04-16;9;
667; ;2024-03-03;6;
668; ;2024-02-18;5;
669; ;2024-03-03;5;
670; ;2024-01-25;13;
671; ;2024-01-25;3;63
672; ;2024-06-26;6;
673; ;2024-03-19;6;
674; ;2024-03-20;4;
675; ;2024-03-28;6;
676; ;2024-02-10;17;
677; ;2024-01-30;4;
678; ;2024-02-09;7;
679; ;2024-02-04;3;
680; ;2024-04-14;3;
681; ;2024-01-21;15;
682; ;2024-01-30;3;
683; ;2024-02-05;3;100
684; ;2024-03-17;8;24
685; ;2024-06-06;4;
686; ;2024-03-20;7;
687; ;2024-05-10;18;
688; ;2024-04-30;7;
689; ;2024-04-15;3;
690; ;2024-06-30;3;
691; ;2024-06-24;4;
692; ;2024-05-08;34;30
693; ;2024-04-04;5;
694; ;2024-04-13;5;
695; ;2024-04-09;21;
696; ;2024-03-25;4;
697; ;2024-03-14;7;
698; ;2024-06-23;14;
699; ;2024-04-06;25;
700; ;2024-06-30;21;
701; ;2024-01-19;17;8
702; ;2024-06-29;10;98
703; ;2024-04-06;8;
704; ;2024-02-29;4;66
705; ;2024-03-04;6;
706; ;2024-04-02;3;
707; ;2024-04-10;4;
708; ;2024-04-09;2;
709; ;2024-01-22;8;
710; ;2024-04-10;14;
711; ;2024-04-21;4;
712; ;2024-06-19;13;30
713; ;2024-06-11;3;73
714; ;2024-02-26;11;
715; ;2024-02-20;24;
716; ;2024-02-23;2;
717; ;2024-05-24;5;
718; ;2024-04-24;5;
719; ;2024-03-09;6;
720; ;2024-02-03;2;
721; ;2024-04-03;14;
722; ;2024-02-26;40;
723; ;2024-05-19;1;33
724; ;2024-02-11;6;
725; ;2024-02-22;15;
726; ;2024-05-20;3;
727; ;2024-05-09;2;
728; ;2024-04-12;11;
729; ;2024-01-27;7;
730; ;2024-05-13;3;
731; ;2024-06-13;15;
732; ;2024-02-08;1;
733; ;2024-01-28;10;
734; ;2024-01-08;3;
735; ;2024-03-02;2;
736; ;2024-05-26;5;
737; ;2024-06-06;16;
738; ;2024-04-24;7;
739; ;2024-05-19;10;
740; ;2024-06-04;8;
741; ;2024-01-10;19;
742; ;2024-04-29;3;83
743; ;2024-03-22;9;
744; ;2024-04-09;7;
745; ;2024-04-04;14;
746; ;2024-03-16;2;
747; ;2024-03-02;14;
748; ;2024-01-17;9;
749; ;2024-01-16;3;
750; ;2024-03-12;14;
751; ;2024-01-11;9;
752; ;2024-02-13;5;
753; ;2024-04-30;8;
754; ;2024-03-13;2;
755; ;2024-05-30;3;
756; ;2024-05-03;3;
757; ;2024-04-24;2;
758; ;2024-02-20;22;67
759; ;2024-02-27;10;7
760; ;2024-02-05;3;
761; ;2024-01-05;22;
762; ;2024-05-24;6;
763; ;2024-05-27;7;
764; ;2024-06-13;6;36
765; ;2024-05-06;7;
766; ;2024-06-24;9;
767; ;2024-02-04;5;
768; ;2024-01-08;4;
769; ;2024-06-21;1;
770; ;2024-04-13;2;
771; ;2024-05-07;1;
772; ;2024-02-23;18;
773; ;2024-06-09;7;
774; ;2024-04-09;4;
775; ;2024-05-13;4;
776; ;2024-05-04;5;
777; ;2024-04-09;6;
778; ;2024-03-29;5;
779; ;2024-03-27;5;
780; ;2024-04-14;11;
781; ;2024-05-14;2;
782; ;2024-06-26;5;
783; ;2024-02-08;16;
784; ;2024-05-23;8;
785; ;2024-05-11;8;26
786; ;2024-03-09;46;
787; ;2024-06-04;6;
788; ;2024-05-20;4;
789; ;2024-03-27;9;17
790; ;2024-04-17;9;55
791; ;2024-02-14;10;
792; ;2024-05-31;12;
793; ;2024-03-15;1;
794; ;2024-02-28;10;
795; ;2024-03-22;4;
796; ;2024-05-04;15;
797; ;2024-02-18;11;
798; ;2024-03-01;7;
799; ;2024-01-26;5;
800; ;2024-05-02;9;
801; ;2024-03-16;11;
802; ;2024-04-18;4;
803; ;2024-05-20;4;
804; ;2024-01-29;8;
805; ;2024-03-22;4;
806; ;2024-05-30;8;
807; ;2024-04-26;11;
808; ;2024-04-23;6;
809; ;2024-04-11;9;33
810; ;2024-06-25;11;
811; ;2024-03-06;5;
812; ;2024-05-11;10;
813; ;2024-02-10;7;2
814; ;2024-02-13;9;
815; ;2024-06-10;14;
816; ;2024-02-24;19;
817; ;2024-06-10;8;
818; ;2024-03-29;3;
819; ;2024-03-23;17;
820; ;2024-05-25;7;
821; ;2024-05-26;15;
822; ;2024-02-05;23;
823; ;2024-04-29;5;
824; ;2024-01-11;9;
825; ;2024-03-29;18;
826; ;2024-04-29;21;
827; ;2024-05-18;27;
828; ;2024-02-22;20;
829; ;2024-06-09;4;
830; ;2024-03-05;10;
831; ;2024-06-17;2;12
832; ;2024-05-05;5;
833; ;2024-04-24;5;
834; ;2024-03-20;7;
835; ;2024-06-26;4;
836; ;2024-05-02;11;
837; ;2024-05-10;5;
838; ;2024-05-14;3;
839; ;2024-01-09;18;
840; ;2024-03-04;2;
841; ;2024-04-15;15;
842; ;2024-01-06;11;
843; ;2024-05-27;16;
844; ;2024-05-28;2;
845; ;2024-03-26;9;
846; ;2024-01-24;11;
847; ;2024-02-16;13;
848; ;2024-01-13;3;12
849; ;2024-03-09;4;
850; ;2024-04-05;2;
851; ;2024-01-06;5;
852; ;2024-01-08;2;
853; ;2024-06-20;7;
854; ;2024-06-07;6;
855; ;2024-02-12;19;
856; ;2024-02-22;4;
857; ;2024-01-28;3;28
858; ;2024-03-22;4;
859; ;2024-03-11;5;5
860; ;2024-04-22;5;
861; ;2024-01-19;2;46
862; ;2024-04-03;11;
863; ;2024-01-14;25;
864; ;2024-02-19;12;
865; ;2024-06-18;39;
866; ;2024-05-01;8;
867; ;2024-02-20;4;
868; ;2024-02-23;8;
869; ;2024-01-17;5;
870; ;2024-06-20;8;
871; ;2024-01-23;4;
872; ;2024-05-01;10;51
873; ;2024-04-11;8;
874; ;2024-04-10;14;
875; ;2024-06-02;3;
876; ;2024-06-05;2;
877; ;2024-03-17;9;
878; ;2024-03-18;3;
879; ;2024-02-24;17;
880; ;2024-02-10;3;
881; ;2024-04-02;11;
882; ;2024-05-23;8;
883; ;2024-04-03;6;
884; ;2024-02-08;13;
885; ;2024-01-11;3;
886; ;2024-03-21;21;
887; ;2024-03-27;12;
888; ;2024-01-10;8;
889; ;2024-02-06;6;42
890; ;2024-02-12;2;94
891; ;2024-01-04;21;21
892; ;2024-06-15;12;
893; ;2024-02-03;9;
894; ;2024-04-25;12;
895; ;2024-03-28;5;82
896; ;2024-03-22;5;
897; ;2024-05-22;4;
898; ;2024-03-10;6;27
899; ;2024-02-21;18;
900; ;2024-02-01;3;98
901; ;2024-04-21;17;42
902; ;2024-04-28;6;
903; ;2024-04-06;16;
904; ;2024-05-31;6;
905; ;2024-05-20;6;
906; ;2024-04-09;4;
907; ;2024-05-05;8;
908; ;2024-03-21;4;
909; ;2024-05-26;5;
910; ;2024-06-22;2;
911; ;2024-04-24;8;
912; ;2024-04-12;13;
913; ;2024-06-23;7;
914; ;2024-04-22;3;
915; ;2024-04-29;28;
916; ;2024-02-20;5;
917; ;2024-03-08;5;
918; ;2024-03-07;5;
919; ;2024-01-26;4;
920; ;2024-06-29;16;
921; ;2024-04-08;3;
922; ;2024-02-10;4;
923; ;2024-03-29;3;
924; ;2024-01-26;5;
925; ;2024-04-17;5;
926; ;2024-03-31;2;20
927; ;2024-02-05;4;
928; ;2024-03-04;4;
929; ;2024-06-24;2;
930; ;2024-01-27;5;
931; ;2024-05-28;6;
932; ;2024-05-22;2;
933; ;2024-06-15;2;
934; ;2024-06-04;21;
935; ;2024-04-24;8;
936; ;2024-06-10;3;
937; ;2024-04-22;1;
938; ;2024-03-16;22;
939; ;2024-03-24;2;
940; ;2024-04-11;7;
941; ;2024-03-23;18;
942; ;2024-04-06;8;
943; ;2024-02-18;7;
944; ;2024-03-19;7;
945; ;2024-01-22;8;
946; ;2024-02-23;7;
947; ;2024-01-24;7;
948; ;2024-05-23;9;
949; ;2024-04-14;10;17
950; ;2024-04-11;10;
951; ;2024-05-29;5;
952; ;2024-04-16;8;
953; ;2024-06-15;26;
954; ;2024-01-25;5;
955; ;2024-05-14;3;
956; ;2024-05-19;22;
957; ;2024-05-11;9;
958; ;2024-03-18;7;
959; ;2024-06-21;6;
960; ;2024-03-20;6;90
961; ;2024-02-28;3;
962; ;2024-05-18;8;
963; ;2024-04-28;7;
964; ;2024-03-27;3;
965; ;2024-01-03;6;
966; ;2024-05-05;1;
967; ;2024-02-25;2;
968; ;2024-06-17;9;
969; ;2024-01-04;9;
970; ;2024-03-09;12;
971; ;2024-03-06;4;65
972; ;2024-06-01;6;
973; ;2024-01-19;21;
974; ;2024-04-07;4;
975; ;2024-01-29;1;
976; ;2024-02-09;8;
977; ;2024-05-25;43;
978; ;2024-01-15;5;
979; ;2024-01-11;3;
980; ;2024-01-26;9;
981; ;2024-01-25;12;
982; ;2024-01-24;7;
983; ;2024-04-30;9;
984; ;2024-04-26;4;
