SALES_PRICE_CONDITION_SET_ID; PRODUCT_ID; START_DATE; END_DATE; NETTO_PRICE; VAT_RATE
348;348;2024-01-01 00:00:00;2024-10-03;1.23;7.0
349;349;2024-01-01 00:00:00;2024-10-03;2.34;7.0
350;350;2024-01-01 00:00:00;2024-10-03;1.63;7.0
351;351;2024-01-01 00:00:00;2024-10-03;2.76;7.0
352;352;2024-01-01 00:00:00;2024-10-03;0.67;7.0
353;353;2024-01-01 00:00:00;2024-10-03;1.57;7.0
354;354;2024-01-01 00:00:00;2024-10-03;2.25;7.0
355;355;2024-01-01 00:00:00;2024-10-03;0.81;7.0
356;356;2024-01-01 00:00:00;2024-10-03;2.36;7.0
357;357;2024-01-01 00:00:00;2024-10-03;1.8;7.0
358;358;2024-01-01 00:00:00;2024-10-03;3.75;7.0
359;359;2024-01-01 00:00:00;2024-10-03;1.32;7.0
360;360;2024-01-01 00:00:00;2024-10-03;1.31;7.0
361;361;2024-01-01 00:00:00;2024-10-03;1.13;7.0
362;362;2024-01-01 00:00:00;2024-10-03;3.97;7.0
363;363;2024-01-01 00:00:00;2024-10-03;1.82;7.0
364;364;2024-01-01 00:00:00;2024-10-03;2.2;7.0
365;365;2024-01-01 00:00:00;2024-10-03;3.96;7.0
366;366;2024-01-01 00:00:00;2024-10-03;2.36;7.0
367;367;2024-01-01 00:00:00;2024-10-03;3.49;7.0
368;368;2024-01-01 00:00:00;2024-10-03;1.14;7.0
369;369;2024-01-01 00:00:00;2024-10-03;2.3;7.0
370;370;2024-01-01 00:00:00;2024-10-03;0.92;7.0
371;371;2024-01-01 00:00:00;2024-10-03;0.66;7.0
372;372;2024-01-01 00:00:00;2024-10-03;3.98;7.0
373;373;2024-01-01 00:00:00;2024-10-03;2.76;7.0
374;374;2024-01-01 00:00:00;2024-10-03;1.49;7.0
375;375;2024-01-01 00:00:00;2024-10-03;2.29;7.0
376;376;2024-01-01 00:00:00;2024-10-03;2.27;7.0
377;377;2024-01-01 00:00:00;2024-10-03;2.1;7.0
378;378;2024-01-01 00:00:00;2024-10-03;1.11;7.0
379;379;2024-01-01 00:00:00;2024-10-03;3.85;7.0
380;380;2024-01-01 00:00:00;2024-10-03;1.22;7.0
381;381;2024-01-01 00:00:00;2024-10-03;2.33;7.0
382;382;2024-01-01 00:00:00;2024-10-03;1.62;7.0
383;383;2024-01-01 00:00:00;2024-10-03;2.75;7.0
384;384;2024-01-01 00:00:00;2024-10-03;0.54;7.0
385;385;2024-01-01 00:00:00;2024-10-03;1.56;7.0
386;386;2024-01-01 00:00:00;2024-10-03;2.23;7.0
387;387;2024-01-01 00:00:00;2024-10-03;2.41;7.0
388;388;2024-01-01 00:00:00;2024-10-03;2.35;7.0
389;389;2024-01-01 00:00:00;2024-10-03;1.79;7.0
390;390;2024-01-01 00:00:00;2024-10-03;3.74;7.0
391;391;2024-01-01 00:00:00;2024-10-03;1.31;7.0
392;392;2024-01-01 00:00:00;2024-10-03;1.3;7.0
393;393;2024-01-01 00:00:00;2024-10-03;1.12;7.0
394;394;2024-01-01 00:00:00;2024-10-03;3.13;7.0
395;395;2024-01-01 00:00:00;2024-10-03;2.22;7.0
396;396;2024-01-01 00:00:00;2024-10-03;3.24;7.0
397;397;2024-01-01 00:00:00;2024-10-03;1.35;7.0
398;398;2024-01-01 00:00:00;2024-10-03;0.8;7.0
399;399;2024-01-01 00:00:00;2024-10-03;0.87;7.0
400;400;2024-01-01 00:00:00;2024-10-03;1.43;7.0
401;401;2024-01-01 00:00:00;2024-10-03;0.7;7.0
402;402;2024-01-01 00:00:00;2024-10-03;1.13;7.0
403;403;2024-01-01 00:00:00;2024-10-03;1.55;7.0
404;404;2024-01-01 00:00:00;2024-10-03;1.25;7.0
405;405;2024-01-01 00:00:00;2024-10-03;3.69;7.0
406;406;2024-01-01 00:00:00;2024-10-03;1.64;7.0
407;407;2024-01-01 00:00:00;2024-10-03;3.21;7.0
408;408;2024-01-01 00:00:00;2024-10-03;2.2;7.0
409;409;2024-01-01 00:00:00;2024-10-03;3.91;7.0
410;410;2024-01-01 00:00:00;2024-10-03;1.26;7.0
411;411;2024-01-01 00:00:00;2024-10-03;0.51;7.0
412;412;2024-01-01 00:00:00;2024-10-03;1.38;7.0
413;413;2024-01-01 00:00:00;2024-10-03;2.25;7.0
414;414;2024-01-01 00:00:00;2024-10-03;2.77;7.0
415;415;2024-01-01 00:00:00;2024-10-03;2.91;7.0
416;416;2024-01-01 00:00:00;2024-10-03;3.32;7.0
417;417;2024-01-01 00:00:00;2024-10-03;2.72;7.0
418;418;2024-01-01 00:00:00;2024-10-03;3.16;7.0
419;419;2024-01-01 00:00:00;2024-10-03;3.57;7.0
420;420;2024-01-01 00:00:00;2024-10-03;2.27;7.0
421;421;2024-01-01 00:00:00;2024-10-03;2.95;7.0
422;422;2024-01-01 00:00:00;2024-10-03;3.67;7.0
423;423;2024-01-01 00:00:00;2024-10-03;1.47;7.0
424;424;2024-01-01 00:00:00;2024-10-03;1.45;7.0
425;425;2024-01-01 00:00:00;2024-10-03;1.28;7.0
426;426;2024-01-01 00:00:00;2024-10-03;0.6;7.0
427;427;2024-01-01 00:00:00;2024-10-03;2.14;7.0
428;428;2024-01-01 00:00:00;2024-10-03;0.67;7.0
429;429;2024-01-01 00:00:00;2024-10-03;1.51;7.0
430;430;2024-01-01 00:00:00;2024-10-03;1.8;7.0
431;431;2024-01-01 00:00:00;2024-10-03;0.96;7.0
432;432;2024-01-01 00:00:00;2024-10-03;2.35;7.0
433;433;2024-01-01 00:00:00;2024-10-03;1.74;7.0
